"Name","Team","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Zack Greinke","Royals","32","32","202.1","8.14","2.49","0.93",".308","75.2 %","42.7 %","9.1 %","3.47","3.56","3.71","4.2","1943"
"Scott Kazmir","Rays","27","27","152.1","9.81","4.14","1.36",".265","82.5 %","30.8 %","12.0 %","3.49","4.37","4.07","2.0","4897"
"Eric Stults","Dodgers","7","7","38.2","6.98","3.03","1.40",".274","78.0 %","37.5 %","12.2 %","3.49","4.68","4.34","0.3","8011"
"Ervin Santana","Angels","32","32","219.0","8.79","1.93","0.95",".289","74.3 %","38.8 %","8.9 %","3.49","3.30","3.48","5.5","3200"
"Ryan Rowland-Smith","Mariners","12","12","72.0","4.75","3.38","1.25",".272","81.8 %","43.0 %","10.5 %","3.50","5.09","5.02","0.3","3245"
"Alfredo Simon","Orioles","1","1","7.2","7.04","0.00","1.17",".261","75.8 %","62.5 %","14.3 %","3.52","3.65","3.16","0.2","2155"
"A.J. Murray","Rangers","2","2","7.2","5.87","3.52","0.00",".400","73.3 %","36.7 %","0.0 %","3.52","3.00","4.89","0.3","3422"
"Roy Oswalt","Astros","32","32","208.2","7.12","2.03","0.99",".285","74.6 %","50.3 %","12.7 %","3.54","3.80","3.51","3.7","571"
"Jesse Litsch","Blue Jays","28","28","173.0","4.94","2.03","0.99",".275","73.9 %","48.6 %","10.3 %","3.54","4.28","4.25","2.2","3688"
"Wandy Rodriguez","Astros","25","25","137.1","8.58","2.88","0.92",".310","72.6 %","40.4 %","9.6 %","3.54","3.62","3.70","2.9","2586"
"James Shields","Rays","33","33","215.0","6.70","1.67","1.00",".287","73.3 %","46.3 %","9.8 %","3.56","3.82","3.87","3.8","7059"
"Armando Galarraga","Tigers","28","28","175.2","6.35","2.97","1.38",".239","76.8 %","43.8 %","12.9 %","3.59","4.81","4.38","1.4","4222"
"Michael Bowden","Red Sox","1","1","5.0","5.40","1.80","0.00",".389","75.0 %","16.7 %","0.0 %","3.60","2.53","5.43","0.2","4440"
"Josh Johnson","Marlins","14","14","87.1","7.94","2.78","0.72",".332","76.0 %","47.6 %","9.0 %","3.61","3.37","3.51","1.9","4567"
"Ricky Nolasco","Marlins","32","32","206.2","8.06","1.79","1.22",".273","75.2 %","38.5 %","10.9 %","3.61","3.79","3.66","3.9","3830"
"Jeremy Guthrie","Orioles","30","30","190.2","5.66","2.74","1.13",".259","76.7 %","43.8 %","10.5 %","3.63","4.53","4.48","2.3","2072"
"Erik Bedard","Mariners","15","15","81.0","8.00","4.11","1.00",".271","74.2 %","40.3 %","9.0 %","3.67","4.32","4.50","0.9","126"
"Justin Masterson","Red Sox","9","9","54.0","6.50","4.67","1.33",".216","83.1 %","51.3 %","17.8 %","3.67","5.56","4.73","-0.2","2038"
"Jair Jurrjens","Braves","31","31","188.1","6.64","3.35","0.53",".301","71.0 %","51.7 %","7.1 %","3.68","3.59","3.92","3.8","5556"
"Matt Garza","Rays","30","30","184.2","6.24","2.88","0.93",".270","72.9 %","41.7 %","8.4 %","3.70","4.14","4.42","3.1","3340"
"Paul Maholm","Pirates","31","31","206.1","6.06","2.75","0.92",".290","75.5 %","53.6 %","12.1 %","3.71","4.15","3.94","2.6","8678"
"Todd Wellemeyer","Cardinals","32","32","191.2","6.29","2.91","1.17",".264","76.9 %","39.3 %","10.6 %","3.71","4.51","4.44","2.0","1709"
"Jamie Moyer","Phillies","33","33","196.1","5.64","2.84","0.92",".286","76.6 %","43.9 %","9.0 %","3.71","4.32","4.48","2.8","1091"
"Mike Pelfrey","Mets","32","32","200.2","4.93","2.87","0.54",".302","74.3 %","49.6 %","6.3 %","3.72","3.96","4.45","3.1","5203"
"Hiroki Kuroda","Dodgers","31","31","183.1","5.69","2.06","0.64",".281","68.5 %","51.3 %","7.6 %","3.73","3.59","3.89","3.6","3283"
"John Lackey","Angels","24","24","163.1","7.16","2.20","1.43",".288","80.2 %","45.1 %","15.4 %","3.75","4.53","3.82","1.3","1507"
"Chad Gaudin","Athletics","6","6","36.0","6.50","2.50","1.00",".271","68.5 %","40.2 %","8.7 %","3.75","4.13","4.37","0.5","1783"
"Matt Cain","Giants","34","34","217.2","7.69","3.76","0.79",".297","75.3 %","33.2 %","6.9 %","3.76","3.91","4.45","3.7","4732"
"Dan Giese","Yankees","3","3","16.2","7.02","2.70","1.08",".208","52.6 %","34.0 %","7.7 %","3.78","4.21","4.71","0.3","2656"
"Kyle Lohse","Cardinals","33","33","200.0","5.36","2.21","0.81",".297","73.6 %","45.8 %","8.6 %","3.78","3.89","4.11","3.2","739"
"Mark Buehrle","White Sox","34","34","218.2","5.76","2.14","0.91",".312","71.8 %","49.6 %","9.9 %","3.79","3.94","3.98","4.2","225"
"Gavin Floyd","White Sox","33","33","206.1","6.32","3.05","1.31",".256","71.4 %","41.1 %","11.8 %","3.84","4.77","4.50","2.2","3886"
"John Lannan","Nationals","31","31","182.0","5.79","3.56","1.14",".266","74.0 %","54.2 %","15.2 %","3.91","4.79","4.24","1.4","7080"
"Francisco Liriano","Twins","14","14","76.0","7.93","3.79","0.83",".302","68.9 %","41.6 %","7.7 %","3.91","3.87","4.25","1.4","3201"
"Carlos Zambrano","Cubs","30","30","188.2","6.20","3.43","0.86",".270","73.4 %","47.2 %","9.0 %","3.91","4.23","4.40","2.8","305"
"Randy Johnson","Diamondbacks","30","30","184.0","8.46","2.15","1.17",".301","70.9 %","40.2 %","10.8 %","3.91","3.76","3.66","3.7","60"
"Bartolo Colon","Red Sox","7","7","39.0","6.23","2.31","1.15",".302","67.4 %","40.0 %","9.8 %","3.92","4.34","4.39","0.5","375"
"Chris Young","Padres","18","18","102.1","8.18","4.22","1.14",".254","75.8 %","21.7 %","8.7 %","3.96","4.40","4.68","1.4","3196"
"Aaron Cook","Rockies","32","32","211.1","4.09","2.04","0.55",".308","68.9 %","55.9 %","7.6 %","3.96","3.76","4.02","4.4","1571"
"Dallas Braden","Athletics","10","10","56.2","4.61","2.70","1.11",".297","74.1 %","40.0 %","8.9 %","3.97","4.72","4.95","0.5","8099"
"Gil Meche","Royals","34","34","210.1","7.83","3.12","0.81",".303","71.5 %","39.2 %","7.9 %","3.98","3.61","3.94","4.2","1089"
"Kevin Slowey","Twins","27","27","160.1","6.90","1.35","1.23",".290","72.7 %","36.1 %","9.9 %","3.99","3.91","3.96","2.7","9918"
"Ubaldo Jimenez","Rockies","34","34","198.2","7.79","4.67","0.50",".299","70.8 %","54.4 %","6.9 %","3.99","3.83","4.16","3.8","3374"
"Scott Richmond","Blue Jays","5","5","27.0","6.67","0.67","0.67",".345","72.3 %","36.0 %","5.7 %","4.00","3.06","3.80","0.8","4307"
"A.J. Burnett","Blue Jays","34","34","220.1","9.35","3.47","0.78",".311","70.8 %","48.5 %","9.7 %","4.00","3.45","3.50","5.1","512"
"Josh Beckett","Red Sox","27","27","174.1","8.88","1.76","0.93",".315","71.3 %","40.8 %","10.5 %","4.03","3.24","3.19","4.1","510"
"Jeff Karstens","Pirates","9","9","51.1","4.03","2.28","1.23",".277","62.5 %","41.6 %","10.1 %","4.03","4.77","4.77","0.3","5879"
"Nick Blackburn","Twins","33","33","193.1","4.47","1.82","1.07",".305","70.7 %","44.9 %","10.0 %","4.05","4.40","4.42","2.0","4270"
"Kyle Davies","Royals","21","21","113.0","5.65","3.42","0.80",".307","71.7 %","38.8 %","6.9 %","4.06","4.22","4.76","1.5","3642"
"Chien-Ming Wang","Yankees","15","15","95.0","5.12","3.32","0.38",".281","68.6 %","55.0 %","5.7 %","4.07","3.74","4.17","1.6","2074"
"Ted Lilly","Cubs","34","34","204.2","8.09","2.81","1.41",".270","76.0 %","33.6 %","12.1 %","4.09","4.41","4.08","2.8","833"
"Brandon McCarthy","Rangers","5","5","22.0","4.09","3.27","1.23",".239","72.6 %","24.3 %","8.8 %","4.09","5.22","5.49","0.1","4662"
"Jason Davis","Pirates","4","4","19.2","3.20","5.03","0.46",".300","63.3 %","49.3 %","5.9 %","4.12","4.76","5.24","0.1","1598"
"Rich Hill","Cubs","5","5","19.2","6.86","8.24","0.92",".208","78.8 %","33.3 %","7.4 %","4.12","5.83","6.31","0.0","4806"
"Tim Wakefield","Red Sox","30","30","181.0","5.82","2.98","1.24",".239","71.9 %","35.5 %","9.1 %","4.13","4.84","5.04","1.1","219"
"Sean Marshall","Cubs","7","7","39.0","8.31","2.77","1.15",".295","76.6 %","42.0 %","11.9 %","4.15","4.18","3.94","0.7","5905"
"Braden Looper","Cardinals","33","33","199.0","4.88","2.04","1.13",".292","72.2 %","48.4 %","11.7 %","4.16","4.52","4.30","1.7","526"
"Greg Smith","Athletics","32","32","190.1","5.25","4.11","0.99",".256","72.7 %","34.2 %","7.9 %","4.16","4.82","5.23","1.4","3455"
"John Maine","Mets","25","25","140.0","7.84","4.31","1.03",".266","72.1 %","40.4 %","10.1 %","4.18","4.40","4.40","1.7","4773"
"Brian Bass","Orioles","4","4","19.1","6.05","3.26","0.47",".236","53.4 %","52.7 %","7.1 %","4.19","3.70","3.98","0.4","2219"
"Scott Olsen","Marlins","33","33","201.2","5.04","3.08","1.34",".258","71.6 %","37.4 %","10.9 %","4.20","5.02","4.89","1.0","4529"
"Freddy Garcia","Tigers","3","3","15.0","7.20","3.60","1.80",".205","72.5 %","40.5 %","15.8 %","4.20","5.53","4.60","0.0","1077"
"Josh Outman","Athletics","4","4","21.1","6.75","3.38","0.00",".400","70.3 %","39.1 %","0.0 %","4.22","2.90","4.63","0.6","4004"
"Greg Maddux","- - -","33","33","194.0","4.55","1.39","0.97",".282","64.1 %","49.3 %","10.9 %","4.22","4.09","3.98","2.4","104"
"Oliver Perez","Mets","34","34","194.0","8.35","4.87","1.11",".271","73.4 %","32.0 %","9.8 %","4.22","4.68","4.74","1.7","1514"
"Aaron Laffey","Indians","16","16","93.2","4.13","2.98","0.96",".294","70.5 %","51.1 %","10.3 %","4.23","4.88","4.86","0.5","6248"
"Seth McClung","Brewers","12","12","63.2","7.07","4.10","1.13",".273","77.0 %","41.0 %","10.4 %","4.24","4.84","4.80","0.5","1657"
"Dave Bush","Brewers","29","29","181.0","5.32","2.34","1.44",".239","71.2 %","40.5 %","12.1 %","4.28","4.98","4.64","1.2","4635"
"Jeremy Bonderman","Tigers","12","12","71.1","5.55","4.54","1.14",".291","74.0 %","47.4 %","10.5 %","4.29","5.18","5.13","0.3","1667"
"Zach Miner","Tigers","13","13","73.1","4.79","2.33","0.98",".286","70.6 %","42.4 %","8.8 %","4.30","4.39","4.60","0.8","3193"
"Manny Parra","Brewers","29","29","159.0","7.98","4.25","0.79",".330","71.1 %","51.4 %","11.2 %","4.30","3.96","3.85","2.5","4279"
"Randy Wolf","- - -","33","33","190.1","7.66","3.36","0.99",".305","71.1 %","38.8 %","9.7 %","4.30","4.17","4.24","2.6","976"
"Clayton Kershaw","Dodgers","21","21","106.2","8.44","4.30","0.93",".318","75.2 %","48.3 %","11.7 %","4.30","4.06","3.88","1.5","2036"
"Brad Hennessey","Giants","4","4","23.0","3.52","2.74","2.35",".230","88.5 %","32.5 %","15.8 %","4.30","6.78","5.57","-0.2","3720"
"Doug Davis","Diamondbacks","26","26","146.0","6.90","3.95","0.80",".322","72.5 %","47.0 %","9.2 %","4.32","4.15","4.27","2.3","1244"
"Jered Weaver","Angels","30","30","176.2","7.74","2.75","1.02",".298","70.7 %","32.6 %","8.3 %","4.33","3.90","4.23","3.2","4235"
"Jorge Campillo","Braves","25","25","137.0","5.91","2.17","1.18",".290","72.3 %","39.2 %","11.0 %","4.34","4.27","4.13","1.7","8686"
"Dana Eveland","Athletics","29","29","168.0","6.32","4.13","0.54",".312","72.5 %","48.7 %","6.6 %","4.34","4.09","4.51","2.2","5508"
"Odalis Perez","Nationals","30","30","159.2","6.71","3.10","1.24",".316","73.8 %","46.7 %","12.7 %","4.34","4.62","4.25","1.4","668"
"Yusmeiro Petit","Diamondbacks","8","8","41.1","6.53","2.61","1.74",".205","74.0 %","34.5 %","13.1 %","4.35","5.14","4.57","0.3","4020"
"Tyler Clippard","Nationals","2","2","10.1","6.97","6.10","1.74",".323","86.4 %","21.2 %","9.5 %","4.35","6.13","6.29","0.0","5640"
"Dustin McGowan","Blue Jays","19","19","111.1","6.87","3.07","0.73",".315","67.4 %","41.4 %","7.1 %","4.37","3.81","4.27","2.2","8600"
"Edwin Jackson","Rays","31","31","181.1","5.31","3.77","1.09",".301","76.0 %","39.2 %","9.3 %","4.37","4.82","4.96","1.5","1841"
"Andy Sonnanstine","Rays","32","32","193.1","5.77","1.72","0.98",".302","66.3 %","42.1 %","8.0 %","4.38","3.91","4.29","3.6","7667"
"Glen Perkins","Twins","26","26","151.0","4.41","2.32","1.49",".304","75.8 %","38.0 %","11.7 %","4.41","5.14","4.85","0.4","8041"
"Brian Moehler","Astros","26","26","142.1","5.00","2.09","1.20",".285","72.0 %","43.4 %","11.2 %","4.43","4.54","4.37","1.5","480"
"Jason Marquis","Cubs","28","28","166.2","4.91","3.73","0.81",".281","71.6 %","47.5 %","8.3 %","4.43","4.58","4.83","1.7","105"
"Brandon Duckworth","Royals","7","7","38.0","4.74","4.50","0.47",".293","69.9 %","44.8 %","5.0 %","4.50","4.50","5.20","0.4","954"
"Claudio Vargas","Mets","4","4","24.0","4.50","3.00","1.50",".186","67.0 %","43.1 %","14.3 %","4.50","5.30","4.67","0.0","1695"
"Chad Reineke","Padres","3","3","16.0","7.31","5.63","0.56",".244","68.0 %","28.9 %","3.7 %","4.50","4.19","5.61","0.2","7641"
"Jose Contreras","White Sox","20","20","121.0","5.21","2.60","0.89",".294","68.8 %","51.0 %","9.9 %","4.54","4.21","4.24","2.0","1660"
"Andy Pettitte","Yankees","33","33","204.0","6.97","2.43","0.84",".333","68.2 %","51.5 %","10.3 %","4.54","3.71","3.68","3.8","840"
"Brett Myers","Phillies","30","30","190.0","7.72","3.08","1.37",".303","72.6 %","47.1 %","15.7 %","4.55","4.52","3.82","2.1","962"
"Paul Byrd","- - -","30","30","180.0","4.10","1.70","1.55",".285","73.9 %","35.8 %","12.0 %","4.60","5.14","4.80","0.6","594"
"Cha Seung Baek","- - -","21","21","113.0","6.05","2.55","0.96",".301","68.3 %","39.8 %","8.6 %","4.62","4.10","4.34","1.8","8214"
"Javier Vazquez","White Sox","33","33","208.1","8.64","2.64","1.08",".316","68.3 %","38.2 %","9.8 %","4.67","3.74","3.79","4.7","801"
"Joe Blanton","- - -","33","33","197.2","5.05","3.01","1.00",".290","68.4 %","44.3 %","9.4 %","4.69","4.52","4.64","1.9","4849"
"Vicente Padilla","Rangers","29","29","171.0","6.68","3.42","1.37",".303","72.2 %","42.7 %","12.5 %","4.74","5.03","4.65","1.1","964"
"Jarrod Washburn","Mariners","26","26","151.2","5.16","2.85","1.13",".305","70.0 %","35.9 %","9.2 %","4.75","4.70","4.87","1.3","40"
"Bronson Arroyo","Reds","34","34","200.0","7.34","3.06","1.31",".314","70.1 %","41.5 %","13.1 %","4.77","4.50","4.07","2.8","978"
"Johnny Cueto","Reds","31","31","174.0","8.17","3.52","1.50",".298","72.5 %","38.6 %","13.9 %","4.81","4.90","4.31","1.5","6893"
"Zach Duke","Pirates","31","31","185.0","4.23","2.29","0.92",".315","67.2 %","48.2 %","9.3 %","4.82","4.40","4.52","2.0","3840"
"Kason Gabbard","Rangers","12","12","56.0","5.30","6.27","0.80",".319","70.1 %","64.7 %","12.2 %","4.82","5.26","5.06","0.1","3418"
"Justin Verlander","Tigers","33","33","201.0","7.30","3.90","0.81",".296","65.4 %","39.9 %","7.0 %","4.84","4.18","4.70","3.0","8700"
"James Parr","Braves","5","5","22.1","5.64","3.63","1.61",".333","77.2 %","26.9 %","11.1 %","4.84","5.42","5.21","0.0","7734"
"Mike Hampton","Braves","13","13","78.0","4.38","3.23","1.15",".287","68.4 %","52.7 %","15.2 %","4.85","4.94","4.39","0.4","430"
"Jason Hammel","Rays","5","5","27.2","4.88","3.90","0.98",".283","71.4 %","45.7 %","10.3 %","4.88","4.87","4.84","0.2","4538"
"Aaron Harang","Reds","29","29","180.1","7.19","2.45","1.75",".307","73.2 %","34.0 %","13.9 %","4.89","4.91","4.22","1.5","1451"
"Jon Garland","Angels","32","32","196.2","4.12","2.70","1.05",".313","69.2 %","49.9 %","11.9 %","4.90","4.76","4.54","1.3","232"
"Brad Thompson","Cardinals","6","6","29.1","5.22","2.15","0.61",".323","63.8 %","52.6 %","7.4 %","4.91","3.78","4.11","0.5","4911"
"Shawn Estes","Padres","8","8","42.0","3.64","3.64","1.29",".286","73.4 %","54.4 %","16.2 %","4.93","5.54","4.84","-0.2","873"
"Tim Redding","Nationals","33","33","182.0","5.93","3.21","1.34",".294","68.5 %","39.8 %","11.3 %","4.95","4.93","4.72","1.2","573"
"Jeff Suppan","Brewers","31","31","177.2","4.56","3.39","1.52",".301","71.2 %","44.4 %","15.7 %","4.96","5.51","4.73","0.0","633"
"Chris Waters","Orioles","11","11","64.2","4.59","4.04","1.25",".281","71.6 %","47.7 %","11.4 %","5.01","5.41","5.21","0.2","7015"
"Jeff Francis","Rockies","24","24","143.2","5.89","3.07","1.32",".305","70.7 %","43.6 %","12.2 %","5.01","4.81","4.49","1.4","4684"
"Jonathan Sanchez","Giants","29","29","158.0","8.94","4.27","0.80",".317","67.5 %","41.1 %","8.4 %","5.01","3.85","4.09","2.7","7507"
"Jason Bergmann","Nationals","22","22","125.0","6.41","3.10","1.58",".290","63.9 %","29.1 %","11.2 %","5.04","5.05","4.83","0.9","4640"
"Shawn Chacon","Astros","15","15","85.2","5.57","4.31","1.68",".275","72.7 %","36.6 %","13.0 %","5.04","5.83","5.29","-0.2","424"
"Glendon Rusch","Rockies","9","9","46.1","6.41","1.36","1.36",".327","70.1 %","38.3 %","12.1 %","5.05","4.12","3.81","0.9","707"
"Hong-Chih Kuo","Dodgers","3","3","10.2","8.44","5.06","0.84",".313","70.5 %","50.0 %","11.1 %","5.06","4.16","4.06","0.1","7016"
"Kevin Millwood","Rangers","29","29","168.2","6.67","2.61","0.96",".355","68.5 %","40.7 %","9.2 %","5.07","4.02","4.15","2.9","106"
"Sidney Ponson","- - -","24","24","134.2","3.88","3.21","0.94",".324","66.2 %","54.4 %","10.9 %","5.08","4.85","4.75","0.9","161"
"Jorge de la Rosa","Rockies","23","23","122.0","8.78","4.13","0.89",".324","65.4 %","45.9 %","10.5 %","5.09","3.98","3.94","2.3","2047"
"John Parrish","Blue Jays","6","6","30.0","4.20","2.40","1.20",".317","71.1 %","37.0 %","8.5 %","5.10","4.73","5.06","0.2","160"
"Joel Pineiro","Cardinals","25","25","145.2","4.94","2.10","1.36",".311","68.8 %","48.2 %","14.7 %","5.13","4.74","4.13","0.8","1094"
"Nelson Figueroa","Mets","6","6","33.1","6.75","5.67","0.54",".286","65.1 %","40.0 %","4.8 %","5.13","4.48","5.36","0.3","683"
"Matt Ginter","Indians","4","4","21.0","5.14","1.29","1.29",".319","67.2 %","43.7 %","11.5 %","5.14","4.27","4.05","0.3","233"
"Barry Zito","Giants","32","32","180.0","6.00","5.10","0.80",".295","65.7 %","36.4 %","6.8 %","5.15","4.72","5.29","1.3","944"
"Sean Gallagher","- - -","21","21","111.1","8.25","4.61","0.97",".308","66.0 %","34.9 %","8.3 %","5.17","4.40","4.70","1.2","8261"
"Scott Feldman","Rangers","25","25","144.1","4.24","3.24","1.25",".285","63.6 %","43.1 %","11.2 %","5.18","5.28","5.10","0.4","6283"
"Josh Banks","Padres","14","14","76.1","4.48","3.18","1.30",".287","69.0 %","36.4 %","10.4 %","5.19","5.19","5.15","0.1","5570"
