Team,WeightedBattingAverage,WeightedHomeRuns,WeightedRBIs,WeightedOPS,WeightedWAR
Pirates,0.2650103763987793,11.676703967446592,52.1412004069176,0.7323287894201423,1.4510478128179043
White Sox,0.270279074406543,20.074007580291244,64.01156991821264,0.7978737283064036,2.2194893277478553
Cardinals,0.2779054579093432,17.357076780758558,62.93654024051804,0.7969790934320075,3.1441813135985193
Giants,0.27446500386697603,14.593967517401392,62.34416086620263,0.8028466744006184,2.121577726218097
Phillies,0.266975943138327,17.303991252050302,62.855112083105524,0.7847565154000364,2.4440677966101703
Expos,0.25138661867457124,13.616769002752488,48.38598348507305,0.7158179123438494,1.1793139953419436
Rangers,0.2672425876010783,19.522371967654987,68.43306379155436,0.7890325247079961,1.9527762803234499
Indians,0.27536943699731903,15.505987488829312,68.6798927613941,0.7929890974084006,2.4020732797140303
Red Sox,0.2823355559913709,19.40027456363993,75.70072563247696,0.8401876838595805,2.442988821337517
Diamondbacks,0.2491325047398358,7.583737097113967,38.095007373077735,0.6862728038761324,0.08946703180956395
Rockies,0.2739606545320831,15.64092664092664,59.011399154256296,0.7932136422136422,1.4600110314396029
Mets,0.250659421864812,11.033905672679852,37.515322755922625,0.7258026515974787,0.7978048250380352
Devil Rays,0.26157681270327143,12.766213889420317,58.945475416108664,0.7319602066194757,2.1373254256743834
Mariners,0.277570898598516,10.800494641384995,53.62427864798021,0.7407087798845836,1.971516900247321
Astros,0.26794730441832176,15.57884069720308,59.833198216457234,0.7680978921767327,2.0477705715443864
Yankees,0.2683157796451914,21.413071895424835,73.72698412698412,0.8118756302521009,2.3846311858076557
Braves,0.2697477558348294,13.598384201077199,54.992100538599644,0.7740456014362654,2.5135727109515256
Dodgers,0.2647138468809074,17.227315689981097,59.39792060491494,0.7667008506616256,3.096242911153119
Orioles,0.28246138859369463,15.03028692879915,69.43889479277364,0.7784360609280906,2.3974495217853344
Angels,0.2835502570466229,12.27743307924127,59.40861549370679,0.7713042013827337,2.195319978727176
Reds,0.25268058416026956,14.7129750982962,51.951507208387945,0.7541093428196964,1.7601011046620485
Tigers,0.27277111230137474,15.199785752544189,60.456347080878416,0.7867686127477235,1.8954650955186574
Cubs,0.2679757030801606,21.378228429309356,64.21675913525922,0.7883686627128373,2.5675339582934757
Twins,0.26649216537662834,13.791202567491032,52.0013215027374,0.7658149896167642,1.364753634132528
Athletics,0.27093994732221244,15.775768217734855,61.23634767339772,0.7779204565408252,2.1361545215100963
Padres,0.2764539760865439,12.018599354716265,59.0539001708104,0.7634678307079141,2.5995065477320165
Blue Jays,0.259481050731903,10.634048526168037,48.57930619610988,0.7239171846801684,1.3193102065369962
Brewers,0.24731964865380937,10.496276494176055,45.29826236394882,0.7036830246324234,1.042734389917892
Marlins,0.26848798639166493,13.35445460344461,60.73846480969594,0.7397524984052731,2.0846693599829895
Royals,0.2610148434322895,8.90788938592924,40.16856445709638,0.7182141114274098,0.15689304595363968
