"Name","Team","AB","H","HR","RBI","BB","SO","AVG","OPS","WAR","SB","playerid"
"Miguel del Toro","Giants","2","1","0","2","0","0",".500","1.000","0.0","0","1003184"
"Gil Heredia","Athletics","2","1","0","0","0","0",".500","1.000","0.1","0","1005686"
"Joey Nation","Cubs","4","2","0","0","0","1",".500","1.000","0.1","0","1009462"
"Brian O'Connor","Pirates","2","1","0","0","0","1",".500","1.000","0.0","0","1009709"
"Pete Schourek","Red Sox","4","2","0","0","0","1",".500","1.000","0.1","0","1011608"
"Adam Hyzdu","Pirates","18","7","1","4","0","4",".389","1.056","0.2","0","1543"
"Chris Donnels","Dodgers","34","10","4","9","6","7",".294","1.126","0.4","0","1396"
"Ozzie Timmons","Devil Rays","41","14","4","13","1","7",".341","1.064","0.1","0","1013072"
"Frank Thomas","White Sox","582","191","43","143","112","94",".328","1.061","5.9","1","255"
"Vladimir Guerrero","Expos","571","197","44","123","58","74",".345","1.074","6.2","9","778"
"Moises Alou","Astros","454","161","30","114","52","45",".355","1.039","3.2","3","261"
"Frank Charles","Astros","7","3","0","2","0","2",".429","1.000","0.0","0","1002159"
"Jorge Toca","Mets","7","3","0","4","0","1",".429","1.000","0.1","0","1013093"
"Jeff Bagwell","Astros","590","183","47","132","107","116",".310","1.039","5.9","9","547"
"Nomar Garciaparra","Red Sox","529","197","21","96","61","50",".372","1.033","7.6","5","190"
"Jeff Kent","Giants","587","196","33","125","90","107",".334","1.021","7.4","12","1119"
"Mark Whiten","Indians","7","2","0","1","3","2",".286",".929","0.1","0","1013886"
"Alex Rodriguez","Mariners","554","175","41","132","100","121",".316","1.026","9.5","15","1274"
"Brian Giles","Pirates","559","176","35","123","114","69",".315","1.026","6.3","6","990"
"Ellis Burks","Giants","393","135","24","96","56","49",".344","1.025","4.4","5","372"
"Scott Erickson","Orioles","5","2","0","1","0","0",".400","1.000","0.1","0","137"
"Joe Mays","Twins","5","2","0","0","0","2",".400","1.000","0.1","0","740"
"Paul Abbott","Mariners","5","2","0","0","0","1",".400","1.000","0.1","0","1061"
"Ivan Rodriguez","Rangers","363","126","27","83","19","48",".347","1.042","4.7","5","1275"
"Sammy Sosa","Cubs","604","193","50","138","91","168",".320","1.040","5.8","7","302"
"Richard Hidalgo","Astros","558","175","44","122","56","110",".314","1.028","7.3","13","561"
"Edgar Martinez","Mariners","556","180","37","145","96","95",".324","1.002","5.3","3","1086"
"Troy Glaus","Angels","563","160","47","102","112","163",".284","1.008","8.2","14","15"
"Mike Piazza","Mets","482","156","38","113","58","69",".324","1.012","5.8","4","893"
"Dave Hansen","Dodgers","121","35","8","26","26","32",".289",".985","1.4","0","1403"
"Jim Edmonds","Cardinals","525","155","42","108","103","167",".295",".994","6.5","10","1153"
"Edgardo Alfonzo","Mets","544","176","25","94","95","70",".324",".967","6.4","3","859"
"Gary DiSarcina","Angels","38","15","1","11","1","3",".395",".951","0.6","0","1003322"
"Ken Caminiti","Astros","208","63","15","45","42","37",".303","1.001","1.8","3","1001863"
"Bryan Rekar","Devil Rays","3","1","0","1","0","1",".333","1.000","0.1","0","625"
"Will Clark","- - -","427","136","21","70","69","69",".319",".964","3.8","5","1002318"
"Bobby Abreu","Phillies","576","182","25","79","100","116",".316",".970","6.9","28","945"
"John Vander Wal","Pirates","384","115","24","94","72","92",".299",".972","3.2","11","853"
"Morgan Burkhart","Red Sox","73","21","4","18","17","25",".288",".935","0.5","0","1745"
"Talmadge Nunnari","Expos","5","1","0","1","6","2",".200",".783","0.2","0","1009661"
"Chipper Jones","Braves","579","180","36","111","95","64",".311",".970","6.0","14","97"
"Darin Erstad","Angels","676","240","25","100","64","82",".355",".951","8.7","28","11"
"Charles Johnson","- - -","421","128","31","91","52","106",".304",".961","5.3","2","523"
"Tim Salmon","Angels","568","165","34","97","104","139",".290",".945","4.5","0","32"
"Jarrod Washburn","Angels","3","1","0","2","1","0",".333",".833","0.1","0","40"
"Jorge Posada","Yankees","505","145","28","86","107","151",".287",".943","6.1","2","841"
"David Justice","- - -","524","150","41","118","77","91",".286",".961","5.2","2","923"
"Jermaine Dye","Royals","601","193","33","118","69","99",".321",".951","4.2","0","911"
"Bernie Williams","Yankees","537","165","30","121","71","84",".307",".957","4.9","13","857"
"Alex Ochoa","Reds","244","77","13","58","24","27",".316",".964","2.4","9","700"
"Lance Berkman","Astros","353","105","21","67","56","73",".297",".949","2.4","6","548"
"Mike Mahoney","Cubs","7","2","0","1","1","0",".286",".873","0.1","0","1544"
"Carl Everett","Red Sox","496","149","34","108","52","113",".300",".959","4.7","11","1249"
"Greg Colbrunn","Diamondbacks","329","103","15","57","43","45",".313",".928","2.4","0","51"
"Hector Ortiz","Royals","88","34","0","5","8","8",".386",".898","0.9","0","1264"
"Mike Sweeney","Royals","618","206","29","144","71","67",".333",".930","3.3","8","634"
"John McDonald","Indians","9","4","0","0","0","1",".444",".889","0.2","0","395"
"Rafael Palmeiro","Rangers","565","163","39","120","103","77",".288",".954","3.1","2","1266"
"Jim Thome","Indians","557","150","37","106","118","171",".269",".929","4.4","1","409"
"Luis Gonzalez","Diamondbacks","618","192","31","114","78","85",".311",".935","4.7","2","55"
"Olmedo Saenz","Athletics","214","67","9","33","25","40",".313",".915","1.6","1","937"
"Jeffrey Hammonds","Rockies","454","152","20","106","44","83",".335",".924","1.7","14","687"
"Geoff Jenkins","Brewers","512","155","34","94","33","135",".303",".948","4.5","11","690"
"Larry Walker","Rockies","314","97","9","51","46","40",".309",".915","1.9","5","455"
"Tike Redman","Pirates","18","6","1","1","1","7",".333",".924","0.1","1","1003"
"Todd Hundley","Dodgers","299","85","24","70","45","69",".284",".954","2.6","0","284"
"Derek Jeter","Yankees","593","201","15","73","68","99",".339",".896","3.7","22","826"
"Mike Morgan","Diamondbacks","16","7","0","1","0","5",".438",".875","0.3","0","67"
"Ken Griffey Jr.","Reds","520","141","40","118","94","117",".271",".942","5.4","6","327"
"Jose Vidro","Expos","606","200","24","97","49","69",".330",".918","4.3","5","802"
"Roosevelt Brown","Cubs","91","32","3","14","4","22",".352",".916","0.6","0","268"
"John Barnes","Twins","37","13","0","2","2","6",".351",".874","0.3","0","1000567"
"Travis Fryman","Indians","574","184","22","106","73","111",".321",".908","4.6","1","385"
"Cal Eldred","White Sox","4","1","0","0","2","1",".250",".750","0.1","0","1653"
"Jason Kendall","Pirates","579","185","14","58","79","79",".320",".882","4.8","22","993"
"Glenallen Hill","- - -","300","88","27","58","19","76",".293",".936","0.9","0","1005820"
"Bobby Higginson","Tigers","597","179","30","102","74","99",".300",".915","4.3","15","469"
"Ryan Klesko","Padres","494","140","26","92","91","81",".283",".909","3.2","23","1041"
"David Segui","- - -","574","192","19","103","53","84",".334",".898","2.2","0","169"
"Andruw Jones","Braves","656","199","36","104","59","100",".303",".907","7.7","21","96"
"Magglio Ordonez","White Sox","588","185","32","126","60","64",".315",".917","2.3","18","248"
"Sean Casey","Reds","480","151","20","85","52","80",".315",".902","3.7","1","314"
"Phil Nevin","Padres","538","163","31","107","59","121",".303",".916","4.6","2","1049"
"Scott Rolen","Phillies","483","144","26","89","51","99",".298",".920","4.6","8","970"
"Adam Piatt","Athletics","157","47","5","23","23","44",".299",".883","0.8","0","935"
"J.D. Drew","Cardinals","407","120","18","57","67","99",".295",".880","3.8","17","1152"
"Michael Tucker","Reds","270","72","15","36","44","64",".267",".892","2.2","13","635"
"Cliff Floyd","Marlins","420","126","22","91","50","82",".300",".906","2.4","24","518"
"Barry Larkin","Reds","396","124","11","41","48","31",".313",".876","2.5","14","335"
"Izzy Alcantara","Red Sox","45","13","4","7","3","7",".289",".911","0.2","0","1558"
"Chris Stynes","Reds","380","127","12","40","32","54",".334",".883","2.5","5","303"
"Andres Galarraga","Braves","494","149","28","100","36","126",".302",".895","1.5","3","1390"
"Mitch Meluskey","Astros","337","101","14","69","55","74",".300",".888","2.3","1","478"
"Benny Agbayani","Mets","350","101","15","60","54","68",".289",".868","2.1","5","416"
"D.T. Cromer","Reds","47","16","2","8","1","14",".340",".913","0.0","0","1002787"
"Matt Lawton","Twins","561","171","13","88","91","63",".305",".865","2.3","23","390"
"Mike Kinkade","- - -","9","3","0","1","0","1",".333",".844","0.0","0","660"
"Steve Finley","Diamondbacks","539","151","35","96","65","87",".280",".904","3.3","12","54"
"Fernando Tatis","Cardinals","324","82","18","64","57","94",".253",".870","1.8","2","798"
"Shannon Stewart","Blue Jays","583","186","21","69","37","79",".319",".882","4.9","20","1322"
"Julio Zuleta","Cubs","68","20","3","12","2","19",".294",".887","0.2","0","1014462"
"Chad Kreuter","Dodgers","212","56","6","28","54","48",".264",".827","2.6","1","661"
"Jeff Cirillo","Rockies","598","195","11","115","67","72",".326",".869","3.0","3","1073"
"Johnny Damon","Royals","655","214","16","88","65","60",".327",".877","4.5","46","185"
"Rondell White","- - -","357","111","13","61","33","79",".311",".867","2.5","5","856"
"Ben Petrick","Rockies","146","47","3","20","20","33",".322",".867","0.3","1","1471"
"Elvis Pena","Rockies","9","3","0","1","1","1",".333",".844","0.1","1","1010143"
"Jay Buhner","Mariners","364","92","26","82","59","98",".253",".883","1.6","0","1001638"
"Brad Fullmer","Blue Jays","482","142","32","104","30","68",".295",".898","1.6","3","13"
"A.J. Burnett","Marlins","25","7","1","3","3","10",".280",".877","0.5","0","512"
"Ray Lankford","Cardinals","392","99","26","65","70","148",".253",".874","1.4","5","1044"
"Derrek Lee","Marlins","477","134","28","70","63","123",".281",".875","1.8","0","525"
"Keith Osik","Pirates","123","36","4","22","14","11",".293",".843","0.5","3","1001"
"Billy McMillon","Tigers","123","37","4","24","19","19",".301",".859","0.8","1","834"
"Dusty Allen","- - -","28","7","2","2","4","12",".250",".879","0.1","0","1000138"
"Chris Clapinski","Marlins","49","15","1","7","5","7",".306",".860","0.3","0","1002257"
"Quilvio Veras","Braves","298","92","5","37","51","50",".309",".823","2.7","25","1013404"
"Kevin Millar","Marlins","259","67","14","42","36","47",".259",".862","1.9","0","529"
"Tony Clark","Tigers","208","57","13","37","24","51",".274",".878","0.9","0","182"
"Greg Vaughn","Devil Rays","461","117","28","74","80","128",".254",".864","2.2","8","1233"
"Corey Koskie","Twins","474","142","9","65","77","104",".300",".841","2.6","5","738"
"Roberto Alomar","Indians","610","189","19","89","64","82",".310",".853","5.0","39","860"
"Darrin Fletcher","Blue Jays","416","133","20","58","20","45",".320",".869","2.8","1","1302"
"Larry Sutton","Cardinals","25","8","1","6","5","7",".320",".846","0.0","0","939"
"Rob Ryan","Diamondbacks","27","8","0","2","4","7",".296",".814","0.0","0","1011350"
"Luis Castillo","Marlins","539","180","2","17","78","86",".334",".806","3.8","62","513"
"Craig Counsell","Diamondbacks","152","48","2","11","20","18",".316",".821","1.4","3","52"
"Todd Pratt","Mets","160","44","8","25","22","31",".275",".840","1.7","0","968"
"Bubba Carpenter","Rockies","27","6","3","5","4","13",".222",".878","-0.1","0","1001977"
"Mo Vaughn","Angels","614","167","36","117","79","181",".272",".864","1.9","2","899"
"Paul Konerko","White Sox","524","156","21","97","47","72",".298",".844","1.6","1","242"
"Rusty Greer","Rangers","394","117","8","65","51","61",".297",".837","1.0","4","1252"
"Steve Cox","Devil Rays","318","90","11","35","45","47",".283",".832","0.9","1","1200"
"Frank Catalanotto","Rangers","282","82","10","42","33","36",".291",".832","0.5","6","1241"
"Eric Davis","Cardinals","254","77","6","40","36","60",".303",".818","1.3","1","1003048"
"Russell Branyan","Indians","193","46","16","38","22","76",".238",".871","0.8","0","370"
"Ben Grieve","Athletics","594","166","27","104","73","130",".279",".845","2.2","3","1209"
"Richie Sexson","- - -","537","146","30","91","59","159",".272",".848","1.6","2","709"
"John Olerud","Mariners","565","161","14","103","102","96",".285",".831","3.6","0","1093"
"Charles Gipson","Mariners","29","9","0","3","4","9",".310",".808","0.1","2","1078"
"Mark Grace","Cubs","510","143","11","82","95","28",".280",".824","3.0","1","56"
"Ramon Martinez","Giants","189","57","6","25","15","22",".302",".841","1.1","3","1120"
"Adrian Beltre","Dodgers","510","148","20","85","56","80",".290",".835","3.9","12","639"
"Brook Fordyce","- - -","302","91","14","49","17","50",".301",".848","1.9","0","138"
"Jose Canseco","- - -","329","83","15","49","64","102",".252",".820","0.9","2","1001918"
"Shawn Green","Dodgers","610","164","24","99","90","121",".269",".839","3.2","24","651"
"Ryan Thompson","Yankees","50","13","3","14","5","12",".260",".839","0.1","0","713"
"Trot Nixon","Red Sox","427","118","12","60","63","85",".276",".830","2.6","8","204"
"Raul Mondesi","Blue Jays","388","105","24","67","32","73",".271",".852","2.5","22","1314"
"Eric Chavez","Athletics","501","139","26","86","62","94",".277",".850","2.0","2","906"
"Juan Acevedo","Brewers","1","0","0","0","1","1",".000",".500","0.0","0","458"
"Jamie Brewington","Indians","1","0","0","0","1","0",".000",".500","0.0","0","1001411"
"Gabe Kapler","Rangers","444","134","14","66","42","57",".302",".833","0.8","8","1256"
"Chris Richard","- - -","215","57","14","37","17","40",".265",".871","0.4","7","163"
"Tomas de la Rosa","Expos","66","19","2","9","7","11",".288",".819","0.3","2","7227"
"Doug Mientkiewicz","Twins","14","6","0","4","0","0",".429",".829","-0.1","0","741"
"Orlando Palmeiro","Angels","243","73","0","25","38","20",".300",".794","1.7","4","28"
"Dave Magadan","Padres","132","36","2","21","32","23",".273",".781","1.2","0","1007961"
"Mark DeRosa","Braves","13","4","0","3","2","1",".308",".785","0.0","0","1392"
"Juan Gonzalez","Tigers","461","133","22","67","32","84",".289",".842","1.7","1","1251"
"Erubiel Durazo","Diamondbacks","196","52","8","33","34","43",".265",".817","0.3","1","1413"
"Aaron Boone","Reds","291","83","12","43","24","52",".285",".826","1.9","6","311"
"Jose Valentin","White Sox","568","155","25","92","59","106",".273",".835","4.5","19","256"
"Fred McGriff","Devil Rays","566","157","27","106","91","120",".277",".826","0.1","2","293"
"Pat Burrell","Phillies","408","106","18","79","63","139",".260",".822","0.5","0","949"
"Gregg Zaun","Royals","234","64","7","33","43","34",".274",".800","0.7","7","580"
"Todd Walker","- - -","248","72","9","44","27","29",".290",".830","0.0","7","359"
"Tom Lampkin","Mariners","103","26","7","23","9","17",".252",".859","0.7","0","1043"
"Fernando Seguignol","Expos","162","45","10","22","9","46",".278",".838","0.0","0","1836"
"Keith Ginter","Astros","8","2","1","3","1","3",".250",".925","-0.1","0","1500"
"Mark Quinn","Royals","500","147","20","78","35","91",".294",".830","1.5","5","621"
"Carlos Lee","White Sox","572","172","24","92","38","94",".301",".829","2.1","13","243"
"Armando Rios","Giants","233","62","10","50","31","43",".266",".849","1.2","3","1006"
"Todd Zeile","Mets","544","146","22","79","74","85",".268",".823","2.7","3","457"
"Tony Eusebio","Astros","218","61","7","33","25","45",".280",".820","0.9","0","1003854"
"Dmitri Young","Reds","548","166","18","88","36","80",".303",".837","1.7","0","505"
"Miguel Tejada","Athletics","607","167","30","115","66","102",".275",".828","3.5","6","941"
"Delino DeShields","Orioles","561","166","10","86","69","82",".296",".813","2.5","37","275"
"J.T. Snow","Giants","536","152","19","96","66","129",".284",".824","1.3","1","1133"
"Adrian Brown","Pirates","308","97","4","28","29","34",".315",".805","1.2","13","985"
"Dante Bichette","- - -","575","169","23","90","49","91",".294",".826","1.4","5","1000946"
"Rafael Furcal","Braves","455","134","4","37","73","80",".295",".776","3.3","40","88"
"Mike Lieberthal","Phillies","389","108","15","71","40","53",".278",".822","2.9","2","959"
"Ray Durham","White Sox","614","172","17","75","75","105",".280",".810","2.7","25","230"
"Mike Cameron","Mariners","543","145","19","78","78","133",".267",".803","3.6","24","1070"
"Herbert Perry","- - -","411","124","12","62","24","75",".302",".818","2.6","4","1270"
"Chris Brock","Phillies","9","2","1","2","0","2",".222",".889","0.2","0","130"
"David Ortiz","Twins","415","117","10","63","57","81",".282",".810","0.7","1","745"
"Ron Gant","- - -","425","106","26","54","56","91",".249",".827","2.2","6","1032"
"Roger Cedeno","Astros","259","73","6","26","43","47",".282",".781","0.6","25","869"
"Brady Anderson","Orioles","506","130","19","50","92","103",".257",".796","1.7","16","364"
"Andy Tracy","Expos","192","50","11","32","22","61",".260",".824","0.1","1","2024"
"A.J. Pierzynski","Twins","88","27","2","11","5","14",".307",".809","0.6","1","746"
"Craig Biggio","Astros","377","101","8","35","61","73",".268",".780","1.5","12","549"
"Fernando Vina","Cardinals","487","146","4","31","36","36",".300",".779","3.1","10","1189"
"Javy Lopez","Braves","481","138","24","89","35","80",".287",".822","2.8","0","103"
"Scott Hatteberg","Red Sox","230","61","8","36","38","39",".265",".801","0.1","0","916"
"Hal Morris","- - -","169","47","3","14","31","26",".278",".788","0.4","0","1009209"
"Bobby Estalella","Giants","299","70","14","53","57","92",".234",".826","2.0","3","428"
"Denny Hocking","Twins","373","111","4","47","48","77",".298",".789","0.5","7","730"
"Joe Vitiello","Padres","52","13","2","8","10","9",".250",".788","-0.1","0","1748"
"Mike Lowell","Marlins","508","137","22","91","54","75",".270",".818","2.6","4","527"
"Preston Wilson","Marlins","605","160","31","121","55","187",".264",".817","1.9","36","545"
"Jeromy Burnitz","Brewers","564","131","31","98","99","121",".232",".811","1.7","6","867"
"Kenny Lofton","Indians","543","151","15","73","79","72",".278",".791","3.0","30","246"
"Bubba Trammell","- - -","245","65","10","45","29","49",".265",".802","0.3","4","1057"
"Ricky Gutierrez","Cubs","449","124","11","56","66","58",".276",".775","1.3","8","387"
"Bill Spiers","Astros","355","107","3","43","49","38",".301",".777","1.5","7","1012338"
"Lee Stevens","Expos","449","119","22","75","48","105",".265",".818","1.0","0","796"
"Rich Becker","- - -","285","69","8","39","67","87",".242",".759","0.3","2","1000749"
"Tony Batista","Blue Jays","620","163","41","114","35","121",".263",".827","2.7","5","124"
"Frank Menechino","Athletics","145","37","6","26","20","45",".255",".800","0.2","1","931"
"Adam Eaton","Padres","38","11","0","4","6","10",".289",".742","0.7","2","1029"
"Dean Palmer","Tigers","524","134","29","102","66","146",".256",".809","0.5","4","482"
"Gary Bennett","Phillies","74","18","2","5","13","15",".243",".763","0.5","0","420"
"Tony Gwynn","Padres","127","41","1","17","9","4",".323",".805","0.2","0","1005166"
"Eduardo Perez","Cardinals","91","27","3","10","5","19",".297",".790","0.5","1","1409"
"Randy Knorr","Rangers","34","10","2","2","0","3",".294",".824","0.2","0","1007050"
"Scott Sheldon","Rangers","124","35","4","19","10","37",".282",".804","0.2","0","1011856"
"Craig Grebeck","Blue Jays","241","71","3","23","25","33",".295",".775","0.7","0","1004982"
"Tom Evans","Rangers","54","15","0","5","10","13",".278",".746","0.1","0","1003871"
"Albert Belle","Orioles","559","157","23","103","52","68",".281",".817","0.9","0","1000802"
"Henry Rodriguez","- - -","367","94","20","61","36","99",".256",".809","0.0","1","1427"
"Daryle Ward","Astros","264","68","20","47","15","61",".258",".833","-0.2","0","579"
"Shane Andrews","Cubs","192","44","14","39","27","59",".229",".803","0.2","1","1588"
"Jay Bell","Diamondbacks","565","151","18","68","70","88",".267",".786","1.3","7","48"
"David McCarty","Royals","270","75","12","53","22","68",".278",".807","1.5","0","1462"
"Garret Anderson","Angels","647","185","35","117","24","87",".286",".827","2.2","7","2"
"Terry Shumpert","Rockies","263","68","9","40","28","40",".259",".796","0.1","8","449"
"Timo Perez","Mets","49","14","1","3","3","5",".286",".803","0.3","1","891"
"Mark Kotsay","Marlins","530","158","12","57","42","46",".298",".791","2.5","19","1042"
"Lyle Mouton","Brewers","97","27","2","16","10","29",".278",".782","0.2","1","1009269"
"Pedro Valdes","Rangers","54","15","1","5","6","7",".278",".776","-0.2","0","1013315"
"Eric Young","Cubs","607","180","6","47","63","39",".297",".766","3.6","54","716"
"Scott Spiezio","Angels","297","72","17","49","40","56",".242",".799","0.2","1","37"
"Brent Mayne","Rockies","335","101","6","64","47","48",".301",".799","0.5","1","614"
"Danny Bautista","- - -","351","100","11","59","25","50",".285",".809","0.7","6","47"
"Omar Vizquel","Indians","613","176","7","66","87","72",".287",".753","2.5","22","411"
"Ruben Mateo","Rangers","206","60","7","19","10","34",".291",".786","0.8","6","340"
"B.J. Surhoff","- - -","539","157","14","68","41","58",".291",".787","2.4","10","117"
"Luis Alicea","Rangers","540","159","6","63","59","75",".294",".769","0.6","1","584"
"Mike Mordecai","Expos","169","48","4","16","12","34",".284",".785","0.2","2","1385"
"Julio Lugo","Astros","420","119","10","40","37","93",".283",".777","0.0","22","565"
"Mike Bordick","- - -","583","166","20","80","49","99",".285",".783","2.0","9","129"
"Derek Bell","Mets","546","145","18","69","65","125",".266",".773","1.4","8","1000801"
"Wil Cordero","- - -","496","137","16","68","32","76",".276",".792","-0.9","1","770"
"John Wehner","Pirates","50","15","1","9","4","6",".300",".772","0.1","0","1013730"
"Terrence Long","Athletics","584","168","18","80","43","77",".288",".788","1.8","5","927"
"Jeff Frye","- - -","326","100","1","16","36","54",".307",".751","1.0","5","1004378"
"Damian Miller","Diamondbacks","324","89","10","44","36","74",".275",".788","2.3","2","65"
"Bill Haselman","Rangers","193","53","6","26","15","36",".275",".790","0.9","0","1254"
"Felipe Crespo","Giants","131","38","4","29","10","23",".290",".794","0.4","3","1002763"
"Joe Oliver","Mariners","200","53","10","35","14","38",".265",".803","1.0","2","1009778"
"Kevin Elster","Dodgers","220","50","14","32","38","52",".227",".796","0.3","0","1003758"
"Andy Thompson","Blue Jays","6","1","0","1","3","2",".167",".611","0.0","0","1013000"
"Damion Easley","Tigers","464","120","14","58","55","79",".259",".766","4.0","13","464"
"Rich Aurilia","Giants","509","138","20","79","54","90",".271",".783","2.5","1","1106"
"Chuck Knoblauch","Yankees","400","113","5","26","46","45",".283",".751","0.3","15","609"
"Al Martin","- - -","480","137","15","36","36","85",".285",".791","0.1","10","1167"
"Jeff Conine","Orioles","409","116","13","46","36","53",".284",".779","0.4","4","131"
"Joe Randa","Royals","612","186","15","106","36","66",".304",".781","2.1","6","623"
"Wally Joyner","Braves","224","63","5","32","31","31",".281",".767","0.2","0","1006637"
"Todd Hollandsworth","- - -","428","115","19","47","41","99",".269",".782","1.8","18","433"
"Geoff Blum","Expos","343","97","11","45","26","60",".283",".784","1.4","1","550"
"Jose Cruz","Blue Jays","603","146","31","76","71","129",".242",".789","2.3","15","1296"
"Shane Spencer","Yankees","248","70","9","40","19","45",".282",".789","0.6","1","848"
"Mike Stanley","- - -","282","67","14","46","44","65",".238",".768","0.4","0","1012416"
"Chad Curtis","Rangers","335","91","8","48","37","71",".272",".767","-0.1","3","1002898"
"Randy Velarde","Athletics","485","135","12","41","54","95",".278",".754","2.1","9","942"
"Edgar Renteria","Cardinals","562","156","16","76","63","77",".278",".770","2.0","21","1178"
"Jay Payton","Mets","488","142","17","62","30","60",".291",".778","2.0","5","890"
"Placido Polanco","Cardinals","323","102","5","39","16","26",".316",".765","2.0","4","1176"
"Jason McDonald","Rangers","94","22","3","13","17","25",".234",".740","0.6","4","1008460"
"Bobby Bonilla","Braves","239","61","5","28","37","51",".255",".754","-1.1","0","1001168"
"Lou Merloni","Red Sox","128","41","0","18","4","22",".320",".778","0.2","1","201"
"Mark Loretta","Brewers","352","99","7","40","37","38",".281",".757","1.5","0","1383"
"Mike Bell","Reds","27","6","2","4","4","7",".222",".767","0.3","0","1000817"
"Alex Cabrera","Diamondbacks","80","21","5","14","4","21",".263",".799","0.5","0","1001806"
"Josh Paul","White Sox","71","20","1","8","5","17",".282",".760","0.6","1","251"
