Team,WeightedBattingAverage,WeightedHomeRuns,WeightedRBIs,WeightedOPS,WeightedWAR
Astros,0.2601844141488576,14.053058216654385,55.814296241709656,0.7492245762711865,1.7432203389830503
Mets,0.2559944707740916,12.415876777251185,48.899881516587676,0.7191668641390205,1.4265797788309635
Giants,0.26759361420744376,16.877574154543737,60.1254487058379,0.7826064613640656,2.907141507651615
Blue Jays,0.2636400845503459,14.3923904688701,58.05995388162952,0.7590960799385088,1.9481168332052263
Dodgers,0.26473303753004246,13.364207801811796,57.4649657977445,0.7297504159733779,2.0692364577555926
Expos,0.2687521045635798,14.317678334071777,57.34049623393886,0.7702319450598138,2.0234603455914932
Royals,0.2572897884084636,11.639374425022998,55.12713891444342,0.7254675252989881,1.0850781968721248
Rangers,0.2729980483996878,19.925058548009368,63.52537080405933,0.8108239656518343,2.320238095238095
Cubs,0.2442966858503671,17.358999801547927,52.21154991069657,0.7312782298075017,1.4885493153403453
Yankees,0.27685797482622576,21.02780386999812,77.55870749577306,0.8113674619575425,3.3281044523764787
Mariners,0.2749365827142598,12.912484145678565,63.40532705200217,0.7681605363290452,2.740895089690161
Angels,0.2838457918552036,14.045972850678734,71.06190045248869,0.7762988235294118,2.7337375565610857
Athletics,0.26027173689619726,17.183761562178827,66.34039054470709,0.7638980472764645,2.1006577595066807
Tigers,0.2513981461521879,8.451821513257167,37.70963569734857,0.687223970683337,0.2878206510023712
Red Sox,0.27726294513955724,15.468912415784407,69.8929740134745,0.7903039461020214,2.36948989412897
Indians,0.2515483267511952,14.351694034504261,50.07545208896279,0.7369669507378922,1.412138848472251
Diamondbacks,0.26787544351073767,10.755368814192344,52.31970121381886,0.7711314659197013,1.9119140989729226
Rockies,0.27321640798226154,11.268292682926829,54.011086474501106,0.7584640798226164,1.0741241685144123
Twins,0.2724707178263264,13.297411419129796,57.35193684597026,0.7692851110703142,2.3003671745915173
Pirates,0.2456800624268436,10.968591494342567,47.28677331252439,0.6993683183769019,1.21857198595396
Cardinals,0.26813378130726934,14.121360211769497,62.59926695174099,0.7639350437792711,2.431948686621869
Orioles,0.24522255310700813,14.69843160611475,51.29640659122494,0.7093845542981935,1.1987492555092318
White Sox,0.2652041942604857,19.486754966887418,68.47593818984548,0.7834540838852098,1.7725827814569537
Braves,0.2598369426751592,13.17579617834395,51.001455868971796,0.7379424931756141,1.9545222929936312
Phillies,0.2574704030226701,13.52560873215785,56.258396305625524,0.7457623845507977,1.9047649034424858
Reds,0.2558562418442801,12.376468029578078,50.45367551109178,0.7406672466289692,1.7295563288386255
Padres,0.25164471794871784,10.707692307692307,44.15589743589744,0.7009284102564103,1.4299897435897433
Devil Rays,0.2536555934638176,10.086011851319807,45.65613216017238,0.7039190159813254,1.0642485185850246
Marlins,0.26063919259882257,11.846089150546678,50.61606391925988,0.733624684608915,1.7054878048780486
Brewers,0.25325557620817835,10.599442379182156,41.986988847583646,0.713404275092937,1.1593169144981417
