"Name","Team","AB","H","HR","RBI","BB","SO","AVG","OPS","WAR","SB","playerid"
"Tony Alvarez","Pirates","26","8","1","2","3","5",".308",".879","0.2","1","1587"
"Mark Bellhorn","Cubs","445","115","27","56","76","144",".258",".886","3.9","7","264"
"Joe Kennedy","Devil Rays","7","3","0","1","0","1",".429",".857","0.1","0","1217"
"Edgar Martinez","Mariners","328","91","15","59","67","69",".277",".888","2.1","1","1086"
"Felix Jose","Diamondbacks","19","5","2","4","4","8",".263",".939","0.1","0","1610"
"Tim Salmon","Angels","483","138","22","88","71","102",".286",".883","3.3","6","32"
"Mike Piazza","Mets","478","134","33","98","57","82",".280",".903","4.6","0","893"
"Ivan Rodriguez","Rangers","408","128","19","60","25","71",".314",".895","3.3","5","1275"
"Ty Wigginton","Mets","116","35","6","18","8","19",".302",".880","0.6","2","1491"
"Jose Vidro","Expos","604","190","19","96","60","70",".315",".868","4.3","2","802"
"Kevin Millar","Marlins","438","134","16","57","40","74",".306",".875","1.4","0","529"
"Aubrey Huff","Devil Rays","454","142","23","59","37","55",".313",".884","2.0","4","1213"
"Andruw Jones","Braves","560","148","35","94","83","135",".264",".878","6.3","8","96"
"Brad Fullmer","Angels","429","124","19","59","32","44",".289",".888","2.5","10","13"
"Mike Hampton","Rockies","64","22","3","5","1","13",".344",".869","1.0","1","430"
"Junior Spivey","Diamondbacks","538","162","16","78","65","100",".301",".865","4.3","11","74"
"Derrek Lee","Marlins","581","157","27","86","98","164",".270",".872","3.5","19","525"
"Karim Garcia","- - -","202","60","16","52","6","41",".297",".889","1.0","0","1537"
"Alfonso Soriano","Yankees","696","209","39","102","23","157",".300",".880","5.6","41","847"
"Raul Ibanez","Royals","497","146","24","103","40","76",".294",".883","2.3","5","607"
"Adam Dunn","Reds","535","133","26","71","128","170",".249",".854","4.1","19","319"
"Nomar Garciaparra","Red Sox","635","197","24","120","41","63",".310",".880","4.8","5","190"
"Steve Finley","Diamondbacks","505","145","25","89","65","73",".287",".869","4.2","16","54"
"Richie Sexson","Brewers","570","159","29","102","70","136",".279",".867","2.9","0","709"
"Danny Bautista","Diamondbacks","154","50","6","23","11","21",".325",".867","0.3","4","47"
"Kevin Jarvis","Padres","9","3","0","0","2","3",".333",".788","0.2","0","1037"
"Miguel Tejada","Athletics","662","204","34","131","38","84",".308",".861","4.5","7","941"
"Edgardo Alfonzo","Mets","490","151","16","56","62","55",".308",".851","5.3","6","859"
"Scott Rolen","- - -","580","154","31","110","72","102",".266",".860","6.5","8","970"
"Paul Konerko","White Sox","570","173","27","104","44","72",".304",".857","1.8","0","242"
"Mike Williams","Pirates","1","0","0","0","0","1",".000",".500","0.0","0","1014"
"Fred McGriff","Cubs","523","143","30","103","63","99",".273",".858","2.4","1","293"
"Jamey Carroll","Expos","71","22","1","6","4","12",".310",".854","0.2","1","1591"
"Chad Moeller","Diamondbacks","105","30","2","16","17","23",".286",".852","0.8","0","66"
"Torii Hunter","Twins","561","162","29","94","35","118",".289",".859","4.2","23","731"
"Eric Hinske","Blue Jays","566","158","24","84","77","138",".279",".845","4.8","13","1305"
"Jacque Jones","Twins","577","173","27","85","37","129",".300",".852","5.0","6","735"
"Eric Chavez","Athletics","585","161","34","109","65","119",".275",".860","5.7","8","906"
"Garret Anderson","Angels","638","195","29","123","30","80",".306",".871","3.7","6","2"
"Carlos Beltran","Royals","637","174","29","105","71","135",".273",".847","5.4","35","589"
"Jay Payton","- - -","445","135","16","59","29","54",".303",".838","3.4","7","890"
"Carlos Lee","White Sox","492","130","26","80","75","73",".264",".843","2.0","1","243"
"Brad Wilkerson","Expos","507","135","20","59","81","161",".266",".840","1.8","7","804"
"Ray Durham","- - -","564","163","15","70","73","93",".289",".825","3.5","26","230"
"Jorge Posada","Yankees","511","137","20","99","81","143",".268",".837","4.2","1","841"
"Frank Thomas","White Sox","523","132","28","92","88","115",".252",".834","1.4","3","255"
"Jose Hernandez","Brewers","525","151","24","73","52","188",".288",".834","4.5","3","688"
"Quinton McCracken","Diamondbacks","349","108","3","40","32","68",".309",".825","2.3","5","1377"
"Todd Greene","Rangers","112","30","10","19","2","23",".268",".862","0.4","0","1450"
"David Ortiz","Twins","412","112","20","75","43","87",".272",".839","1.1","1","745"
"Scott Hatteberg","Athletics","492","138","15","61","69","56",".280",".808","3.2","0","916"
"Freddy Garcia","Mariners","6","2","0","0","0","1",".333",".833","0.1","0","1077"
"Todd Sears","Twins","12","4","0","0","0","1",".333",".833","0.1","0","1645"
"Shannon Stewart","Blue Jays","577","175","10","45","54","60",".303",".813","3.2","14","1322"
"Robin Ventura","Yankees","465","115","27","93","90","101",".247",".826","3.7","3","854"
"Jason Hart","Rangers","15","4","0","0","2","7",".267",".820","0.0","0","1253"
"Kevin Beirne","Dodgers","5","2","0","0","0","0",".400",".800","0.1","0","638"
"Eric Milton","Twins","5","2","0","1","0","1",".400",".800","0.1","0","743"
"Corey Koskie","Twins","490","131","15","69","72","127",".267",".815","5.1","10","738"
"Matt Stairs","Brewers","270","66","16","41","36","50",".244",".827","1.7","2","1384"
"Randy Winn","Devil Rays","607","181","14","75","55","109",".298",".821","4.6","27","1235"
"Olmedo Saenz","Athletics","156","43","6","18","13","31",".276",".822","0.7","1","937"
"Frank Catalanotto","Rangers","212","57","3","23","25","27",".269",".808","0.8","9","1241"
"Ron Gant","Padres","309","81","18","59","36","59",".262",".827","2.3","4","1032"
"Mark Kotsay","Padres","578","169","17","61","59","89",".292",".810","4.9","11","1042"
"Brian Banks","Marlins","28","9","1","4","1","6",".321",".809","0.2","0","1589"
"Joe Crede","White Sox","200","57","12","35","8","40",".285",".826","1.2","0","227"
"Craig Wilson","Pirates","368","97","16","57","32","116",".264",".798","1.0","2","1015"
"Chris Hammond","Braves","1","0","0","0","1","1",".000",".500","0.0","0","92"
"Jeff Suppan","Royals","1","0","0","0","1","1",".000",".500","0.1","0","633"
"Matt Herges","Expos","1","0","0","0","1","1",".000",".500","0.0","0","780"
"Satoru Komiyama","Mets","1","0","0","0","1","1",".000",".500","0.0","0","881"
"Rob Bell","Rangers","1","0","0","0","1","0",".000",".500","0.0","0","1492"
"Derek Jeter","Yankees","644","191","18","75","73","114",".297",".794","5.2","32","826"
"Alex Cora","Dodgers","258","75","5","28","26","38",".291",".805","2.5","7","1386"
"Marquis Grissom","Dodgers","343","95","17","60","22","68",".277",".831","1.6","5","652"
"Angel Echevarria","Cubs","98","30","3","21","8","17",".306",".821","0.4","0","1498"
"Scott Spiezio","Angels","491","140","12","82","67","52",".285",".807","2.8","6","37"
"Mark Loretta","- - -","283","86","4","27","32","37",".304",".791","0.7","1","1383"
"Geoff Blum","Astros","368","104","10","52","49","70",".283",".807","1.5","2","550"
"Herbert Perry","Rangers","450","124","22","77","34","66",".276",".813","1.6","4","1270"
"Jason Michaels","Phillies","105","28","2","11","13","33",".267",".823","0.5","1","1399"
"Brian Daubach","Red Sox","444","118","20","78","51","126",".266",".812","0.4","2","186"
"Mike Lowell","Marlins","597","165","24","92","65","92",".276",".816","2.7","4","527"
"Troy Glaus","Angels","569","142","30","111","88","144",".250",".805","3.7","10","15"
"Mo Vaughn","Mets","487","126","26","72","59","145",".259",".805","0.3","0","899"
"David Justice","Athletics","398","106","11","49","70","66",".266",".785","0.6","4","923"
"Edgar Renteria","Cardinals","544","166","11","83","49","57",".305",".803","4.1","22","1178"
"Trot Nixon","Red Sox","532","136","24","94","65","109",".256",".808","2.7","4","204"
"Todd Hollandsworth","- - -","430","122","16","67","40","98",".284",".807","0.1","8","433"
"Adam Hyzdu","Pirates","155","36","11","34","21","44",".232",".808","1.1","0","1543"
"Brian Jordan","Dodgers","471","134","18","80","34","86",".285",".807","2.5","2","658"
"Johnny Damon","Red Sox","623","178","14","63","65","70",".286",".799","4.4","31","185"
"Ichiro Suzuki","Mariners","647","208","8","51","68","62",".321",".813","4.7","31","1101"
"Mark McLemore","Mariners","337","91","7","41","61","63",".270",".774","1.6","18","1088"
"Jacob Cruz","Tigers","88","24","2","6","13","20",".273",".775","0.2","3","463"
"Mike Lieberthal","Phillies","476","133","15","52","38","58",".279",".792","3.1","0","959"
"John Mabry","- - -","214","59","11","43","15","42",".276",".821","1.5","1","1381"
"Bret Boone","Mariners","608","169","24","107","53","102",".278",".801","3.9","12","1067"
"Ryan Thompson","Brewers","137","34","8","24","7","38",".248",".813","0.5","1","713"
"Adam Kennedy","Angels","474","148","7","52","19","80",".312",".795","3.4","17","19"
"Keith Ginter","- - -","81","19","1","8","17","15",".235",".756","0.4","0","1500"
"Ben Grieve","Devil Rays","482","121","19","64","69","121",".251",".784","0.9","8","1209"
"Matt Williams","Diamondbacks","215","56","12","40","21","41",".260",".803","0.4","3","77"
"Jermaine Dye","Athletics","488","123","24","86","52","108",".252",".792","0.2","2","911"
"Omar Infante","Tigers","72","24","1","6","3","10",".333",".777","0.6","0","1609"
"Julio Ramirez","Angels","32","9","1","7","2","14",".281",".780","0.1","0","31"
"Brian Buchanan","- - -","227","61","11","28","15","59",".269",".789","0.7","2","720"
"Gary Matthews Jr.","- - -","345","95","7","38","43","69",".275",".780","3.1","15","153"
"Chris Woodward","Blue Jays","312","86","13","45","26","72",".276",".797","2.3","3","1329"
"Todd Zeile","Rockies","506","138","18","87","66","92",".273",".778","-0.3","1","457"
"Todd Walker","Reds","612","183","11","64","50","81",".299",".785","2.2","8","359"
"Mike Cameron","Mariners","545","130","25","80","79","176",".239",".782","5.5","31","1070"
"J.D. Drew","Cardinals","424","107","18","56","57","104",".252",".778","1.8","8","1152"
"Alex Ochoa","- - -","280","73","8","31","42","35",".261",".765","1.1","10","700"
"Joe Beimel","Pirates","10","3","0","1","1","3",".300",".764","0.2","0","979"
"Shea Hillenbrand","Red Sox","634","186","18","83","25","95",".293",".789","2.2","4","196"
"Tony Tarasco","Mets","96","24","6","15","8","13",".250",".794","0.8","2","1486"
"Howie Clark","Orioles","53","16","0","4","3","6",".302",".758","0.1","0","1533"
"Kenny Lofton","- - -","532","139","11","51","72","73",".261",".763","2.8","29","246"
"Jay Gibbons","Orioles","490","121","28","69","45","66",".247",".792","1.6","1","141"
"Jose Valentin","White Sox","474","118","25","75","43","99",".249",".790","3.5","3","256"
"Lenny Harris","Brewers","197","60","3","17","14","17",".305",".766","0.8","4","1394"
"Ricky Ledee","Phillies","203","46","8","23","35","50",".227",".760","0.5","1","1407"
"Orlando Merced","Astros","251","72","6","30","26","50",".287",".784","1.6","4","1393"
"Kevin Mench","Rangers","366","95","15","60","31","83",".260",".775","1.1","1","1261"
"David Eckstein","Angels","608","178","8","63","45","44",".293",".752","4.5","21","10"
"Ken Griffey Jr.","Reds","197","52","8","23","28","39",".264",".784","0.2","1","327"
"Brandon Phillips","Indians","31","8","0","4","3","6",".258",".762","0.2","0","791"
"Wil Cordero","- - -","161","43","6","30","17","29",".267",".772","0.1","2","770"
"Endy Chavez","Expos","125","37","1","9","5","16",".296",".785","0.4","3","768"
"Damian Miller","Diamondbacks","297","74","11","42","38","88",".249",".775","1.5","0","65"
"A.J. Pierzynski","Twins","440","132","6","49","13","61",".300",".773","2.1","1","746"
"Reggie Sanders","Giants","505","126","23","85","47","121",".250",".779","3.1","18","1129"
"Juan Gonzalez","Rangers","277","78","8","35","17","56",".282",".776","1.4","2","1251"
"Mark Ellis","Athletics","345","94","6","35","44","54",".272",".753","2.7","4","1443"
"Juan Encarnacion","- - -","584","158","24","85","46","113",".271",".773","1.6","21","320"
"Joe Randa","Royals","549","155","11","80","46","69",".282",".768","2.1","2","623"
"Russell Branyan","- - -","378","86","24","56","51","151",".228",".777","0.3","4","370"
"Carl Everett","Rangers","374","100","16","62","33","77",".267",".772","-1.0","2","1249"
"Tino Martinez","Cardinals","511","134","21","75","58","71",".262",".776","1.3","3","1168"
"Mike Lamb","Rangers","314","89","9","33","33","48",".283",".765","0.0","0","1258"
"Doug Mientkiewicz","Twins","467","122","10","64","74","69",".261",".756","2.2","1","741"
"Shawn Wooten","Angels","113","33","3","19","6","24",".292",".773","0.2","2","43"
"David Bell","Giants","552","144","20","73","55","80",".261",".763","3.1","1","1108"
"Brian Schneider","Expos","207","57","5","29","21","41",".275",".798","0.9","1","795"
"Rickey Henderson","Red Sox","179","40","5","16","38","47",".223",".721","0.6","8","194"
"Dmitri Young","Tigers","201","57","7","27","12","39",".284",".786","-0.1","2","505"
"Bobby Higginson","Tigers","444","125","10","63","41","45",".282",".762","0.9","12","469"
"Timo Perez","Mets","444","131","8","47","23","36",".295",".768","1.8","10","891"
"Greg LaRocca","Indians","52","14","0","4","6","6",".269",".732","-0.1","1","1582"
"Darren Bragg","Braves","212","57","3","15","24","52",".269",".748","0.3","5","83"
"Troy O'Leary","Expos","273","78","3","37","34","47",".286",".748","0.2","1","789"
"Carlos Pena","- - -","397","96","19","52","41","111",".242",".764","0.3","2","934"
"Geoff Jenkins","Brewers","243","59","10","29","22","60",".243",".764","0.9","1","690"
"Randall Simon","Tigers","482","145","19","82","13","30",".301",".779","-0.8","0","497"
"Morgan Ensberg","Astros","132","32","3","19","18","25",".242",".740","0.4","2","556"
"Preston Wilson","Marlins","510","124","23","65","58","140",".243",".759","1.9","20","545"
"Nick Johnson","Yankees","378","92","15","58","48","98",".243",".749","0.6","1","828"
"Omar Vizquel","Indians","582","160","14","72","56","64",".275",".759","3.3","18","411"
"Robert Fick","Tigers","556","150","17","63","46","90",".270",".764","1.8","0","466"
"Matt Lawton","Indians","416","98","15","57","59","34",".236",".741","0.9","8","390"
"Yorvit Torrealba","Giants","136","38","2","14","14","20",".279",".752","0.6","0","1135"
"Phil Nevin","Padres","407","116","12","57","38","87",".285",".757","0.6","4","1049"
"B.J. Surhoff","Braves","75","22","0","9","9","5",".293",".729","0.3","1","117"
"Mark DeRosa","Braves","212","63","5","23","12","24",".297",".768","0.6","2","1392"
"Moises Alou","Cubs","484","133","15","61","47","61",".275",".757","1.4","8","261"
"Mike Redmond","Marlins","256","78","2","28","21","34",".305",".758","1.4","0","538"
"Marty Cordova","Orioles","458","116","18","64","47","111",".253",".759","0.7","1","132"
"Brian Hunter","Astros","201","54","3","20","16","39",".269",".752","1.0","5","562"
"Tony Graffanino","White Sox","229","60","6","31","22","38",".262",".757","1.0","2","235"
"Melvin Mora","Orioles","557","130","19","64","70","108",".233",".742","3.0","16","157"
"Damon Minor","Giants","173","41","10","24","24","34",".237",".778","0.6","0","1411"
"Dustan Mohr","Twins","383","103","12","45","31","86",".269",".759","2.1","6","744"
"Orlando Hudson","Blue Jays","192","53","4","23","11","27",".276",".762","0.7","0","1307"
"Bill Mueller","- - -","366","96","7","38","52","42",".262",".743","2.2","0","295"
"Bubba Trammell","Padres","403","98","17","56","53","71",".243",".748","0.4","1","1057"
"Eli Marrero","Cardinals","397","104","18","66","40","72",".262",".777","2.9","14","1166"
"Julio Franco","Braves","338","96","6","30","39","75",".284",".739","0.7","5","87"
"Wilson Delgado","Cardinals","20","4","2","5","0","6",".200",".800","0.1","0","1150"
"Gene Kingsale","- - -","219","62","2","28","20","47",".283",".733","0.7","9","1085"
"Jose Cruz","Blue Jays","466","114","18","70","51","106",".245",".754","2.4","7","1296"
"Vernon Wells","Blue Jays","608","167","23","100","27","85",".275",".762","1.4","9","1326"
"Tim Hudson","Athletics","5","1","0","0","1","1",".200",".733","0.1","0","921"
"Ramon Martinez","Giants","181","49","4","25","14","26",".271",".749","1.0","2","1120"
"Dave Hansen","Dodgers","121","35","2","17","14","22",".289",".749","0.3","1","1403"
"Tony Batista","Orioles","615","150","31","87","50","107",".244",".766","0.9","5","124"
"Marvin Benard","Giants","124","35","1","13","7","26",".282",".745","0.8","5","1382"
"Rusty Greer","Rangers","202","60","1","18","19","17",".297",".730","-0.2","1","1252"
"Aaron Boone","Reds","606","146","26","87","56","111",".241",".753","2.8","32","311"
"Bobby Estalella","Rockies","112","23","8","25","14","33",".205",".776","0.4","0","428"
"Luis Castillo","Marlins","606","185","2","39","55","76",".305",".726","2.5","48","513"
"Orlando Palmeiro","Angels","263","79","0","31","30","22",".300",".722","1.2","7","28"
"Ramon Castro","Marlins","101","24","6","18","14","24",".238",".777","0.5","0","514"
"Hector Ortiz","Rangers","14","3","1","2","1","1",".214",".767","0.0","0","1264"
"John Vander Wal","Yankees","219","57","6","20","23","58",".260",".756","0.2","1","853"
"Michael Tucker","Royals","475","118","12","56","56","105",".248",".737","0.9","23","635"
"Jose Vizcaino","Astros","406","123","5","37","24","40",".303",".738","1.6","3","577"
"Rob Mackowiak","Pirates","388","94","16","49","42","121",".242",".748","0.9","9","995"
"Tyler Houston","- - -","320","90","7","40","16","62",".281",".751","0.2","1","689"
"Craig Biggio","Astros","577","146","15","58","50","111",".253",".734","1.9","16","549"
"Benito Santiago","Giants","478","133","16","74","27","73",".278",".765","2.2","4","1130"
"Corky Miller","Reds","114","29","3","15","9","20",".254",".749","0.5","0","342"
"Mark Grace","Diamondbacks","298","75","7","48","46","30",".252",".736","-0.3","2","56"
"Dave Roberts","Dodgers","422","117","3","34","48","51",".277",".718","2.6","45","670"
"Victor Martinez","Indians","32","9","1","5","3","2",".281",".740","0.1","0","393"
"Matthew LeCroy","Twins","181","47","7","27","13","38",".260",".754","-0.2","0","1456"
"Placido Polanco","- - -","548","158","9","49","26","41",".288",".733","2.9","5","1176"
"Andres Galarraga","Expos","292","76","9","40","30","81",".260",".738","-0.7","2","1390"
"Daryle Ward","Astros","453","125","12","72","33","82",".276",".748","-0.4","1","579"
"Michael Barrett","Expos","376","99","12","49","40","65",".263",".749","1.6","6","762"
"Jared Sandberg","Devil Rays","358","82","18","54","39","139",".229",".749","1.8","3","1224"
"Michael Cuddyer","Twins","112","29","4","13","8","30",".259",".740","0.3","2","1534"
"Richard Hidalgo","Astros","388","91","15","48","43","85",".235",".734","0.3","6","561"
"Lou Merloni","Red Sox","194","48","4","18","20","35",".247",".724","0.9","1","201"
"Jason Jennings","Rockies","62","19","0","11","3","13",".306",".719","0.7","0","434"
"Jeffrey Hammonds","Brewers","448","115","9","41","52","86",".257",".729","0.0","4","687"
"Bruce Chen","- - -","15","5","0","1","0","4",".333",".733","0.2","0","769"
"Paul Lo Duca","Dodgers","580","163","10","64","34","31",".281",".731","2.4","3","662"
"Marcus Thames","Yankees","13","3","1","2","0","4",".231",".769","0.0","0","1523"
"Raul Mondesi","- - -","569","132","26","88","59","103",".232",".740","-0.4","15","1314"
"Eduardo Perez","Cardinals","154","31","10","26","17","36",".201",".744","1.0","0","1409"
"Kevin Young","Pirates","468","115","16","51","50","101",".246",".730","0.5","4","1018"
"Tom Wilson","Blue Jays","265","68","8","37","28","79",".257",".719","0.8","0","1328"
"A.J. Hinch","Royals","197","49","7","27","18","35",".249",".722","0.9","3","606"
"Greg Myers","Athletics","144","32","6","21","26","36",".222",".723","0.7","0","933"
"Todd Ritchie","White Sox","4","1","0","0","1","1",".250",".650","0.1","0","253"
"Will Cunnane","Cubs","4","1","0","0","1","0",".250",".650","0.1","0","274"
"Rick Reed","Twins","4","1","0","0","1","2",".250",".650","0.1","0","750"
"Jason Varitek","Red Sox","467","124","10","61","41","95",".266",".724","1.9","4","217"
"Jeff Conine","Orioles","451","123","15","63","25","66",".273",".755","0.4","8","131"
"Steve Cox","Devil Rays","560","142","16","72","60","116",".254",".727","0.0","5","1200"
"Jason Kendall","Pirates","545","154","3","44","49","29",".283",".706","2.2","15","993"
"Chris Widger","Yankees","64","19","0","5","2","9",".297",".713","0.4","0","1541"
"Ruben Sierra","Mariners","419","113","13","60","31","66",".270",".736","0.5","4","1099"
"Doug Mirabelli","Red Sox","151","34","7","25","17","33",".225",".723","0.5","0","202"
"Benji Gil","Angels","130","37","3","20","5","33",".285",".737","0.7","2","14"
"Alex Gonzalez","Cubs","513","127","18","61","46","136",".248",".737","1.0","5","281"
"Eric Karros","Dodgers","524","142","13","73","37","74",".271",".722","1.4","4","659"
"Jason LaRue","Reds","353","88","12","52","27","117",".249",".729","1.3","1","337"
"Ruben Mateo","Reds","86","22","2","7","6","20",".256",".714","-0.2","0","340"
"Greg Norton","Rockies","168","37","7","37","24","52",".220",".719","-0.5","2","1388"
"Milton Bradley","Indians","325","81","9","38","32","58",".249",".723","1.9","6","369"
"Ross Gload","Rockies","31","8","1","4","3","7",".258",".711","0.0","0","1538"
"Kelly Stinnett","Reds","93","21","3","13","15","25",".226",".710","0.5","2","356"
"David Segui","Orioles","95","25","2","16","11","22",".263",".705","0.1","0","169"
"Damian Rolls","Devil Rays","89","26","0","6","3","16",".292",".712","-0.5","2","1222"
"Eric Young","Brewers","496","139","3","28","39","38",".280",".707","1.0","31","716"
"Desi Relaford","Mariners","329","88","6","43","33","51",".267",".713","2.0","10","1096"
