"Name","Team","AB","H","HR","RBI","BB","SO","AVG","OPS","WAR","SB","playerid"
"Mendy Lopez","Royals","20","8","0","3","0","5",".400",".929","-0.1","0","1458"
"Carl Everett","Astros","464","151","25","108","50","94",".325",".969","5.9","27","1249"
"Fernando Tatis","Cardinals","537","160","34","107","82","128",".298",".957","3.2","21","798"
"Ellis Burks","Giants","390","110","31","96","69","86",".282",".964","2.9","7","372"
"Jason Kendall","Pirates","280","93","8","41","38","32",".332",".939","3.9","22","993"
"Juan Gonzalez","Rangers","562","183","39","128","51","105",".326",".980","3.6","3","1251"
"Jeromy Burnitz","Brewers","467","126","33","103","91","124",".270",".963","3.7","7","867"
"Luis Gonzalez","Diamondbacks","614","206","26","111","66","63",".336",".952","6.6","9","55"
"Vladimir Guerrero","Expos","610","193","42","131","55","62",".316",".978","4.5","14","778"
"Fred McGriff","Devil Rays","529","164","32","104","86","107",".310",".957","3.6","1","293"
"Dave Burba","Indians","3","1","0","0","1","0",".333",".833","0.1","0","1239"
"Rich Croushore","Cardinals","3","1","0","0","1","1",".333",".833","0.1","0","1002819"
"Dave Nilsson","Brewers","343","106","21","62","53","64",".309",".954","2.9","1","1009601"
"Gary Sheffield","Dodgers","549","165","34","101","101","64",".301",".930","3.6","11","114"
"Cal Ripken","Orioles","332","113","18","57","13","31",".340",".952","2.9","0","1010978"
"Ken Griffey Jr.","Mariners","606","173","48","134","91","108",".285",".960","4.9","24","327"
"Albert Belle","Orioles","610","181","37","117","101","82",".297",".941","3.6","17","1000802"
"Sean Casey","Reds","594","197","25","99","61","88",".332",".938","4.1","0","314"
"Carlos Delgado","Blue Jays","573","156","44","134","86","141",".272",".948","3.6","1","1297"
"Matt Luke","Angels","30","9","3","6","2","10",".300",".944","0.3","0","1007826"
"John Olerud","Mets","581","173","19","96","125","66",".298",".890","5.8","3","1093"
"Rickey Henderson","Mets","438","138","12","42","82","82",".315",".889","2.1","37","194"
"Harold Baines","- - -","430","134","25","103","54","48",".312",".919","2.5","1","1000434"
"Geoff Jenkins","Brewers","447","140","21","82","35","87",".313",".935","4.5","5","690"
"Alex Rodriguez","Mariners","502","143","42","111","56","109",".285",".943","4.7","21","1274"
"Craig Grebeck","Blue Jays","113","41","0","10","15","13",".363",".868","0.2","0","1004982"
"Jay Bell","Diamondbacks","589","170","38","112","82","132",".289",".931","4.7","7","48"
"Greg Colbrunn","Diamondbacks","135","44","5","24","12","23",".326",".911","0.5","1","51"
"Henry Rodriguez","Cubs","447","136","26","87","56","113",".304",".925","3.0","2","1427"
"Mike Sweeney","Royals","575","185","22","102","54","48",".322",".907","2.7","6","634"
"Rusty Greer","Rangers","556","167","20","101","96","67",".300",".898","2.4","2","1252"
"Jose Canseco","Devil Rays","430","120","34","95","58","135",".279",".931","2.4","3","1001918"
"Brian Daubach","Red Sox","381","112","21","73","36","92",".294",".921","2.0","0","186"
"Glenallen Hill","Cubs","253","76","20","55","22","61",".300",".934","1.3","5","1005820"
"Kevin Young","Pirates","584","174","26","106","75","124",".298",".909","5.3","22","1018"
"Brian Edmondson","Marlins","11","4","0","2","0","4",".364",".909","0.2","0","1003677"
"Javy Lopez","Braves","246","78","11","45","20","41",".317",".908","1.9","0","103"
"Mike Piazza","Mets","534","162","40","124","51","70",".303",".936","4.5","2","893"
"Reggie Sanders","Padres","478","136","26","72","65","108",".285",".904","4.1","36","1129"
"Eric Karros","Dodgers","578","176","34","112","53","119",".304",".912","4.8","8","659"
"Ivan Rodriguez","Rangers","600","199","35","113","24","64",".332",".914","6.8","25","1275"
"Tony Fernandez","Blue Jays","485","159","6","75","77","62",".328",".877","2.5","6","1004002"
"David Justice","Indians","429","123","21","88","94","90",".287",".889","3.2","1","923"
"Bubba Trammell","Devil Rays","283","82","14","39","43","37",".290",".889","1.3","0","1057"
"Robin Ventura","Mets","588","177","32","120","74","109",".301",".908","7.3","1","854"
"Brady Anderson","Orioles","564","159","24","81","96","105",".282",".881","5.2","36","364"
"Sal Fasano","Royals","60","14","5","16","7","17",".233",".890","0.4","0","1205"
"Mike Lieberthal","Phillies","510","153","31","96","44","86",".300",".914","4.2","0","959"
"Frank Thomas","White Sox","486","148","15","77","87","66",".305",".885","2.1","3","255"
"Edgardo Alfonzo","Mets","628","191","27","108","85","85",".304",".886","5.9","9","859"
"Alex Ochoa","Brewers","277","83","8","40","45","43",".300",".870","2.2","6","700"
"Amaury Garcia","Marlins","24","6","2","2","3","11",".250",".917","0.2","0","1004495"
"Ryan Klesko","Braves","404","120","21","80","53","69",".297",".908","1.2","5","1041"
"Will Clark","Orioles","251","76","10","29","38","42",".303",".877","1.4","2","1002318"
"Matt Stairs","Athletics","531","137","38","102","89","124",".258",".899","0.8","2","1384"
"Cliff Floyd","Marlins","251","76","11","49","30","47",".303",".897","1.4","5","518"
"Scott Rolen","Phillies","421","113","26","77","67","114",".268",".893","4.8","12","970"
"Jeff Cirillo","Brewers","607","198","15","88","75","83",".326",".862","4.8","7","1073"
"Jacob Cruz","Indians","88","29","3","17","5","13",".330",".880","0.6","0","463"
"Ray Lankford","Cardinals","422","129","15","63","49","110",".306",".873","3.8","14","1044"
"Mark Grace","Cubs","593","183","16","91","83","44",".309",".870","3.3","3","56"
"Dante Bichette","Rockies","593","177","34","133","54","84",".298",".895","-2.1","6","1000946"
"Luis Polonia","Tigers","333","108","10","32","16","32",".324",".882","1.1","17","1010427"
"Mike Stanley","Red Sox","427","120","19","72","70","94",".281",".859","2.2","0","1012416"
"Chuck Knoblauch","Yankees","603","176","18","68","83","57",".292",".848","3.3","28","609"
"Bernard Gilkey","Diamondbacks","204","60","8","39","29","42",".294",".879","1.1","2","1004706"
"Benny Agbayani","Mets","276","79","14","42","32","60",".286",".888","1.1","6","416"
"Jeff Kent","Giants","511","148","23","101","61","112",".290",".877","3.6","13","1119"
"Kenny Lofton","Indians","465","140","7","39","79","84",".301",".838","4.8","25","246"
"Angel Echevarria","Rockies","191","56","11","35","17","34",".293",".863","-0.8","1","1498"
"Randy Velarde","- - -","631","200","16","76","70","98",".317",".845","6.1","24","942"
"Phil Nevin","Padres","383","103","24","85","51","82",".269",".880","3.5","1","1049"
"Wil Cordero","Indians","194","58","8","32","15","37",".299",".864","0.3","2","770"
"Eddie Taubensee","Reds","424","132","21","87","30","67",".311",".876","1.6","0","1012845"
"Jermaine Dye","Royals","608","179","27","119","58","119",".294",".880","4.2","2","911"
"Corey Koskie","Twins","342","106","11","58","40","72",".310",".855","2.7","4","738"
"Greg Vaughn","Reds","550","135","45","118","85","137",".245",".881","3.5","15","1233"
"Jeffrey Hammonds","Reds","262","73","17","41","27","64",".279",".870","2.4","3","687"
"Ken Caminiti","Astros","273","78","13","56","46","58",".286",".862","1.6","6","1001863"
"Tim Salmon","Angels","353","94","17","69","63","82",".266",".862","2.0","4","32"
"Rob Ducey","Phillies","188","49","8","33","38","57",".261",".846","1.5","2","1003520"
"Johnny Damon","Royals","583","179","14","77","67","50",".307",".856","4.3","36","185"
"Tony Gwynn","Padres","411","139","10","62","29","14",".338",".858","2.1","7","1005166"
"Tony Graffanino","Devil Rays","130","41","2","19","9","22",".315",".857","1.4","3","235"
"Tony Clark","Tigers","536","150","31","99","64","133",".280",".869","2.9","2","182"
"Omar Vizquel","Indians","574","191","5","66","65","50",".333",".833","6.0","42","411"
"Rondell White","Expos","539","168","22","64","32","85",".312",".863","3.1","10","856"
"Paul Konerko","White Sox","513","151","24","81","45","68",".294",".862","1.9","1","242"
"Mo Vaughn","Angels","524","147","33","108","54","127",".281",".866","1.9","0","899"
"Matt Williams","Diamondbacks","627","190","35","142","41","93",".303",".880","4.0","2","77"
"Dave Hansen","Dodgers","107","27","2","17","26","20",".252",".806","0.8","0","1403"
"Craig Biggio","Astros","639","188","16","73","88","107",".294",".843","4.9","28","549"
"Dmitri Young","Reds","373","112","14","56","30","71",".300",".856","2.0","3","505"
"Magglio Ordonez","White Sox","624","188","30","117","47","64",".301",".858","5.5","13","248"
"Doug Glanville","Phillies","628","204","11","73","48","82",".325",".833","4.5","34","956"
"F.P. Santangelo","Giants","254","66","3","26","53","54",".260",".792","1.1","12","1011438"
"Jose Offerman","Red Sox","586","172","8","69","96","79",".294",".826","2.8","18","205"
"Jay Buhner","Mariners","266","59","14","38","69","100",".222",".809","0.9","0","1001638"
"Ben Grieve","Athletics","486","129","28","86","63","108",".265",".840","0.5","4","1209"
"Olmedo Saenz","Athletics","255","70","11","41","22","47",".275",".837","1.2","1","937"
"Dean Palmer","Tigers","560","147","38","100","57","153",".263",".857","1.5","3","482"
"Preston Wilson","Marlins","482","135","26","71","46","156",".280",".852","0.7","11","545"
"Andruw Jones","Braves","592","163","26","84","76","103",".275",".848","6.9","24","96"
"Scott Hatteberg","Red Sox","80","22","1","11","18","14",".275",".785","0.4","0","916"
"Todd Zeile","Rangers","588","172","24","98","56","94",".293",".842","2.5","1","457"
"Darryl Hamilton","- - -","505","159","9","45","57","39",".315",".808","0.4","6","1005272"
"Steve Finley","Diamondbacks","590","156","34","103","63","94",".264",".861","4.6","8","54"
"Joe Randa","Royals","628","197","16","84","50","80",".314",".836","2.4","5","623"
"Barry Larkin","Reds","583","171","12","75","93","57",".293",".810","5.1","30","335"
"Roger Cedeno","Mets","453","142","4","36","60","100",".313",".804","1.5","66","869"
"Marty Cordova","Twins","425","121","14","70","48","96",".285",".828","0.9","13","132"
"B.J. Surhoff","Orioles","673","207","28","107","43","78",".308",".839","4.6","5","117"
"Brian Moehler","Tigers","1","0","0","0","1","1",".000",".500","0.0","0","480"
"Rudy Seanez","Braves","1","0","0","0","1","1",".000",".500","0.0","0","1279"
"Chris Carpenter","Blue Jays","1","0","0","0","1","1",".000",".500","0.0","0","1292"
"Chad Fonville","Red Sox","2","0","0","0","2","0",".000",".500","-0.1","1","1004208"
"Jim Pittsley","Brewers","1","0","0","0","1","1",".000",".500","0.0","0","1010379"
"Matt Mieske","- - -","150","46","9","29","8","31",".307",".858","0.9","0","1008849"
"Sandy Alomar Jr.","Indians","137","42","6","25","4","23",".307",".855","0.4","0","221"
"George Lombard","Braves","6","2","0","0","1","2",".333",".762","0.1","2","101"
"Tom Lampkin","Mariners","206","60","9","34","13","32",".291",".840","1.7","1","1043"
"Jim Parque","White Sox","5","2","0","0","0","1",".400",".800","0.1","0","250"
"Ronnie Belliard","Brewers","457","135","8","58","64","59",".295",".808","2.5","4","677"
"Mark Grudzielanek","Dodgers","488","159","7","46","31","65",".326",".812","3.8","6","653"
"Mike Cameron","Reds","542","139","21","66","80","145",".256",".825","5.3","38","1070"
"Trot Nixon","Red Sox","381","103","15","52","53","75",".270",".830","3.0","3","204"
"Bruce Aven","Marlins","381","110","12","70","44","82",".289",".814","1.9","3","366"
"Carlos Perez","Dodgers","27","8","1","2","2","8",".296",".826","0.5","0","1010179"
"Ray Durham","White Sox","612","181","13","60","73","105",".296",".808","1.2","34","230"
"J.T. Snow","Giants","570","156","24","98","86","121",".274",".821","2.2","0","1133"
"Al Martin","Pirates","541","150","24","63","49","119",".277",".844","1.9","20","1167"
"Troy O'Leary","Red Sox","596","167","28","103","56","91",".280",".838","3.3","1","789"
"Brent Mayne","Giants","322","97","2","39","43","65",".301",".808","2.2","2","614"
"Omar Olivares","Angels","6","2","0","0","0","1",".333",".833","0.1","0","1009771"
"Tony Batista","- - -","519","144","31","100","38","96",".277",".848","3.9","4","124"
"Marvin Benard","Giants","562","163","16","64","55","97",".290",".816","1.1","27","1382"
"Orlando Merced","Expos","194","52","8","26","26","27",".268",".817","0.9","2","1393"
"Butch Huskey","- - -","386","109","22","77","34","65",".282",".830","0.9","3","1006228"
"Mike Hampton","Astros","74","23","0","10","7","18",".311",".806","1.3","0","430"
"Darrin Fletcher","Blue Jays","412","120","18","80","26","47",".291",".825","2.2","0","1302"
"David Segui","- - -","440","131","14","52","40","60",".298",".823","1.1","1","169"
"Jose Vidro","Expos","494","150","12","59","29","51",".304",".822","1.5","0","802"
"Rich Becker","- - -","264","68","6","26","58","81",".258",".766","1.2","8","1000749"
"Chad Curtis","Yankees","195","51","5","24","43","35",".262",".767","0.6","8","1002898"
"Mike DiFelice","Devil Rays","179","55","6","27","8","23",".307",".815","1.3","0","1151"
"Chili Davis","Yankees","476","128","19","78","73","100",".269",".812","1.1","4","1003041"
"Randall Simon","Braves","218","69","5","25","17","25",".317",".826","0.3","2","497"
"Roberto Kelly","Rangers","290","87","8","37","21","57",".300",".804","-0.2","6","1006815"
"Paul O'Neill","Yankees","597","170","19","110","66","89",".285",".812","2.6","11","1009818"
"Ron Gant","Phillies","516","134","17","77","85","112",".260",".794","2.5","13","1032"
"Ed Sprague","Pirates","490","131","22","81","50","93",".267",".817","0.4","3","1012356"
"Alex Gonzalez","Blue Jays","154","45","2","12","16","23",".292",".786","1.3","4","281"
"Brian Hunter","Braves","181","45","6","30","31","40",".249",".792","1.1","0","1006197"
"Tony Phillips","Athletics","406","99","15","49","71","94",".244",".795","1.5","11","1010300"
"Russ Johnson","Astros","156","44","5","23","20","31",".282",".800","0.9","2","1216"
"Lee Stevens","Rangers","517","146","24","81","52","132",".282",".829","1.3","2","796"
"Brian Jordan","Braves","576","163","23","115","51","81",".283",".811","3.3","13","658"
"Jeff King","Royals","72","17","3","11","15","10",".236",".774","0.2","2","1006931"
"Shannon Stewart","Blue Jays","608","185","11","67","59","83",".304",".782","1.6","37","1322"
"John Vander Wal","Padres","246","67","6","41","37","59",".272",".787","1.3","2","853"
"Kirt Manwaring","Rockies","137","41","2","14","12","23",".299",".783","-0.2","0","1008091"
"Brook Fordyce","White Sox","333","99","9","49","21","48",".297",".802","1.7","2","138"
"Ricky Ledee","Yankees","250","69","9","40","28","73",".276",".822","0.6","4","1407"
"Brad Ausmus","Tigers","458","126","9","54","51","71",".275",".779","3.3","12","546"
"Trenidad Hubbard","Dodgers","105","33","1","13","13","24",".314",".777","0.0","4","1036"
"Marcus Jensen","Cardinals","34","8","1","1","6","12",".235",".821","0.2","0","691"
"Chris Singleton","White Sox","496","149","17","72","22","45",".300",".818","4.6","20","170"
"Mike Lansing","Rockies","145","45","4","15","7","22",".310",".799","-0.1","2","1007334"
"Derrick May","Orioles","49","13","4","12","4","6",".265",".825","0.1","0","1008293"
"Craig Paquette","Cardinals","157","45","10","37","6","38",".287",".825","0.8","1","484"
"Kevin Millar","Marlins","351","100","9","67","40","64",".285",".795","0.5","1","529"
"Thomas Howard","Cardinals","195","57","6","28","17","26",".292",".789","0.4","1","1006090"
"Geoff Blum","Expos","133","32","8","18","17","25",".241",".830","-0.1","1","550"
"Raul Mondesi","Dodgers","601","152","33","99","71","134",".253",".815","2.0","36","1314"
"Bobby Jones","Mets","16","5","1","1","0","4",".313",".813","0.2","0","1039"
"Jose Cruz","Blue Jays","349","84","14","45","64","91",".241",".791","2.5","14","1296"
"Jason Varitek","Red Sox","483","130","20","76","46","85",".269",".813","2.2","1","217"
"Warren Morris","Pirates","511","147","15","73","59","88",".288",".787","1.9","3","1424"
"Pat Mahomes","Mets","16","5","0","3","0","6",".313",".813","0.2","0","291"
"Fernando Seguignol","Expos","105","27","5","10","5","33",".257",".813","0.3","0","1836"
"Todd Hollandsworth","Dodgers","261","74","9","32","24","61",".284",".793","0.9","5","433"
"Royce Clayton","Rangers","465","134","14","52","39","100",".288",".792","2.8","8","226"
"Alex Ramirez","Indians","97","29","3","18","3","26",".299",".801","0.1","1","1010668"
"Greg Norton","White Sox","436","111","16","50","69","93",".255",".782","-0.5","4","1388"
"Bill Mueller","Giants","414","120","2","36","65","52",".290",".751","2.0","4","295"
"Vinny Castilla","Rockies","615","169","33","102","53","75",".275",".809","0.6","2","84"
"Tino Martinez","Yankees","589","155","28","105","69","86",".263",".800","2.4","3","1168"
"Jeff Barry","Rockies","168","45","5","26","19","29",".268",".796","-0.7","0","1000617"
"Jeff Manto","- - -","33","6","1","2","13","15",".182",".686","0.1","0","1008083"
"Gerald Williams","Braves","422","116","17","68","33","67",".275",".792","1.9","19","1395"
"Richie Sexson","Indians","479","122","31","116","34","117",".255",".818","0.4","3","709"
"Kevin Sefcik","Phillies","209","58","1","11","29","24",".278",".761","0.0","9","1011722"
"Garret Anderson","Angels","620","188","21","80","34","81",".303",".806","2.4","3","2"
"Luis Castillo","Marlins","487","147","0","28","67","85",".302",".750","1.8","50","513"
"Shawon Dunston","- - -","243","78","5","41","2","39",".321",".790","0.6","10","1401"
"Damion Easley","Tigers","549","146","20","65","51","124",".266",".779","1.7","11","464"
"Carlos Beltran","Royals","663","194","22","108","46","123",".293",".791","4.3","27","589"
"Alex Arias","Phillies","347","105","4","48","36","31",".303",".773","0.4","2","123"
"Homer Bush","Blue Jays","485","155","5","55","21","82",".320",".774","2.8","32","1425"
"Creighton Gubanich","Red Sox","47","13","1","11","3","13",".277",".772","0.2","0","1005114"
"Jeff Conine","Orioles","444","129","13","75","30","40",".291",".787","1.2","0","131"
"Jeff Blauser","Cubs","200","48","9","26","26","52",".240",".767","0.6","2","1001062"
"Glen Barker","Astros","73","21","1","11","11","19",".288",".740","0.9","17","1000545"
"Ramon Hernandez","Athletics","136","38","3","21","18","11",".279",".760","0.7","1","918"
"Todd Pratt","Mets","140","41","3","21","15","32",".293",".754","0.7","2","968"
"Troy Glaus","Angels","551","132","29","79","71","143",".240",".781","2.4","5","15"
"Michael Barrett","Expos","433","127","8","52","32","39",".293",".782","0.0","0","762"
"Jacque Jones","Twins","322","93","9","44","17","63",".289",".789","1.7","3","735"
"Pat Kelly","Blue Jays","116","31","6","20","10","23",".267",".801","0.0","0","1006812"
"Eric Davis","Cardinals","191","49","5","30","30","49",".257",".762","0.1","5","1003048"
"Jason Bere","- - -","22","7","0","1","2","9",".318",".718","0.3","0","266"
"Wade Boggs","Devil Rays","292","88","2","29","38","23",".301",".754","-0.4","1","1001124"
"Rico Brogna","Phillies","619","172","24","102","54","132",".278",".790","1.1","8","1001464"
"Darren Bragg","Cardinals","273","71","6","26","44","67",".260",".746","1.1","3","83"
"Jeff Reed","- - -","256","66","3","28","45","58",".258",".744","0.3","1","1010770"
"Pat Meares","Pirates","91","28","0","7","9","20",".308",".734","0.2","0","1008712"
"Quilvio Veras","Padres","475","133","6","41","65","88",".280",".747","1.6","30","1013404"
"Jimmy Anderson","Pirates","9","3","0","1","0","2",".333",".778","0.1","0","977"
"Rich Aurilia","Giants","558","157","22","80","43","71",".281",".780","2.1","2","1106"
"Frank Catalanotto","Tigers","286","79","11","35","15","49",".276",".785","0.5","3","1241"
"Hanley Frias","Diamondbacks","150","41","1","16","29","18",".273",".731","0.2","4","1004345"
"Jim Edmonds","Angels","204","51","5","23","28","45",".250",".766","0.4","5","1153"
"Jack Howell","Astros","33","7","1","1","8","9",".212",".729","0.3","0","1006099"
"Adrian Beltre","Dodgers","538","148","15","67","61","105",".275",".780","3.4","18","639"
"J.D. Drew","Cardinals","368","89","13","39","50","77",".242",".763","2.5","19","1152"
"Bill Spiers","Astros","393","113","4","39","47","45",".288",".752","1.6","10","1012338"
"Paul Sorrento","Devil Rays","294","69","11","42","49","101",".235",".752","-0.8","1","1012282"
"Rod Barajas","Diamondbacks","16","4","1","3","1","1",".250",".794","0.1","0","45"
"Kevin Stocker","Devil Rays","254","76","1","27","24","41",".299",".739","0.9","9","1012549"
"Mike Redmond","Marlins","242","73","1","27","26","34",".302",".732","1.9","0","538"
"Reggie Jefferson","Red Sox","206","57","5","17","17","54",".277",".760","0.0","0","1006381"
"Aaron Boone","Reds","472","132","14","72","30","79",".280",".775","2.4","17","311"
"Mike Darr","Padres","48","13","2","3","5","18",".271",".756","0.6","2","1002993"
"Terry Steinbach","Twins","338","96","4","42","38","54",".284",".748","0.9","2","1012473"
"Daryle Ward","Astros","150","41","8","30","9","31",".273",".784","-0.2","0","579"
"Dave Martinez","Devil Rays","514","146","6","66","60","76",".284",".748","0.1","13","1008160"
"Dave Mlicki","- - -","5","1","0","0","2","3",".200",".629","0.2","0","569"
"Chris Widger","Expos","383","101","14","56","28","86",".264",".766","0.9","1","1541"
"David Bell","Mariners","597","160","21","78","58","90",".268",".763","1.6","7","1108"
"Eric Young","Dodgers","456","128","2","41","63","26",".281",".726","1.8","51","716"
"Jose Hernandez","- - -","508","135","19","62","52","145",".266",".764","1.9","11","688"
"Robert Fick","Tigers","41","9","3","10","7","6",".220",".766","0.1","1","466"
"Mark Loretta","Brewers","587","170","5","67","52","59",".290",".744","0.3","4","1383"
"Dave Magadan","Padres","248","68","2","30","45","36",".274",".732","0.9","1","1007961"
"Charles Johnson","Orioles","426","107","16","54","55","107",".251",".753","3.1","0","523"
"Jeremy Giambi","Royals","288","82","3","34","40","67",".285",".741","-0.4","0","913"
"Michael Tucker","Reds","296","75","11","44","37","81",".253",".764","1.0","11","635"
"Carlos Lee","White Sox","492","144","16","84","13","72",".293",".775","0.8","4","243"
"Brad Fullmer","Expos","347","96","9","47","22","35",".277",".785","-0.9","2","13"
"James Mouton","Expos","122","32","2","13","18","31",".262",".732","0.1","6","1009268"
"Eric Chavez","Athletics","356","88","13","50","46","56",".247",".760","1.2","1","906"
"Mark McLemore","Rangers","566","155","6","45","83","79",".274",".729","1.6","16","1088"
"Carlos Febles","Royals","453","116","10","53","47","91",".256",".747","1.4","20","598"
"Tim Spehr","Royals","155","32","9","26","22","47",".206",".750","0.4","1","1012315"
"Jim Leyritz","- - -","200","47","8","26","28","54",".235",".749","0.0","0","1007590"
"Bobby Higginson","Tigers","377","90","12","46","64","66",".239",".733","0.3","4","469"
"Jose Valentin","Brewers","256","58","10","38","48","52",".227",".765","0.0","3","256"
"Steve Decker","Angels","63","15","0","5","13","9",".238",".705","0.3","0","1003129"
"Jorge Posada","Yankees","379","93","12","57","53","91",".245",".742","1.2","1","841"
