Team,WeightedBattingAverage,WeightedHomeRuns,WeightedRBIs,WeightedOPS,WeightedWAR
CHW,0.2598533991644512,14.403721990125332,54.02278769464489,0.7335225977971896,1.7538549183440937
MIN,0.2483516141579152,14.34441851419681,46.852781019058725,0.7364585764294049,1.134733566705562
SF,0.2601287265547877,9.795459032576506,51.952813425468904,0.7333820335636724,2.2791905231984204
MIA,0.2636828733321147,10.435569365746664,49.51562785596783,0.7170575763114604,1.9058307439225008
NYY,0.2484365361803085,12.52135231316726,46.36061684460261,0.7070804665875842,1.2259786476868328
WAS,0.2555486516034985,15.896501457725947,57.606960641399425,0.7494857871720116,1.9213374635568508
MIL,0.23856512332323676,15.874080484638686,49.083080917351786,0.7204736045002161,1.096062310688014
CIN,0.2553450704225352,13.190140845070422,51.43329420970265,0.7113035993740222,1.7171165884194048
PHI,0.23976325088339215,12.680800942285039,43.41401648998822,0.6841525323910482,1.3384766391833534
TEX,0.2606251035625518,17.84424192212096,61.56876553438277,0.7490807787903895,1.7615990057995026
DET,0.2677886882829772,18.807663964627857,61.03095062638173,0.7708848563006633,1.9962601326455411
BAL,0.2565216988130563,24.195289317507413,66.40374629080118,0.7613341988130563,2.115689910979228
SEA,0.26036129979805395,19.26252983293556,60.1096016155682,0.7609423535891318,2.1432164494217
SD,0.23396015424164526,11.237532133676092,40.8426735218509,0.6964565552699229,1.4119794344473011
PIT,0.2607539208364451,11.760268857356234,51.68633308439134,0.7437879014189694,1.4658140403286035
Mets,0.24555160212305874,14.443286809514447,39.61155887556517,0.7300831531354433,1.4263219972478869
STL,0.2550374360847333,16.254747991234478,52.89572680788896,0.76816015339664,1.6924945215485756
COL,0.27509921624510153,16.20163876024225,59.84788029925187,0.7925110438190239,1.7959209120057005
CLE,0.2614549952426261,16.508087535680303,62.71722169362511,0.7590901998097049,2.6767649857278784
BOS,0.2839353315168029,19.855222524977293,76.70917347865577,0.8168715712988194,3.689972752043596
LAA,0.2600770389903937,12.63665473723865,53.913166321341116,0.726707289508382,2.0727067244302124
TOR,0.24959265568805605,19.787052810902892,63.87923528298315,0.7602829831535113,2.5596630702252505
ATL,0.2583564933550944,10.15854511541152,46.24574492888785,0.7122585684308697,1.5892748892515736
CHC,0.25626268988514256,16.518525379770285,60.35476102260097,0.770352352723231,3.2281585772508348
HOU,0.24972112622103046,16.466002681478642,56.408350890633976,0.7450386899061483,2.4499138096150164
ARI,0.26155997747324944,15.038295475877604,53.85507790501221,0.7562832738877417,1.5709404918340533
LAD,0.2505972629521016,16.079569892473117,54.6375366568915,0.7369591397849463,2.527741935483872
OAK,0.24921501706484644,15.542662116040955,51.00853242320819,0.7098824963432471,0.8752072159921989
TB,0.24000877926421404,17.781354515050168,50.55957357859533,0.7273189799331103,1.6893394648829427
KC,0.2620742720235902,12.774235164025063,53.34776999631404,0.7141201621820864,1.0933284187246592
