Team,WeightedBattingAverage,WeightedHomeRuns,WeightedRBIs,WeightedOPS,WeightedWAR
SEA,0.2866278822277404,13.709826179496277,69.61457963816956,0.7628066690315715,1.6349946789641718
KC,0.262663975041292,6.941273628188657,46.85134887135254,0.7099926592035236,1.2764727472930812
TB,0.2693056804250103,14.701062525541479,61.31324070290151,0.7761023702492849,1.9546996322026973
MIN,0.26195913892764594,11.386884592385886,56.86904524616305,0.7215804265497309,1.5713972493522024
MIL,0.2620216099405727,18.91031874662345,59.43201872861516,0.7832715649198629,2.078894291374032
COL,0.2804118787451533,15.473211138526613,69.93972506168488,0.7912908001409943,2.44947127247092
PIT,0.2610588799386268,12.39144610663598,56.241657077100115,0.7324856156501728,1.0461833525124662
CLE,0.2677424693194496,15.832465600595016,64.78969877277798,0.7729449609520266,2.1554295277054667
ATL,0.2752209035222052,14.409073506891275,63.66405053598775,0.7703648545176109,2.61489280245023
NYY,0.2919540616246499,18.744724556489263,84.79682539682541,0.8380151260504202,3.5784873949579827
OAK,0.2592992992992993,13.112712712712712,51.05725725725726,0.7593123123123122,1.6071871871871877
TOR,0.25971992445703496,14.37261567516525,59.16921624173749,0.7504855524079321,1.7464778092540136
TEX,0.25875440140845063,11.45862676056338,54.52948943661972,0.7420530369718307,1.0962367957746484
HOU,0.2631071003570012,13.493851646172152,53.822094406981364,0.7445686235620785,1.2093018643395474
CHC,0.2752412545235223,12.245074386811421,53.44471250502614,0.7662681946119823,2.2182951347004414
LAD,0.27921736630247274,9.296147211040829,52.20337358635231,0.7493254744105808,1.6188422465018213
BOS,0.28170835659780386,14.284943234691978,72.86655499720825,0.8101876046901172,2.898604131769962
SD,0.2520280354131535,14.989460370994939,60.47870994940978,0.7290512225969646,1.4542369308600338
STL,0.276003356330412,9.452731680029832,43.656349058362856,0.748157188140966,1.4152153645347756
BAL,0.2711109053878911,12.349009442695793,60.41788557674504,0.7472849472319942,1.6201259026106276
MIA,0.2684155844155845,17.761477958661054,61.61002377903787,0.7873305286263034,2.0182366928845803
DET,0.2911724902939545,14.951007579959327,70.41800702532817,0.8115964133850989,3.308726197078941
SF,0.2546265106464608,10.210051793592939,48.633224630730865,0.7071764818722425,0.9907347017072704
ARI,0.2523765323992995,13.45748200038918,50.47557890640203,0.7388139715898036,1.0273594084452229
PHI,0.2738667637422643,19.00200218420095,70.26610848198034,0.8125131052056787,3.1444848926101185
Mets,0.27518109035455585,14.64735036218071,57.35284025924514,0.7765461303850554,2.558959207014869
CHW,0.24536447828771346,15.847293681827535,50.749331138094256,0.7199133566577487,0.4722988269191192
CIN,0.2691295406496252,16.924274457044014,56.82932923313473,0.7792519700172977,1.49311935421872
LAA,0.28668616207951075,9.685588685015288,60.976681957186535,0.7720988149847094,2.1649847094801222
WAS,0.2584587938724064,10.376187706030636,52.709133216986615,0.7133513670738804,1.59435718440954
