"Name","Team","AB","H","HR","RBI","BB","SO","AVG","OPS","WAR","SB","playerid"
"Ryan Raburn","Tigers","261","76","16","45","26","60",".291",".891","1.5","5","2218"
"Mark Reynolds","Diamondbacks","578","150","44","102","76","223",".260",".892","3.3","24","7619"
"Hideki Matsui","Yankees","456","125","28","90","64","75",".274",".876","2.4","0","1659"
"Raul Ibanez","Phillies","500","136","34","93","56","119",".272",".899","3.4","4","607"
"Jorge Posada","Yankees","383","109","22","81","48","101",".285",".885","2.3","1","841"
"Jayson Werth","Phillies","571","153","36","99","91","156",".268",".879","4.7","20","1327"
"Evan Longoria","Rays","584","164","33","113","72","140",".281",".889","7.1","9","9368"
"Ryan Zimmerman","Nationals","610","178","33","106","72","119",".292",".888","6.6","2","4220"
"Brandon Jones","Braves","13","4","0","1","4","3",".308",".778","0.1","0","6987"
"Carlos Pena","Rays","471","107","39","100","87","163",".227",".893","2.8","3","934"
"Nick Johnson","- - -","457","133","8","62","99","84",".291",".831","1.6","2","828"
"Nick Swisher","Yankees","498","124","29","82","97","126",".249",".869","2.9","0","4599"
"Josh Barfield","Indians","20","8","0","2","0","7",".400",".850","0.1","0","3622"
"Jesus Flores","Nationals","93","28","4","15","11","26",".301",".877","0.8","0","4166"
"Torii Hunter","Angels","451","135","22","90","47","92",".299",".873","3.8","18","731"
"Victor Martinez","- - -","588","178","23","108","75","74",".303",".861","3.8","1","393"
"Josh Willingham","Nationals","427","111","24","61","61","104",".260",".863","2.5","4","2103"
"Kyle Blanks","Padres","148","37","10","22","18","55",".250",".868","0.9","1","49"
"Robinson Cano","Yankees","637","204","25","85","30","63",".320",".871","3.6","5","3269"
"Chris Coghlan","Marlins","504","162","9","47","53","77",".321",".850","2.7","8","6878"
"Andres Torres","Giants","152","41","6","23","16","45",".270",".876","2.3","6","1488"
"Jonny Gomes","Reds","281","75","20","51","26","85",".267",".879","1.0","3","1845"
"Carlos Gonzalez","Rockies","278","79","13","29","28","70",".284",".878","2.0","16","7287"
"Johnny Damon","Yankees","550","155","24","82","71","98",".282",".854","3.6","12","185"
"Justin Morneau","Twins","508","139","30","100","72","86",".274",".878","3.3","0","1737"
"Andre Ethier","Dodgers","596","162","31","106","72","116",".272",".869","2.3","6","6265"
"Oscar Salazar","- - -","139","42","5","25","14","20",".302",".860","0.4","0","495"
"Casey McGehee","Brewers","355","107","16","66","34","67",".301",".859","1.6","0","6086"
"Ian Desmond","Nationals","82","23","4","12","5","14",".280",".879","0.4","1","6885"
"Rickie Weeks Jr.","Brewers","147","40","9","24","12","39",".272",".857","1.3","2","1849"
"Billy Butler","Royals","608","183","21","93","58","103",".301",".853","1.7","1","7399"
"Michael Cuddyer","Twins","588","162","32","94","54","118",".276",".862","2.4","6","1534"
"Sam Fuld","Cubs","97","29","1","2","17","10",".299",".821","0.7","2","8254"
"Russell Branyan","Mariners","431","108","31","76","58","149",".251",".867","2.7","2","370"
"Jim Thome","- - -","362","90","23","77","69","123",".249",".847","0.8","0","409"
"Ichiro Suzuki","Mariners","639","225","11","46","32","71",".352",".851","5.4","26","1101"
"David Wright","Mets","535","164","10","72","74","140",".307",".837","3.3","27","3787"
"Joe Dillon","Rays","30","9","1","2","3","4",".300",".800","0.2","0","2384"
"Mike Napoli","Angels","382","104","20","56","40","103",".272",".842","2.7","3","3057"
"Lyle Overbay","Blue Jays","423","112","16","64","74","95",".265",".838","2.0","0","1617"
"Nolan Reimold","Orioles","358","100","15","45","47","77",".279",".831","1.1","8","3441"
"Andrew McCutchen","Pirates","433","124","12","54","54","83",".286",".836","3.4","22","9847"
"Nelson Cruz","Rangers","462","120","33","76","49","118",".260",".856","3.0","20","2434"
"Paul Konerko","White Sox","546","151","28","88","58","89",".277",".842","1.8","1","242"
"Bobby Abreu","Angels","563","165","15","103","94","113",".293",".825","2.7","30","945"
"Matt Kemp","Dodgers","606","180","26","101","52","139",".297",".842","4.9","34","5631"
"Mitch Jones","Dodgers","13","4","0","0","0","6",".308",".785","0.1","0","3006"
"Gary Sheffield","Mets","268","74","10","43","40","46",".276",".823","0.3","2","114"
"Scott Rolen","- - -","475","145","11","67","45","62",".305",".823","4.0","5","970"
"Yunel Escobar","Braves","528","158","14","76","57","62",".299",".812","3.9","5","4191"
"Brian McCann","Braves","488","137","21","94","49","83",".281",".834","3.8","4","4810"
"Dustin Pedroia","Red Sox","626","185","15","72","74","45",".296",".819","4.6","20","8370"
"Denard Span","Twins","578","180","8","68","70","89",".311",".807","4.1","23","8347"
"David Freese","Cardinals","31","10","1","7","2","7",".323",".837","0.2","0","9549"
"Miguel Montero","Diamondbacks","425","125","16","59","38","78",".294",".832","2.7","1","3364"
"Angel Pagan","Mets","343","105","6","32","25","56",".306",".837","2.9","14","2918"
"Adam LaRoche","- - -","555","154","25","83","69","142",".277",".843","2.1","2","1904"
"Felipe Lopez","- - -","604","187","9","57","71","100",".310",".810","3.6","6","1311"
"Doug Mientkiewicz","Dodgers","18","6","0","3","1","6",".333",".789","0.0","0","741"
"Glendon Rusch","Rockies","6","2","0","0","0","2",".333",".833","0.1","0","707"
"Chin-lung Hu","Dodgers","5","2","0","2","0","2",".400",".933","0.0","0","5198"
"Martin Prado","Braves","450","138","11","49","36","59",".307",".822","2.6","1","3312"
"Paul Phillips","Rockies","45","14","1","9","7","3",".311",".818","0.3","0","2032"
"Rick Porcello","Tigers","5","2","0","2","0","1",".400",".800","0.1","0","2717"
"Franklin Morales","Rockies","5","2","0","1","0","2",".400",".800","0.1","0","5088"
"Carl Crawford","Rays","606","185","15","68","51","99",".305",".816","5.9","60","1201"
"Casey Blake","Dodgers","485","136","18","79","63","116",".280",".832","4.6","3","719"
"Aaron Hill","Blue Jays","682","195","36","108","42","98",".286",".829","4.0","6","6104"
"Chone Figgins","Angels","615","183","5","54","101","114",".298",".789","6.5","42","1580"
"Carlos Lee","Astros","610","183","26","102","41","51",".300",".831","0.8","5","243"
"Michael Aubrey","Orioles","90","26","4","14","5","10",".289",".826","0.4","0","6049"
"Magglio Ordonez","Tigers","465","144","9","50","51","65",".310",".804","0.8","3","248"
"Travis Hafner","Indians","338","92","16","49","41","67",".272",".826","1.2","0","1573"
"Steve Holm","Giants","7","2","0","0","2","0",".286",".730","0.2","0","3472"
"Luke Scott","Orioles","449","116","25","77","55","104",".258",".828","1.3","0","3469"
"Hunter Pence","Astros","585","165","25","72","58","109",".282",".818","3.3","14","8252"
"Tony Abreu","Dodgers","8","2","0","1","3","2",".250",".705","0.1","0","5053"
"Dan Uggla","Marlins","564","137","31","90","92","150",".243",".813","2.6","2","3442"
"Chipper Jones","Braves","488","129","18","71","101","89",".264",".818","2.4","4","97"
"Gaby Sanchez","Marlins","21","5","2","3","2","3",".238",".828","0.1","0","3361"
"Mariano Rivera","Yankees","1","0","0","1","1","0",".000",".500","0.0","0","844"
"Brandon Backe","Astros","1","0","0","0","1","1",".000",".500","0.0","0","1529"
"Alberto Arias","Astros","1","0","0","0","1","1",".000",".500","0.0","0","3087"
"Matt Harrison","Rangers","1","0","0","0","1","1",".000",".500","0.0","0","5551"
"Manny Acosta","Braves","1","0","0","0","1","1",".000",".500","0.0","0","8725"
"Julio Borbon","Rangers","157","49","4","20","15","28",".312",".790","0.5","19","3209"
"Kosuke Fukudome","Cubs","499","129","11","54","93","112",".259",".796","2.4","6","3263"
"Marco Scutaro","Blue Jays","574","162","12","60","90","75",".282",".789","4.2","14","1555"
"Alberto Callaspo","Royals","576","173","11","73","52","51",".300",".813","1.9","2","3336"
"Gordon Beckham","White Sox","378","102","14","63","41","65",".270",".808","2.3","7","9015"
"Shane Victorino","Phillies","620","181","10","62","60","71",".292",".803","3.4","25","1677"
"Brian Roberts","Orioles","632","179","16","79","74","112",".283",".807","3.4","30","166"
"Juan Uribe","Giants","398","115","16","55","25","82",".289",".824","2.8","3","454"
"Asdrubal Cabrera","Indians","523","161","6","68","44","89",".308",".799","2.9","17","4962"
"Ian Kinsler","Rangers","566","143","31","86","59","77",".253",".814","4.5","31","6195"
"Juan Rivera","Angels","529","152","25","88","36","57",".287",".810","2.5","0","843"
"Daric Barton","Athletics","160","43","3","24","26","25",".269",".784","0.7","0","5928"
"Xavier Paul","Dodgers","14","3","1","1","2","4",".214",".813","0.0","0","5963"
"Nick Markakis","Orioles","642","188","18","101","56","98",".293",".801","2.1","6","5930"
"Justin Maxwell","Nationals","89","22","4","9","12","32",".247",".793","0.9","6","6827"
"Ryan Roberts","Diamondbacks","305","85","7","25","40","55",".279",".783","1.9","7","5653"
"Milton Bradley","Cubs","393","101","12","40","66","95",".257",".775","0.7","2","369"
"Chris Iannetta","Rockies","289","66","16","52","43","75",".228",".804","1.9","0","8267"
"Nate McLouth","- - -","507","130","20","70","68","99",".256",".788","3.2","19","3190"
"Mike Lowell","Red Sox","445","129","17","75","33","61",".290",".811","0.0","2","527"
"Maicer Izturis","Angels","387","116","8","65","35","41",".300",".794","3.2","13","2437"
"Jeff Larish","Tigers","74","16","4","7","15","25",".216",".790","0.2","0","5128"
"Jermaine Dye","White Sox","503","126","27","81","64","108",".250",".793","-0.8","0","911"
"Marlon Byrd","Rangers","547","155","20","89","32","98",".283",".808","1.3","8","950"
"Mike Cameron","Brewers","544","136","24","70","75","156",".250",".795","4.2","7","1070"
"Grady Sizemore","Indians","436","108","18","64","60","92",".248",".788","2.1","13","2197"
"Rajai Davis","Athletics","390","119","3","48","29","70",".305",".784","3.4","41","3708"
"Miguel Tejada","Astros","635","199","14","86","19","48",".313",".795","1.9","5","941"
"Eric Hinske","- - -","190","46","8","25","27","52",".242",".780","0.7","1","1305"
"Vladimir Guerrero","Angels","383","113","15","50","19","56",".295",".794","0.5","2","778"
"Adam Jones","Orioles","473","131","19","70","36","93",".277",".792","1.5","10","6368"
"Jorge Cantu","Marlins","585","169","16","100","47","81",".289",".788","1.0","3","2521"
"David DeJesus","Royals","558","157","13","71","51","87",".281",".781","3.6","4","1825"
"Eric Patterson","Athletics","94","27","1","11","14","25",".287",".766","0.3","6","9072"
"Dexter Fowler","Rockies","433","115","4","34","67","116",".266",".770","0.7","27","4062"
"Jack Cust","Athletics","513","123","25","70","93","185",".240",".773","0.6","4","1564"
"David Ortiz","Red Sox","541","129","28","99","74","134",".238",".794","0.3","0","745"
"Cody Ross","Marlins","559","151","24","90","34","122",".270",".790","1.6","5","1760"
"Micah Owings","Reds","54","14","3","10","1","19",".259",".818","0.8","0","4253"
"Willie Harris","Nationals","323","76","7","27","57","62",".235",".757","0.7","11","236"
"Mike Hampton","Astros","37","12","1","7","2","8",".324",".782","0.6","0","430"
"Ben Francisco","- - -","405","104","15","46","38","83",".257",".779","0.8","14","4677"
"Orlando Hudson","Dodgers","551","156","9","62","62","99",".283",".774","2.8","8","1307"
"Erick Aybar","Angels","504","157","5","58","30","54",".312",".776","3.7","14","4082"
"Craig Counsell","Brewers","404","115","4","39","42","54",".285",".766","2.2","3","52"
"Howie Kendrick","Angels","374","109","10","61","20","71",".291",".778","2.1","11","4229"
"David Murphy","Rangers","432","116","17","57","49","106",".269",".785","1.2","9","6035"
"Carlos Quentin","White Sox","351","83","21","56","31","52",".236",".779","-0.5","3","6274"
"Ryan Garko","- - -","354","95","13","51","29","50",".268",".765","0.7","0","6319"
"Jacoby Ellsbury","Red Sox","624","188","8","60","49","74",".301",".770","2.0","70","4727"
"Gregg Zaun","- - -","262","68","8","27","31","48",".260",".761","1.8","0","580"
"Ian Stewart","Rockies","425","97","25","70","56","138",".228",".785","1.2","7","5950"
"Carlos Ruiz","Phillies","322","82","9","43","47","39",".255",".780","2.4","3","2579"
"Curtis Granderson","Tigers","631","157","30","71","72","141",".249",".780","2.9","20","4747"
"Scott Podsednik","White Sox","537","163","7","48","39","74",".304",".764","1.9","30","1095"
"Skip Schumaker","Cardinals","532","161","4","35","52","69",".303",".757","1.6","2","3704"
"Nyjer Morgan","- - -","469","144","3","39","40","74",".307",".757","4.8","42","4885"
"Jeff Baker","- - -","226","65","4","24","18","53",".288",".768","1.2","1","2073"
"Jose Bautista","Blue Jays","336","79","13","40","56","85",".235",".757","1.8","4","1887"
"Ronnie Belliard","- - -","264","73","10","39","20","56",".277",".776","1.4","3","677"
"Andruw Jones","Rangers","281","60","17","43","45","72",".214",".782","0.6","5","96"
"Fernando Tatis","Mets","340","96","8","48","22","54",".282",".777","1.7","4","798"
"Ryan Ludwick","Cardinals","486","129","22","97","41","106",".265",".775","2.3","4","1260"
"Mike Sweeney","Mariners","242","68","8","34","17","31",".281",".777","0.2","0","634"
"Yadier Molina","Cardinals","481","141","6","54","50","39",".293",".749","3.3","9","7007"
"Juan Pierre","Dodgers","380","117","0","31","27","27",".308",".757","1.9","30","443"
"Cliff Pennington","Athletics","208","58","4","21","19","46",".279",".760","0.6","7","3395"
"Esteban German","Rangers","46","14","0","4","4","7",".304",".751","0.1","1","1449"
"Walter Silva","Padres","8","3","0","0","0","3",".375",".750","0.1","0","5157"
"Brandon Phillips","Reds","584","161","20","98","44","75",".276",".776","2.7","25","791"
"Chris Dickerson","Reds","255","70","2","15","39","66",".275",".743","1.7","11","7095"
"Julio Lugo","- - -","257","72","3","21","29","45",".280",".756","-0.2","9","565"
"Franklin Gutierrez","Mariners","565","160","18","70","46","122",".283",".764","6.0","16","3255"
"Adam Kennedy","Athletics","529","153","11","63","45","86",".289",".758","1.5","20","19"
"John Buck","Royals","186","46","8","36","13","55",".247",".782","0.4","1","2041"
"Jose Morales","Twins","119","37","0","7","14","22",".311",".742","0.1","0","3726"
"Miguel Olivo","Royals","390","97","23","65","19","126",".249",".781","1.6","5","1638"
"Luis Castillo","Mets","486","147","1","40","69","58",".302",".732","1.5","20","513"
"Omar Infante","Braves","203","62","2","27","19","28",".305",".750","1.1","2","1609"
"Gabe Kapler","Rays","205","49","8","32","29","39",".239",".768","0.9","5","1256"
"Drew Stubbs","Reds","180","48","8","17","15","49",".267",".762","1.4","10","9328"
"Ronny Paulino","Marlins","239","65","8","27","25","48",".272",".762","1.1","1","2129"
"John Baker","Marlins","373","101","9","50","41","89",".271",".759","1.4","0","4756"
"Marcus Thames","Tigers","258","65","13","36","29","72",".252",".777","0.0","0","1523"
"Ryan Sweeney","Athletics","484","142","6","53","40","67",".293",".755","3.8","6","6352"
"Corey Hart","Brewers","419","109","12","48","43","92",".260",".753","0.6","11","1945"
"Jose Reyes","Mets","147","41","2","15","18","19",".279",".750","0.7","11","1736"
"Carlos Guillen","Tigers","277","67","11","41","39","56",".242",".757","-0.2","1","1079"
"Jake Fox","Cubs","216","56","11","44","14","47",".259",".779","0.1","0","6267"
"Will Venable","Padres","293","75","12","38","25","89",".256",".763","1.8","6","211"
"James Loney","Dodgers","576","162","13","90","70","68",".281",".756","1.2","7","4556"
"Jay Bruce","Reds","345","77","22","58","38","75",".223",".773","1.8","3","9892"
"Akinori Iwamura","Rays","231","67","1","22","24","44",".290",".745","0.9","9","7781"
"Jeff Bailey","Red Sox","77","16","3","9","10","21",".208",".745","0.3","0","2394"
"Michael Morse","Nationals","52","13","3","10","3","16",".250",".772","0.4","0","3035"
"Felix Pie","Orioles","252","67","9","29","24","58",".266",".763","1.0","1","3751"
"Mat Gamel","Brewers","128","31","5","20","18","54",".242",".760","0.4","1","4034"
"Matt Wieters","Orioles","354","102","9","43","28","86",".288",".753","1.2","0","4298"
"Jason Michaels","Astros","135","32","4","16","16","38",".237",".752","0.1","1","1399"
"Josh Thole","Mets","53","17","0","9","4","5",".321",".752","0.1","1","9689"
"Michael Bourn","Astros","606","173","3","35","63","140",".285",".738","4.8","61","6387"
"Kelly Shoppach","Indians","271","58","12","40","33","98",".214",".734","0.9","0","3867"
"Travis Snider","Blue Jays","241","58","9","29","29","78",".241",".748","-0.2","1","2830"
"Melky Cabrera","Yankees","485","133","13","68","43","59",".274",".752","1.5","10","4022"
"Jeremy Hermida","Marlins","429","111","13","47","56","101",".259",".740","0.0","5","7208"
"Scott Hairston","- - -","430","114","17","64","25","83",".265",".763","1.7","11","1926"
"Mark DeRosa","- - -","515","129","23","78","47","121",".250",".752","1.8","3","1392"
"Reed Johnson","Cubs","165","42","4","22","13","27",".255",".742","0.2","2","1702"
"Matt Stairs","Phillies","103","20","5","17","23","30",".194",".735","0.3","0","1384"
"Fred Lewis","Giants","295","76","4","20","36","84",".258",".738","1.2","8","4693"
"Jason Giambi","- - -","293","59","13","51","57","80",".201",".725","-0.1","0","818"
"Willy Aybar","Rays","296","75","12","41","34","54",".253",".747","0.3","1","2192"
"A.J. Pierzynski","White Sox","504","151","13","49","24","52",".300",".755","1.8","1","746"
"Jose Lopez","Mariners","613","167","25","96","24","69",".272",".766","1.7","3","3114"
"Brayan Pena","Royals","165","45","6","18","12","18",".273",".761","0.0","0","3231"
"Chase Headley","Padres","543","142","12","64","62","133",".262",".734","1.0","10","4720"
"Matt LaPorta","Indians","181","46","7","21","12","37",".254",".750","0.2","2","2280"
"Rocco Baldelli","Red Sox","150","38","7","23","11","37",".253",".744","0.5","1","1656"
"Brendan Ryan","Cardinals","390","114","3","37","24","56",".292",".740","2.7","14","6073"
"Brett Gardner","Yankees","248","67","3","23","26","40",".270",".724","2.3","26","9927"
"Chad Moeller","Orioles","89","23","2","10","7","16",".258",".751","0.1","0","66"
"Ken Griffey Jr.","Mariners","387","83","19","57","63","80",".214",".735","0.0","0","327"
"Andy LaRoche","Pirates","524","135","12","64","50","84",".258",".731","2.2","3","6444"
"Laynce Nix","Reds","309","74","15","46","22","81",".239",".767","1.2","0","1766"
"Matt Joyce","Rays","32","6","3","7","3","7",".188",".770","-0.2","1","3353"
"Elijah Dukes","Nationals","364","91","8","58","46","74",".250",".729","-0.2","3","4946"
"Aaron Rowand","Giants","499","130","15","64","30","125",".261",".738","2.4","4","254"
"Edwin Encarnacion","- - -","293","66","13","39","37","67",".225",".729","0.1","2","2151"
"Alejandro De Aza","Marlins","20","5","0","3","5","5",".250",".685","0.2","0","3371"
"Reid Brignac","Rays","90","25","1","6","3","20",".278",".746","0.3","2","8380"
"Freddy Sanchez","- - -","457","134","7","41","22","76",".293",".742","1.6","5","1624"
"Xavier Nady","Yankees","28","8","0","2","1","6",".286",".739","-0.1","0","1658"
"Mark Teahen","Royals","524","142","12","50","37","123",".271",".734","-0.5","8","4511"
"Stephen Drew","Diamondbacks","533","139","12","65","49","87",".261",".748","2.1","5","4251"
"Josh Hamilton","Rangers","336","90","10","54","24","79",".268",".741","1.3","8","1875"
"Placido Polanco","Tigers","618","176","10","72","36","46",".285",".727","2.8","7","1176"
"Andy Green","Mets","4","1","0","0","1","1",".250",".650","0.0","0","2991"
"Kurt Suzuki","Athletics","570","156","15","88","28","59",".274",".734","3.1","8","8259"
"Michael Brantley","Indians","112","35","0","11","8","19",".313",".707","-0.6","4","4106"
"Brad Ausmus","Dodgers","95","28","1","9","5","21",".295",".712","0.5","1","546"
"Lou Marson","- - -","61","15","0","4","10","21",".246",".708","0.5","0","7610"
"Daniel Murphy","Mets","508","135","12","63","38","69",".266",".741","0.8","4","4316"
"Coco Crisp","Royals","180","41","3","14","29","23",".228",".714","1.3","13","1572"
"Ryan Theriot","Cubs","602","171","7","54","51","93",".284",".712","2.2","21","3811"
"Brandon Inge","Tigers","562","129","27","84","54","170",".230",".720","2.0","2","470"
"Alexei Ramirez","White Sox","542","150","15","68","49","66",".277",".723","2.0","14","5133"
"Yorvit Torrealba","Rockies","213","62","2","31","21","42",".291",".732","0.6","1","1135"
"Gerardo Parra","Diamondbacks","455","132","5","60","25","89",".290",".729","-0.2","5","8553"
"Cameron Maybin","Marlins","176","44","4","13","17","51",".250",".727","1.0","1","5223"
"Cory Sullivan","Mets","136","34","2","15","19","22",".250",".720","0.3","7","1940"
"John Hester","Diamondbacks","28","7","1","4","2","7",".250",".729","0.1","0","877"
"Jamey Carroll","Indians","315","87","2","26","36","63",".276",".695","1.2","4","1591"
"Delmon Young","Twins","395","112","12","60","12","92",".284",".733","-1.3","2","2140"
"Casey Kotchman","- - -","385","103","7","48","39","42",".268",".721","0.8","1","1930"
"Rafael Furcal","Dodgers","613","165","9","47","61","89",".269",".711","3.0","12","88"
"Clete Thomas","Tigers","275","66","7","39","33","77",".240",".709","1.2","3","3373"
"Ross Gload","Marlins","230","60","6","30","23","30",".261",".729","0.5","0","1538"
"Ryan Church","- - -","359","98","4","40","33","58",".273",".722","1.0","6","2106"
"Brian Buscher","Twins","136","32","2","12","24","35",".235",".676","0.3","0","6234"
"Clint Barmes","Rockies","550","135","23","76","31","121",".245",".734","1.7","12","1830"
"Landon Powell","Athletics","140","32","7","30","14","36",".229",".725","0.6","0","8361"
"Travis Ishikawa","Giants","326","85","9","39","30","89",".261",".715","1.2","2","4793"
"Joe Inglett","Blue Jays","89","25","0","6","8","21",".281",".695","-0.1","3","7254"
"Alex Gordon","Royals","164","38","6","22","21","43",".232",".703","0.4","5","5209"
