"Name","Team","AB","H","HR","RBI","BB","SO","AVG","OPS","WAR","SB","playerid"
"Brandon Lyon","Astros","1","1","0","1","0","0","1.000","3.000","0.1","0","1312"
"Jeremy Horst","Reds","1","1","0","1","0","0","1.000","2.000","0.1","0","596"
"Bryan Augenstein","Cardinals","1","1","0","0","0","0","1.000","2.000","0.1","0","936"
"Josh Tomlin","Indians","2","2","0","1","0","0","1.000","2.000","0.1","0","9388"
"Sean Burnett","Nationals","1","1","0","0","1","0","1.000","2.000","0.1","0","1886"
"Zach Britton","Orioles","8","5","1","2","0","1",".625","1.750","0.4","0","3240"
"Aaron Thompson","Pirates","0","0","0","0","1","0",".000","1.000","0.0","0","999"
"Matt Guerrier","Dodgers","0","0","0","1","1","0",".000","1.000","0.0","0","2061"
"Jose Veras","Pirates","0","0","0","0","1","0",".000","1.000","0.0","0","2063"
"Santiago Casilla","Giants","0","0","0","0","1","0",".000","1.000","0.0","0","2873"
"Josh Stinson","Mets","0","0","0","0","1","0",".000","1.000","0.0","0","3219"
"Joey Gathright","Red Sox","0","0","0","0","1","0",".000","1.000","0.0","1","3913"
"Dan Runzler","Giants","0","0","0","0","1","0",".000","1.000","0.0","0","4080"
"Mark Melancon","Astros","0","0","0","0","1","0",".000","1.000","0.0","0","4264"
"Javy Guerra","Dodgers","0","0","0","0","1","0",".000","1.000","0.0","0","7407"
"Mark Buehrle","White Sox","2","1","0","0","0","1",".500","1.500","0.1","0","225"
"Matt Belisle","Rockies","2","1","0","0","0","0",".500","1.500","0.1","0","1837"
"Jarrod Parker","Diamondbacks","2","1","0","0","0","1",".500","1.500","0.1","0","4913"
"Eric Stults","Rockies","2","1","0","0","0","0",".500","1.500","0.1","0","8011"
"Tyler Chatwood","Angels","3","2","0","0","0","0",".667","1.333","0.2","0","4338"
"Brandon Dickson","Cardinals","3","2","0","0","0","1",".667","1.333","0.1","0","6979"
"Chris Jakubauskas","Orioles","3","2","0","0","0","0",".667","1.333","0.1","0","7831"
"Francisco Liriano","Twins","2","1","0","1","1","0",".500","1.167","0.1","0","3201"
"Cole Gillespie","Diamondbacks","6","2","1","4","1","1",".333","1.262","0.1","0","5888"
"Esteban German","Rangers","11","5","1","4","1","1",".455","1.280","0.3","1","1449"
"Chris Parmelee","Twins","76","27","4","14","12","13",".355","1.035","1.1","0","2554"
"Mike Napoli","Rangers","369","118","30","75","58","85",".320","1.046","5.4","4","3057"
"Antoan Richardson","Braves","4","2","0","0","0","0",".500","1.000","0.1","1","209"
"Francisco Rodriguez","- - -","2","1","0","0","0","1",".500","1.000","0.0","0","1642"
"Ervin Santana","Angels","2","1","0","0","0","1",".500","1.000","0.0","0","3200"
"Jose Arredondo","Reds","2","1","0","0","0","1",".500","1.000","0.0","0","4722"
"Craig Stammen","Nationals","2","1","0","0","0","0",".500","1.000","0.0","0","7274"
"Wade Davis","Rays","2","1","0","0","0","1",".500","1.000","0.1","0","7441"
"Alexi Ogando","Rangers","2","1","0","0","0","1",".500","1.000","0.0","0","10261"
"Dontrelle Willis","Reds","31","12","1","4","0","4",".387","1.032","0.8","0","1703"
"Jose Bautista","Blue Jays","513","155","43","103","132","111",".302","1.056","8.1","9","1887"
"Miguel Cabrera","Tigers","572","197","30","105","108","89",".344","1.033","6.5","2","1744"
"Scott Baker","Twins","5","2","0","0","0","1",".400","1.000","0.1","0","6176"
"Ryan Braun","Brewers","563","187","33","111","58","93",".332",".994","7.1","33","3410"
"Adron Chambers","Cardinals","8","3","0","4","0","1",".375","1.000","0.0","0","7995"
"John Lackey","Red Sox","3","1","0","1","0","1",".333","1.000","0.1","0","1507"
"Jesus Montero","Yankees","61","20","4","12","7","17",".328",".996","0.6","0","5514"
"Matt Kemp","Dodgers","602","195","39","126","74","159",".324",".986","8.3","40","5631"
"Yonder Alonso","Reds","88","29","5","15","10","21",".330",".943","0.5","0","2530"
"Prince Fielder","Brewers","569","170","38","120","107","106",".299",".981","4.7","1","4613"
"Jason Giambi","Rockies","131","34","13","32","17","45",".260",".958","1.2","0","818"
"Lance Berkman","Cardinals","488","147","31","94","92","93",".301",".959","4.8","2","548"
"Brett Lawrie","Blue Jays","150","44","9","25","16","31",".293",".953","2.6","7","5247"
"Adrian Gonzalez","Red Sox","630","213","27","117","74","119",".338",".957","6.1","1","1908"
"David Ortiz","Red Sox","525","162","29","96","78","83",".309",".953","3.7","1","745"
"Joey Votto","Reds","599","185","29","103","110","129",".309",".947","6.4","8","4314"
"C.J. Wilson","Rangers","4","1","0","0","0","0",".250","1.000","0.1","0","3580"
"Zach Duke","Diamondbacks","20","6","2","6","1","7",".300",".933","0.4","0","3840"
"Jacoby Ellsbury","Red Sox","660","212","32","105","52","98",".321",".928","9.4","39","4727"
"Alejandro De Aza","White Sox","152","50","4","23","17","34",".329",".920","2.5","12","3371"
"Steve Clevenger","Cubs","4","1","0","0","0","0",".250",".900","0.0","0","9542"
"Logan Schafer","Brewers","3","1","0","0","1","1",".333",".833","0.1","0","7937"
"Matt Holliday","Cardinals","446","132","22","75","60","93",".296",".912","4.4","2","1873"
"Allen Craig","Cardinals","200","63","11","40","15","40",".315",".917","2.3","5","3433"
"Curtis Granderson","Yankees","583","153","41","119","85","169",".262",".916","6.8","25","4747"
"Ike Davis","Mets","129","39","7","25","17","31",".302",".925","1.3","0","8433"
"Carlos Beltran","- - -","520","156","22","84","71","88",".300",".910","4.3","4","589"
"Michael Morse","Nationals","522","158","31","95","36","126",".303",".910","2.9","2","3035"
"Troy Tulowitzki","Rockies","537","162","30","105","59","79",".302",".916","5.4","9","3531"
"Justin Upton","Diamondbacks","592","171","31","88","59","126",".289",".898","6.3","21","5222"
"Paul Konerko","White Sox","543","163","31","105","77","89",".300",".906","2.7","1","242"
"Albert Pujols","Cardinals","579","173","37","99","61","58",".299",".906","4.0","9","1177"
"Alex Avila","Tigers","464","137","19","82","73","131",".295",".895","4.6","3","7476"
"Pablo Sandoval","Giants","426","134","23","70","32","63",".315",".909","5.3","2","5409"
"Bryan LaHair","Cubs","59","17","2","6","9","18",".288",".885","0.2","0","5462"
"Alex Gordon","Royals","611","185","23","87","67","139",".303",".879","6.6","17","5209"
"Gil Velazquez","Angels","6","3","0","1","0","0",".500",".929","0.1","0","2070"
"Leonys Martin","Rangers","8","3","0","0","0","1",".375",".875","0.1","0","11846"
"Giancarlo Stanton","Marlins","516","135","34","87","70","166",".262",".893","4.3","5","4949"
"Adrian Beltre","Rangers","487","144","32","105","25","53",".296",".892","5.5","1","639"
"Carlos Gonzalez","Rockies","481","142","26","92","48","105",".295",".889","3.5","20","7287"
"Hunter Pence","- - -","606","190","22","97","56","124",".314",".871","4.3","8","8252"
"Jose Reyes","Mets","537","181","7","44","43","41",".337",".877","5.9","39","1736"
"Corey Hart","Brewers","492","140","26","63","51","114",".285",".866","3.8","7","1945"
"Dustin Pedroia","Red Sox","635","195","21","91","86","85",".307",".861","7.8","26","8370"
"Aramis Ramirez","Cubs","565","173","26","93","43","69",".306",".871","3.4","1","1002"
"Matt Downs","Astros","199","55","10","41","17","47",".276",".864","1.2","0","957"
"Robinson Cano","Yankees","623","188","28","118","38","96",".302",".882","5.1","8","3269"
"Andruw Jones","Yankees","190","47","13","33","29","62",".247",".851","1.5","0","96"
"Henry Blanco","Diamondbacks","100","25","8","12","12","21",".250",".870","1.1","0","81"
"Brett Pill","Giants","50","15","2","9","2","8",".300",".881","0.6","0","5834"
"Todd Helton","Rockies","421","127","14","69","59","71",".302",".850","2.3","0","432"
"Carlos Zambrano","Cubs","44","14","2","5","2","14",".318",".848","0.8","0","305"
"Michael Young","Rangers","631","213","11","106","47","78",".338",".854","3.1","6","1286"
"Josh Hamilton","Rangers","487","145","25","94","39","93",".298",".882","3.9","8","1875"
"Victor Martinez","Tigers","540","178","12","103","46","51",".330",".850","2.1","1","393"
"Lucas Duda","Mets","301","88","10","50","33","57",".292",".852","0.8","1","2502"
"John Mayberry","Phillies","267","73","15","49","26","55",".273",".854","2.3","8","3390"
"Shane Victorino","Phillies","519","145","17","61","55","63",".279",".847","5.7","19","1677"
"Jesus Guzman","Padres","247","77","5","44","22","43",".312",".847","2.1","9","3118"
