"Name","Team","AB","H","HR","RBI","BB","SO","AVG","OPS","WAR","SB","playerid"
"Larry Walker","Cardinals","315","91","15","52","41","64",".289",".886","2.2","2","455"
"Matt Murton","Cubs","140","45","7","14","16","22",".321",".908","1.6","2","6307"
"Gary Sheffield","Yankees","584","170","34","123","78","76",".291",".891","2.4","10","114"
"Jeff Kent","Dodgers","553","160","29","105","72","85",".289",".889","3.6","6","1119"
"Nelson Cruz","Brewers","5","1","0","0","2","0",".200",".829","0.1","0","2434"
"David Dellucci","Rangers","435","109","29","65","76","121",".251",".879","2.2","5","1402"
"Geoff Jenkins","Brewers","538","157","25","86","56","138",".292",".888","4.9","0","690"
"Bobby Abreu","Phillies","588","168","24","102","117","134",".286",".879","3.8","31","945"
"Troy Glaus","Diamondbacks","538","139","37","97","84","145",".258",".885","3.2","4","15"
"Jhonny Peralta","Indians","504","147","24","78","58","128",".292",".885","4.3","0","1738"
"Eduardo Perez","Devil Rays","161","41","11","28","26","30",".255",".865","0.5","0","1409"
"Mark Ellis","Athletics","434","137","13","52","44","51",".316",".861","4.4","1","1443"
"Reggie Sanders","Cardinals","295","80","21","54","28","75",".271",".886","1.7","14","1129"
"Javier Valentin","Reds","221","62","14","50","30","37",".281",".883","2.1","0","759"
"Chris Shelton","Tigers","388","116","18","59","34","87",".299",".870","2.5","0","1891"
"Frank Thomas","White Sox","105","23","12","26","16","31",".219",".905","0.4","0","255"
"Matt Holliday","Rockies","479","147","19","87","36","79",".307",".866","2.6","14","1873"
"Mark Sweeney","Padres","221","65","8","40","40","58",".294",".861","1.8","4","1408"
"Jeff Francoeur","Braves","257","77","14","45","11","58",".300",".884","3.0","3","4792"
"Jason Varitek","Red Sox","470","132","22","70","62","117",".281",".856","3.5","2","217"
"Derek Jeter","Yankees","654","202","19","70","77","117",".309",".839","4.4","14","826"
"Hideki Matsui","Yankees","629","192","23","116","63","78",".305",".863","2.5","2","1659"
"Randy Winn","- - -","617","189","20","63","48","91",".306",".859","5.1","19","1235"
"Chris Snelling","Mariners","29","8","1","1","5","2",".276",".831","0.4","0","1480"
"Miguel Tejada","Orioles","654","199","26","98","40","83",".304",".865","4.7","5","941"
"Victor Martinez","Indians","547","167","20","80","63","78",".305",".853","4.7","0","393"
"Cliff Floyd","Mets","550","150","34","98","63","98",".273",".863","3.7","12","518"
"Placido Polanco","- - -","501","166","9","56","33","25",".331",".830","5.4","4","1176"
"Mike Sweeney","Royals","470","141","21","83","33","61",".300",".864","1.7","3","634"
"Russell Branyan","Brewers","202","52","12","31","39","80",".257",".868","1.1","1","370"
"Kevin Youkilis","Red Sox","79","22","1","9","14","19",".278",".805","0.6","0","1935"
"Ray Sadler","Pirates","8","2","1","1","0","1",".250",".875","0.1","0","2914"
"Ryan Ludwick","Indians","41","9","4","5","7","13",".220",".846","-0.1","0","1260"
"Jose Cruz","- - -","370","93","18","50","66","101",".251",".837","0.8","0","1296"
"Jason Michaels","Phillies","289","88","4","31","44","45",".304",".814","3.6","3","1399"
"Casey Kotchman","Angels","126","35","7","22","15","18",".278",".836","0.4","1","1930"
"Randy Keisler","Reds","15","4","1","2","0","4",".267",".867","0.2","0","830"
"Jermaine Dye","White Sox","529","145","31","86","39","99",".274",".846","2.2","11","911"
"Milton Bradley","Dodgers","283","82","13","38","25","47",".290",".835","1.6","6","369"
"Chris Duffy","Pirates","126","43","1","9","7","22",".341",".814","1.4","2","3605"
"Rondell White","Tigers","374","117","12","53","17","48",".313",".837","1.7","1","856"
"Felipe Lopez","Reds","580","169","23","85","57","111",".291",".838","4.7","15","1311"
"Marcus Giles","Braves","577","168","15","63","64","108",".291",".826","5.2","16","89"
"Mike Hampton","Braves","25","8","1","1","0","9",".320",".826","0.5","0","430"
"Grady Sizemore","Indians","640","185","22","81","52","132",".289",".832","5.6","22","2197"
"Craig Wilson","Pirates","197","52","5","22","30","69",".264",".808","1.0","3","1015"
"Kenny Lofton","Phillies","367","123","2","36","32","41",".335",".811","3.9","22","246"
"Todd Walker","Cubs","397","121","12","40","31","40",".305",".829","1.8","1","359"
"Bill Hall","Brewers","501","146","17","62","39","103",".291",".837","3.4","18","1605"
"Frank Catalanotto","Blue Jays","419","126","8","59","37","53",".301",".818","1.9","0","1241"
"Matt Stairs","Royals","396","109","13","66","60","69",".275",".818","1.0","1","1384"
"Melvin Mora","Orioles","593","168","27","88","50","112",".283",".821","4.2","7","157"
"Sergio Mitre","Cubs","11","4","0","1","0","1",".364",".818","0.2","0","1773"
"Shawn Green","Diamondbacks","581","166","22","73","62","95",".286",".832","1.2","8","651"
"Ryan Church","Nationals","268","77","9","42","24","70",".287",".820","1.9","3","2106"
"Luis Gonzalez","Diamondbacks","579","157","24","79","78","90",".271",".825","2.6","4","55"
"Jeff Cirillo","Brewers","185","52","4","23","23","22",".281",".800","1.7","4","1073"
"Mike Cameron","Mets","308","84","12","39","29","85",".273",".819","2.1","13","1070"
"Michael Barrett","Cubs","424","117","16","61","40","61",".276",".824","2.9","0","762"
"Lyle Overbay","Brewers","537","148","19","72","78","98",".276",".816","2.3","1","1617"
"Wes Helms","Brewers","168","50","4","24","14","30",".298",".815","0.7","0","94"
"Brady Clark","Brewers","599","183","13","53","47","55",".306",".798","2.8","10","1398"
"John Rodriguez","Cardinals","149","44","5","24","19","45",".295",".818","0.4","2","2338"
"Jay Gibbons","Orioles","488","135","26","79","28","56",".277",".833","2.3","0","141"
"Shane Victorino","Phillies","17","5","2","8","0","3",".294",".910","0.1","0","1677"
"Lenny Harris","Marlins","70","22","1","13","7","11",".314",".799","0.3","0","1394"
"Roberto Petagine","Red Sox","32","9","1","9","4","5",".281",".799","0.0","0","8607"
"Eddy Garabito","Rockies","88","27","1","8","8","12",".307",".782","0.1","3","7022"
"Al Reyes","Cardinals","1","0","0","0","1","1",".000",".500","0.0","0","1005"
"Scott Cassidy","- - -","1","0","0","0","1","1",".000",".500","0.0","0","1293"
"Henry Mateo","Nationals","1","0","0","0","1","0",".000",".500","0.1","0","1461"
"Kevin Reese","Yankees","1","0","0","0","1","1",".000",".500","-0.1","0","2977"
"Franklin Gutierrez","Indians","1","0","0","0","1","0",".000",".500","0.1","0","3255"
"Hayden Penn","Orioles","1","0","0","0","1","0",".000",".500","0.0","0","4893"
"Josh Willingham","Marlins","23","7","0","4","2","5",".304",".755","0.1","0","2103"
"Johnny Damon","Red Sox","624","197","10","75","53","69",".316",".805","2.7","18","185"
"David DeJesus","Royals","461","135","9","56","42","76",".293",".804","4.0","5","1825"
"Bill Mueller","Red Sox","519","153","10","62","59","74",".295",".799","3.5","0","295"
"Carlos Guillen","Tigers","334","107","5","23","24","45",".320",".803","2.0","2","1079"
"Coco Crisp","Indians","594","178","16","69","44","81",".300",".810","5.2","15","1572"
"Aaron Guiel","Royals","109","32","4","7","6","21",".294",".805","1.4","1","1503"
"Dan Johnson","Athletics","375","103","15","58","50","52",".275",".806","1.4","0","2167"
"Matthew LeCroy","Twins","304","79","17","50","41","85",".260",".798","0.6","0","1456"
"Sean Casey","Reds","529","165","9","58","48","48",".312",".795","1.3","2","314"
"Bobby Crosby","Athletics","333","92","9","38","35","54",".276",".802","3.8","0","1818"
"Trot Nixon","Red Sox","408","112","13","67","53","59",".275",".804","3.8","2","204"
"Emil Brown","Royals","545","156","17","86","48","108",".286",".804","1.2","10","1197"
"Chris Denorfia","Reds","38","10","1","2","6","9",".263",".785","0.2","1","4400"
"Jose Guillen","Nationals","551","156","24","76","31","102",".283",".817","3.7","1","57"
"Jason LaRue","Reds","361","94","14","60","41","101",".260",".806","2.7","0","337"
"Tony Graffanino","- - -","379","117","7","38","31","51",".309",".791","1.4","7","235"
"Alfonso Soriano","Rangers","637","171","36","104","33","125",".268",".821","2.4","30","847"
"Jason Romano","Reds","30","8","1","3","3","9",".267",".786","0.0","0","1278"
"Walter Young","Orioles","33","10","1","3","4","7",".303",".803","0.0","0","2112"
"Jason Lane","Astros","517","138","26","78","32","105",".267",".815","1.1","6","1397"
"Julio Franco","Braves","233","64","9","42","27","57",".275",".799","0.5","4","87"
"Juan Encarnacion","Marlins","506","145","16","76","41","104",".287",".795","1.5","6","320"
"Luis Castillo","Marlins","439","132","4","30","65","32",".301",".765","3.8","10","513"
"Curtis Granderson","Tigers","162","44","8","20","10","43",".272",".808","1.1","1","4747"
"Magglio Ordonez","Tigers","305","92","8","46","30","35",".302",".795","1.2","0","248"
"Olmedo Saenz","Dodgers","319","84","15","63","27","63",".263",".804","0.5","0","937"
"Carlos Pena","Tigers","260","61","18","44","31","95",".235",".802","0.3","0","934"
"Shea Hillenbrand","Blue Jays","594","173","18","82","26","79",".291",".792","2.1","5","196"
"Raul Ibanez","Mariners","614","172","20","89","71","99",".280",".792","2.1","9","607"
"Jorge Cantu","Devil Rays","598","171","28","117","19","83",".286",".808","1.1","1","2521"
"Carl Crawford","Devil Rays","644","194","15","81","27","84",".301",".800","4.8","46","1201"
"Ryan Klesko","Padres","443","110","18","58","75","80",".248",".775","1.5","3","1041"
"Ray Durham","Giants","497","144","12","62","48","59",".290",".785","2.8","6","230"
"Jeff Conine","Marlins","335","102","3","33","38","58",".304",".777","-0.2","2","131"
"Carlos Lee","Brewers","618","164","32","114","57","87",".265",".811","1.8","13","243"
"Luke Hudson","Reds","25","8","0","3","2","9",".320",".770","0.4","0","1542"
"Preston Wilson","- - -","520","135","25","90","45","148",".260",".793","0.7","6","545"
"Wilson Betemit","Braves","246","75","4","20","22","55",".305",".794","1.1","1","1861"
"Kevin Mench","Rangers","557","147","25","73","50","68",".264",".797","2.7","4","1261"
"Hee Seop Choi","Dodgers","320","81","15","42","34","80",".253",".789","1.1","1","270"
"Dave Roberts","Padres","411","113","8","38","53","59",".275",".784","2.3","23","670"
"Craig Biggio","Astros","590","156","26","69","37","90",".264",".792","2.7","11","549"
"Ty Wigginton","Pirates","155","40","7","25","14","30",".258",".788","-0.7","0","1491"
"Jorge Posada","Yankees","474","124","19","71","66","94",".262",".782","3.3","1","841"
"John Olerud","Red Sox","173","50","7","37","16","20",".289",".795","0.4","0","1093"
"Wily Mo Pena","Reds","311","79","19","51","20","116",".254",".796","-0.4","2","344"
"Alex Sanchez","- - -","176","57","2","16","8","34",".324",".785","-0.5","8","708"
"Tadahito Iguchi","White Sox","511","142","15","71","47","114",".278",".780","3.3","15","8581"
"Joe Randa","- - -","555","153","17","68","47","81",".276",".787","2.0","0","623"
"Joe Mauer","Twins","489","144","9","55","61","64",".294",".783","3.4","13","1857"
"Eric Chavez","Athletics","625","168","27","101","58","129",".269",".794","5.2","6","906"
"Torii Hunter","Twins","372","100","14","56","34","65",".269",".788","2.4","23","731"
"Sal Fasano","Orioles","160","40","11","20","9","41",".250",".785","0.9","0","1205"
"Julio Lugo","Devil Rays","616","182","6","57","61","72",".295",".765","4.6","39","565"
"Austin Kearns","Reds","387","93","18","67","48","107",".240",".785","2.0","0","332"
"Dmitri Young","Tigers","469","127","21","72","29","100",".271",".796","1.5","1","505"
"Rich Aurilia","Reds","426","120","14","68","37","67",".282",".782","2.0","2","1106"
"Jason Marquis","Cardinals","87","27","1","10","2","11",".310",".786","1.3","0","105"
"Garrett Atkins","Rockies","519","149","13","89","45","72",".287",".773","1.9","0","1790"
"Rafael Furcal","Braves","616","175","12","58","62","78",".284",".777","4.5","46","88"
"David Eckstein","Cardinals","630","185","8","61","58","44",".294",".758","2.5","11","10"
"Rafael Palmeiro","Orioles","369","98","18","60","43","43",".266",".786","-0.2","2","1266"
"Bengie Molina","Angels","410","121","15","69","27","41",".295",".782","1.7","0","24"
"Ryan Langerhans","Braves","326","87","8","42","37","75",".267",".774","2.5","0","98"
"Ryan Freel","Reds","369","100","4","21","51","59",".271",".743","2.3","36","1207"
"Matt Lawton","- - -","500","127","13","53","69","77",".254",".752","-0.1","18","390"
"Antonio Perez","Dodgers","259","77","3","23","21","61",".297",".758","0.9","11","1708"
"Victor Diaz","Mets","280","72","12","38","30","82",".257",".797","-0.1","6","3424"
"Javy Lopez","Orioles","395","110","15","49","19","68",".278",".780","1.7","0","103"
"Vernon Wells","Blue Jays","620","167","28","97","47","86",".269",".783","3.1","8","1326"
"Felix Escalona","Yankees","14","4","0","2","1","4",".286",".732","0.3","0","1204"
"Mark DeRosa","Rangers","148","36","8","20","16","35",".243",".764","0.7","1","1392"
"Orlando Palmeiro","Astros","204","58","3","20","15","23",".284",".772","0.8","3","28"
"Ricky Ledee","Dodgers","237","66","7","39","20","55",".278",".778","0.7","0","1407"
"Robinson Cano","Yankees","522","155","14","62","16","68",".297",".778","0.2","1","3269"
"Ronnie Belliard","Indians","536","152","17","78","35","72",".284",".774","3.3","2","677"
"Kevin Millar","Red Sox","449","122","9","50","54","74",".272",".753","0.5","0","529"
"Mike Piazza","Mets","398","100","19","62","41","67",".251",".778","0.9","0","893"
"Ramon Hernandez","Padres","369","107","12","58","18","40",".290",".772","2.3","1","918"
"Nomar Garciaparra","Cubs","230","65","9","30","12","24",".283",".772","0.3","0","190"
"Juan Rivera","Angels","350","95","15","59","23","44",".271",".770","1.1","1","843"
"Clint Barmes","Rockies","350","101","10","46","16","36",".289",".764","1.7","6","1830"
"Nick Swisher","Athletics","462","109","21","74","55","110",".236",".768","2.2","0","4599"
"Jimmy Rollins","Phillies","677","196","12","54","47","71",".290",".770","3.9","41","971"
"John Gall","Cardinals","37","10","2","10","1","8",".270",".796","0.1","0","2142"
"Hector Luna","Cardinals","137","39","1","18","9","25",".285",".753","0.8","10","1874"
"Rod Barajas","Rangers","410","104","21","60","26","70",".254",".771","1.9","0","45"
"Ichiro Suzuki","Mariners","679","206","15","68","48","66",".303",".786","3.6","33","1101"
"Jason Tyner","Twins","56","18","0","5","4","4",".321",".742","0.4","2","1232"
"Brad Wilkerson","Nationals","565","140","11","57","84","147",".248",".756","2.4","8","804"
"Tino Martinez","Yankees","303","73","17","49","38","54",".241",".767","0.2","2","1168"
"Brad Hawpe","Rockies","305","80","9","47","43","70",".262",".754","-0.6","2","1885"
"Chone Figgins","Angels","642","186","8","57","64","101",".290",".749","2.7","62","1580"
"Xavier Nady","Padres","326","85","13","43","22","67",".261",".760","0.8","2","1658"
"Eric Hinske","Blue Jays","477","125","15","68","46","121",".262",".763","1.1","8","1305"
"Eric Young","Padres","142","39","2","12","18","12",".275",".737","0.3","7","716"
"Kenny Kelly","- - -","13","4","0","2","1","6",".308",".742","-0.2","1","1084"
"Jose Vidro","Nationals","309","85","7","32","31","30",".275",".763","1.2","0","802"
"Bobby Kielty","Athletics","377","99","10","57","50","67",".263",".746","1.0","3","736"
"Mike Redmond","Twins","148","46","1","26","6","14",".311",".742","0.7","0","538"
"Luis Gonzalez","Rockies","404","118","9","44","20","63",".292",".753","-0.1","3","1860"
"Adam LaRoche","Braves","451","117","20","78","39","87",".259",".775","-1.8","0","1904"
"Ben Johnson","Padres","75","16","3","13","11","23",".213",".777","0.4","0","2731"
"Craig Monroe","Tigers","567","157","20","89","40","95",".277",".768","1.4","8","1464"
"Travis Lee","Devil Rays","404","110","12","49","35","66",".272",".757","1.0","7","958"
"Jeromy Burnitz","Cubs","605","156","24","87","57","109",".258",".757","1.5","5","867"
"Gary Matthews Jr.","Rangers","475","121","17","55","47","90",".255",".756","2.4","9","153"
"Ben Broussard","Indians","466","119","19","68","32","98",".255",".770","0.9","2","312"
"Chris Duncan","Cardinals","10","2","1","3","0","5",".200",".800","0.0","0","2722"
"Brandon Inge","Tigers","616","161","16","72","63","140",".261",".749","3.2","7","470"
"Reed Johnson","Blue Jays","398","107","8","58","22","82",".269",".744","1.4","5","1702"
"Gregg Zaun","Blue Jays","434","109","11","61","73","70",".251",".729","2.0","2","580"
"Prince Fielder","Brewers","59","17","2","10","2","17",".288",".764","0.1","0","4613"
"Damian Miller","Brewers","385","105","9","43","37","94",".273",".753","1.7","0","65"
"Nate McLouth","Pirates","109","28","5","12","3","20",".257",".755","0.4","2","3190"
"Jeff Bagwell","Astros","100","25","3","19","18","21",".250",".738","0.0","0","547"
"Alejandro Machado","Red Sox","5","1","0","0","1","1",".200",".733","0.1","0","2082"
"Dioner Navarro","Dodgers","176","48","3","14","20","21",".273",".729","0.7","0","3179"
"Josh Phelps","Devil Rays","158","42","5","26","12","48",".266",".752","0.1","0","1318"
"Carlos Zambrano","Cubs","80","24","1","6","0","25",".300",".763","1.0","0","305"
"Hank Blalock","Rangers","647","170","25","92","51","132",".263",".749","0.2","1","1419"
"Michael Cuddyer","Twins","422","111","12","42","41","93",".263",".752","1.2","3","1534"
"Ramon Castro","Mets","209","51","8","41","25","58",".244",".756","1.2","1","514"
"Todd Greene","Rockies","126","32","7","23","7","21",".254",".751","0.0","0","1450"
"Ronny Cedeno","Cubs","80","24","1","6","5","11",".300",".731","0.2","1","2179"
"Mark Kotsay","Athletics","582","163","15","82","40","51",".280",".746","1.8","5","1042"
"Mark Grudzielanek","Cardinals","528","155","8","59","26","81",".294",".741","2.8","8","653"
"Craig Counsell","Diamondbacks","578","148","9","42","78","69",".256",".726","2.8","26","52"
"Corey Koskie","Blue Jays","354","88","11","36","44","90",".249",".735","1.7","4","738"
"Joe Crede","White Sox","432","109","22","62","25","66",".252",".756","1.8","1","227"
"Kelly Johnson","Braves","290","70","9","40","40","75",".241",".731","1.5","2","2234"
"Adam Kennedy","Angels","416","125","2","37","29","64",".300",".724","3.2","19","19"
"Carlos Beltran","Mets","582","155","16","78","56","96",".266",".744","2.3","17","589"
"Freddy Sanchez","Pirates","453","132","5","35","27","36",".291",".736","2.9","2","1624"
"Michael Morse","Mariners","230","64","3","23","18","50",".278",".718","0.1","3","3035"
"Aaron Hill","Blue Jays","361","99","3","40","34","41",".274",".727","1.4","2","6104"
"Chris Woodward","Mets","173","49","3","18","13","46",".283",".730","0.6","0","1329"
"Cory Sullivan","Rockies","378","111","4","30","28","83",".294",".729","0.6","12","1940"
"Aaron Rowand","White Sox","578","156","13","69","32","116",".270",".736","3.8","16","254"
"Rickie Weeks Jr.","Brewers","360","86","13","42","40","96",".239",".727","-0.5","15","1849"
"Jay Payton","- - -","408","109","18","63","24","47",".267",".749","1.8","0","890"
"Lance Niekro","Giants","278","70","12","46","17","53",".252",".755","0.2","0","1832"
"Casey Blake","Indians","523","126","23","58","43","116",".241",".746","1.9","4","719"
"Jacque Jones","Twins","523","130","23","73","51","120",".249",".757","0.2","13","735"
"Frank Menechino","Blue Jays","148","32","4","13","25","33",".216",".697","0.4","0","931"
"Bernie Castro","Orioles","80","23","0","7","9","10",".288",".710","0.0","6","2096"
"Brian McCann","Braves","180","50","5","23","18","26",".278",".745","0.5","1","4810"
"Edwin Encarnacion","Reds","211","49","9","31","20","60",".232",".744","0.2","3","2151"
"Dallas McPherson","Angels","205","50","8","26","14","64",".244",".744","0.6","3","2194"
"Jim Thome","Phillies","193","40","7","30","45","59",".207",".712","-0.1","0","409"
"Carl Everett","White Sox","490","123","23","87","42","99",".251",".745","-0.2","4","1249"
"Jacob Cruz","Reds","127","30","4","18","16","46",".236",".734","0.4","0","463"
"Alex Gonzalez","Devil Rays","349","94","9","38","26","74",".269",".733","2.1","2","281"
"Mike Lieberthal","Phillies","392","103","12","47","35","35",".263",".755","1.2","0","959"
"Rob Mackowiak","Pirates","463","126","9","58","43","100",".272",".726","2.0","8","995"
"Edgar Renteria","Red Sox","623","172","8","70","55","100",".276",".721","1.8","9","1178"
"Brian Schneider","Nationals","369","99","10","44","29","48",".268",".739","2.5","1","795"
"Dustin Nippert","Diamondbacks","4","1","0","0","1","3",".250",".650","0.1","0","4426"
"Ryan Doumit","Pirates","231","59","6","35","11","48",".255",".722","0.6","2","2113"
"Chris Singleton","Devil Rays","59","16","0","11","6","14",".271",".704","0.3","0","170"
"So Taguchi","Cardinals","396","114","8","53","20","62",".288",".734","1.4","11","1186"
"Aubrey Huff","Devil Rays","575","150","22","92","49","88",".261",".749","0.2","8","1213"
"Lew Ford","Twins","522","138","7","53","45","85",".264",".716","1.5","13","1724"
"Mark Loretta","Padres","404","113","3","38","45","34",".280",".707","0.7","8","1383"
"Matt Diaz","Royals","89","25","1","9","4","15",".281",".727","-0.4","0","1771"
"Chris Gomez","Orioles","219","61","1","18","27","17",".279",".701","-0.5","2","1208"
"Luis Matos","Orioles","389","109","4","32","27","58",".280",".712","1.2","17","152"
"Luis Rodriguez","Twins","175","47","2","20","18","23",".269",".718","1.1","2","2364"
"Doug Mirabelli","Red Sox","136","31","6","18","14","48",".228",".721","0.4","2","202"
"Jayson Werth","Dodgers","337","79","7","43","48","114",".234",".711","1.2","11","1327"
"Pete Orr","Braves","150","45","1","8","6","23",".300",".718","0.3","7","2748"
"J.T. Snow","Giants","367","101","4","40","32","61",".275",".708","0.7","1","1133"
"Jason Vargas","Marlins","26","8","0","2","1","7",".308",".718","0.3","0","8044"
"Jason Dubois","- - -","187","44","9","24","12","74",".235",".736","-0.3","0","1941"
"Ramon Santiago","Mariners","8","1","0","0","1","2",".125",".542","0.1","0","1417"
