"Name","Team","AB","H","HR","RBI","BB","SO","AVG","OPS","WAR","SB","playerid"
"Vicente Padilla","Phillies","3","1","0","0","1","2",".333","1.167","0.1","0","964"
"Jason Giambi","Athletics","520","178","38","120","129","83",".342","1.137","9.2","2","818"
"Sammy Sosa","Cubs","577","189","64","160","116","153",".328","1.174","9.9","0","302"
"Larry Walker","Rockies","497","174","38","123","82","103",".350","1.111","7.6","14","455"
"Todd Helton","Rockies","587","197","49","146","98","104",".336","1.116","7.1","7","432"
"Luis Gonzalez","Diamondbacks","609","198","57","142","100","83",".325","1.117","8.9","1","55"
"Todd Hollandsworth","Rockies","117","43","6","19","8","20",".368","1.075","1.3","5","433"
"Steve Torrealba","Braves","2","1","0","0","0","0",".500","1.000","0.0","0","119"
"Alan Benes","Cardinals","2","1","0","0","0","0",".500","1.000","0.0","0","265"
"Jaret Wright","Indians","2","1","0","0","0","1",".500","1.000","0.0","0","415"
"Brad Radke","Twins","4","2","0","0","0","0",".500","1.000","0.1","0","748"
"Pat Borders","Mariners","6","3","0","0","0","1",".500","1.000","0.1","0","1068"
"Steve Kline","Cardinals","2","1","0","0","0","1",".500","1.000","0.0","0","1164"
"Gary Knotts","Marlins","2","1","0","0","0","0",".500","1.000","0.0","0","1428"
"Lyle Overbay","Diamondbacks","2","1","0","0","0","1",".500","1.000","0.0","0","1617"
"Lance Berkman","Astros","577","191","34","126","92","121",".331","1.051","6.8","7","548"
"Troy Mattes","Expos","15","7","0","1","0","2",".467","1.000","0.3","0","1008252"
"Karim Garcia","Indians","45","14","5","9","3","13",".311","1.071","0.1","0","1537"
"Jim Thome","Indians","526","153","49","124","111","185",".291","1.040","5.4","0","409"
"J.D. Drew","Cardinals","375","121","27","73","57","75",".323","1.027","5.6","13","1152"
"Chipper Jones","Braves","572","189","38","102","98","82",".330","1.032","6.1","9","97"
"Kyle Lohse","Twins","5","2","0","1","0","2",".400","1.000","0.1","0","739"
"Alex Rodriguez","Rangers","632","201","52","135","75","131",".318","1.021","7.8","18","1274"
"Albert Pujols","Cardinals","590","194","37","130","69","93",".329","1.013","7.2","1","1177"
"Gary Sheffield","Dodgers","515","160","36","100","94","67",".311","1.000","4.6","10","114"
"Manny Ramirez","Red Sox","529","162","41","125","81","147",".306","1.014","5.2","0","210"
"Juan Acevedo","Marlins","3","1","0","0","0","0",".333","1.000","0.1","0","458"
"Ricky Bottalico","Phillies","3","1","0","1","0","0",".333","1.000","0.1","0","948"
"Ryan Rupe","Devil Rays","3","1","0","0","0","1",".333","1.000","0.1","0","1223"
"John Wasdin","Rockies","3","1","0","1","0","0",".333","1.000","0.1","0","1768"
"Brian Giles","Pirates","576","178","37","95","90","67",".309",".994","5.5","13","990"
"Craig Wilson","Pirates","158","49","13","32","15","53",".310",".979","1.5","3","1015"
"Jason Grilli","Marlins","7","2","1","2","0","2",".286","1.000","0.2","0","521"
"Phil Nevin","Padres","546","167","41","126","71","147",".306",".976","5.6","4","1049"
"Edgar Martinez","Mariners","470","144","23","116","93","90",".306",".966","4.7","4","1086"
"Jeff Bagwell","Astros","600","173","39","130","106","135",".288",".966","5.2","11","547"
"Jim Edmonds","Cardinals","500","152","30","110","93","136",".304",".974","6.2","5","1153"
"Roberto Alomar","Indians","575","193","20","100","80","71",".336",".956","6.6","30","860"
"Shawn Green","Dodgers","619","184","49","125","72","107",".297",".970","6.7","20","651"
"Cliff Floyd","Marlins","555","176","31","103","59","101",".317",".968","6.5","18","518"
"Bruce Aven","Dodgers","24","8","1","2","0","5",".333",".926","0.1","0","366"
"Jason Johnson","Orioles","3","1","0","0","1","2",".333",".833","0.1","0","147"
"Adam Dunn","Reds","244","64","19","43","38","74",".262",".948","2.1","4","319"
"Juan Gonzalez","Indians","532","173","35","140","41","94",".325",".960","4.3","1","1251"
"Carlos Delgado","Blue Jays","574","160","39","102","111","136",".279",".948","4.0","3","1297"
"Rich Aurilia","Giants","636","206","37","97","47","83",".324",".941","7.1","1","1106"
"Bret Boone","Mariners","623","206","37","141","40","110",".331",".950","7.8","5","1067"
"Moises Alou","Astros","513","170","27","108","57","57",".331",".949","3.6","5","261"
"Rafael Palmeiro","Rangers","600","164","47","123","101","90",".273",".944","4.2","1","1266"
"Mike Piazza","Mets","503","151","36","94","67","87",".300",".957","4.6","0","893"
"Matt Herges","Dodgers","9","4","0","1","0","3",".444",".889","0.2","0","780"
"Kevin Millar","Marlins","449","141","20","85","39","70",".314",".931","3.4","0","529"
"Bobby Abreu","Phillies","588","170","31","110","106","137",".289",".936","5.3","36","945"
"Gregg Zaun","Royals","125","40","6","18","12","16",".320",".913","1.2","1","580"
"Fred McGriff","- - -","513","157","31","102","66","106",".306",".930","3.6","1","293"
"Vladimir Guerrero","Expos","599","184","34","108","60","88",".307",".943","4.8","37","778"
"Ryan Klesko","Padres","538","154","30","113","88","89",".286",".923","4.0","23","1041"
"Magglio Ordonez","White Sox","593","181","31","113","70","70",".305",".914","3.6","25","248"
"Bernie Williams","Yankees","540","166","26","94","78","67",".307",".917","4.8","11","857"
"Paul Lo Duca","Dodgers","460","147","25","90","39","30",".320",".917","5.1","2","662"
"Erubiel Durazo","Diamondbacks","175","47","12","38","28","49",".269",".909","1.3","0","1413"
"Ellis Burks","Indians","439","123","28","74","62","85",".280",".911","2.5","5","372"
"Mark Little","Rockies","85","29","3","13","1","20",".341",".895","0.6","5","438"
"Mike Sweeney","Royals","559","170","29","99","64","64",".304",".916","4.0","10","634"
"Rondell White","Cubs","323","99","17","50","26","56",".307",".900","1.7","1","856"
"Frank Catalanotto","Rangers","463","153","11","54","39","55",".330",".882","3.7","15","1241"
"David Segui","Orioles","292","88","10","46","49","61",".301",".879","1.7","1","169"
"Tim Raines","- - -","89","27","1","9","18","9",".303",".862","0.6","1","1406"
"Troy Glaus","Angels","588","147","41","108","107","158",".250",".898","5.3","10","15"
"Trot Nixon","Red Sox","535","150","27","88","79","113",".280",".881","3.5","7","204"
"Ken Griffey Jr.","Reds","364","104","22","65","44","72",".286",".898","1.8","2","327"
"Greg Colbrunn","Diamondbacks","97","28","4","18","9","14",".289",".868","0.4","0","51"
"Ivan Rodriguez","Rangers","442","136","25","65","23","73",".308",".888","5.0","10","1275"
"Scott Servais","Astros","16","6","0","0","2","3",".375",".819","0.1","0","1011756"
"Mike Hubbard","Rangers","11","3","1","1","0","4",".273",".909","0.0","0","1006121"
"Aramis Ramirez","Pirates","603","181","34","112","40","100",".300",".885","4.7","5","1002"
"Scott Rolen","Phillies","554","160","25","107","74","127",".289",".876","5.6","16","970"
"Mike Hampton","Rockies","79","23","7","16","2","21",".291",".891","1.2","0","430"
"Carlos Beltran","Royals","617","189","24","101","52","120",".306",".876","5.4","31","589"
"Richie Sexson","Brewers","598","162","45","125","60","178",".271",".889","2.9","2","709"
"John Olerud","Mariners","572","173","21","95","94","70",".302",".873","4.6","3","1093"
"Jeff Kent","Giants","607","181","22","106","65","96",".298",".877","4.9","7","1119"
"Derek Jeter","Yankees","614","191","21","74","56","99",".311",".858","4.2","27","826"
"Bill Mueller","Cubs","210","62","6","23","37","19",".295",".851","1.7","1","295"
"Carlos Pena","Rangers","62","16","3","12","10","17",".258",".861","0.1","0","934"
"Jeremy Giambi","Athletics","371","105","12","57","63","83",".283",".841","1.0","0","913"
"Jose Vidro","Expos","486","155","15","59","31","49",".319",".856","2.5","4","802"
"Reggie Sanders","Diamondbacks","441","116","33","90","46","126",".263",".886","3.0","14","1129"
"Ruben Sierra","Rangers","344","100","23","67","19","52",".291",".884","0.8","2","1099"
"Mark Grace","Diamondbacks","476","142","15","78","67","36",".298",".852","2.6","1","56"
"Doug Mientkiewicz","Twins","543","166","15","74","67","92",".306",".851","2.5","2","741"
"Brian Schneider","Expos","41","13","1","6","6","3",".317",".859","0.4","0","795"
"McKay Christensen","- - -","53","17","1","7","3","12",".321",".815","0.2","3","1421"
"Tony Gwynn","Padres","102","33","1","17","10","9",".324",".845","0.5","1","1005166"
"Marty Cordova","Indians","409","123","20","69","23","81",".301",".855","2.5","0","132"
"Jason Varitek","Red Sox","174","51","7","25","21","35",".293",".859","1.7","0","217"
"Craig Biggio","Astros","617","180","20","70","66","100",".292",".838","2.8","7","549"
"Eric Chavez","Athletics","552","159","32","114","41","99",".288",".878","5.5","8","906"
"Calvin Pickering","- - -","54","15","3","8","8","15",".278",".834","0.3","0","208"
"Jose Canseco","White Sox","256","66","16","49","45","75",".258",".843","1.1","2","1001918"
"D.T. Cromer","Reds","57","16","5","12","3","19",".281",".898","0.3","0","1002787"
"Paul Konerko","White Sox","582","164","32","99","54","89",".282",".856","2.3","1","242"
"Shannon Stewart","Blue Jays","640","202","12","60","46","72",".316",".834","3.6","27","1322"
"Tony Clark","Tigers","428","123","16","75","62","108",".287",".856","1.7","0","182"
"Aaron Rowand","White Sox","123","36","4","20","15","28",".293",".816","1.3","5","254"
"Raul Ibanez","Royals","279","78","13","54","32","51",".280",".847","0.8","0","607"
"Corey Koskie","Twins","562","155","26","103","68","118",".276",".850","5.8","27","738"
"Ichiro Suzuki","Mariners","692","242","8","69","30","53",".350",".838","6.0","56","1101"
"Brian Daubach","Red Sox","407","107","22","71","53","108",".263",".859","2.0","1","186"
"Jeff Conine","Orioles","524","163","14","97","64","75",".311",".829","2.7","12","131"
"Jose Cruz","Blue Jays","577","158","34","88","45","138",".274",".857","1.9","32","1296"
"Desi Relaford","Mets","301","91","8","36","27","65",".302",".836","2.0","13","1096"
"Russ Johnson","Devil Rays","248","73","4","33","34","57",".294",".816","1.4","2","1216"
"Jeromy Burnitz","Brewers","562","141","34","100","80","150",".251",".851","3.0","0","867"
"Jose Valentin","White Sox","438","113","28","68","50","114",".258",".845","3.3","9","256"
"Ray Lankford","- - -","389","98","19","58","62","145",".252",".849","1.2","10","1044"
"Julio Franco","Braves","90","27","3","11","10","20",".300",".821","0.8","0","87"
"Jeff Cirillo","Rockies","528","165","17","83","43","63",".313",".838","3.9","12","1073"
"Juan Uribe","Rockies","273","82","8","53","8","55",".300",".849","1.6","3","454"
"Aaron Boone","Reds","381","112","14","62","29","71",".294",".834","1.6","6","311"
"Jason Jennings","Rockies","15","4","1","2","1","3",".267",".846","0.2","0","434"
"Nomar Garciaparra","Red Sox","83","24","4","8","7","9",".289",".822","0.3","0","190"
"Brian Buchanan","Twins","197","54","10","32","19","58",".274",".830","0.6","1","720"
"Jose Molina","Angels","37","10","2","4","3","8",".270",".839","0.5","0","25"
"Jorge Posada","Yankees","484","134","22","95","62","132",".277",".838","3.5","2","841"
"Sean Casey","Reds","533","165","13","89","43","63",".310",".827","1.3","3","314"
"Jeff Suppan","Royals","5","2","0","0","0","2",".400",".800","0.1","0","633"
"Aaron Fultz","Giants","5","2","0","0","0","0",".400",".800","0.1","0","1113"
"Nick Punto","Phillies","5","2","0","0","0","0",".400",".800","0.0","0","1429"
"Darren Oliver","Rangers","6","2","0","0","0","2",".333",".833","0.1","0","206"
"Mike Rivera","Tigers","12","4","0","1","0","2",".333",".833","0.2","0","493"
"Mike Cameron","Mariners","540","144","25","110","69","155",".267",".832","5.5","34","1070"
"Dave Roberts","Indians","12","4","0","2","1","2",".333",".801","0.0","0","670"
"David Newhan","Phillies","6","2","0","1","1","0",".333",".875","0.0","0","2009"
"Eric Byrnes","Athletics","38","9","3","5","4","6",".237",".826","0.2","1","905"
"Tino Martinez","Yankees","589","165","34","113","42","89",".280",".830","2.1","1","1168"
"Mario Valdez","Athletics","54","15","1","8","12","18",".278",".770","0.1","0","1013314"
"Damian Moss","Braves","1","0","0","0","1","1",".000",".500","0.0","0","107"
"David Weathers","Brewers","1","0","0","0","1","1",".000",".500","0.0","0","902"
"Todd Walker","- - -","551","163","17","75","51","82",".296",".814","1.3","1","359"
"Bobby Higginson","Tigers","541","150","17","71","80","65",".277",".813","3.2","20","469"
"Mark Kotsay","Padres","406","118","10","58","48","58",".291",".807","3.4","13","1042"
"Ed Sprague","Mariners","94","28","2","16","11","18",".298",".810","0.4","0","1012356"
"Roosevelt Brown","Cubs","83","22","4","22","7","12",".265",".832","0.4","0","268"
"Dmitri Young","Reds","540","163","21","69","37","77",".302",".832","1.3","8","505"
"Matt Lawton","- - -","559","155","13","64","85","80",".277",".797","2.8","29","390"
"Derrek Lee","Marlins","561","158","21","75","50","126",".282",".820","1.9","4","525"
"David Dellucci","Diamondbacks","217","60","10","40","22","52",".276",".828","1.2","2","1402"
"Brian Jordan","Braves","560","165","25","97","31","88",".295",".830","4.2","3","658"
"Brady Clark","Reds","129","34","6","18","22","16",".264",".799","0.3","4","1398"
"Preston Wilson","Marlins","468","128","23","71","36","107",".274",".825","3.1","20","545"
"Tyler Houston","Brewers","235","68","12","38","18","62",".289",".815","1.2","0","689"
"Mark McLemore","Mariners","409","117","5","57","69","84",".286",".790","3.5","39","1088"
"Matt Stairs","Cubs","340","85","17","61","52","76",".250",".820","1.4","2","1384"
"Greg Norton","Rockies","225","60","13","40","19","65",".267",".837","-0.1","1","1388"
"Alex Cintron","Diamondbacks","7","2","0","0","0","0",".286",".857","0.1","0","50"
"Juan Pierre","Rockies","617","202","2","55","41","29",".327",".793","2.2","46","443"
"Jeff Liefer","White Sox","254","65","18","39","20","69",".256",".833","0.3","0","245"
"Richard Hidalgo","Astros","512","141","19","80","54","107",".275",".811","2.7","3","561"
"Cristian Guzman","Twins","493","149","10","51","21","78",".302",".814","3.9","25","728"
"Pat Burrell","Phillies","539","139","27","89","70","162",".258",".816","1.1","2","949"
"Brooks Kieschnick","Rockies","42","10","3","9","3","13",".238",".837","0.0","0","389"
"Robert Fick","Tigers","401","109","19","61","39","62",".272",".816","2.2","0","466"
"Devon White","Brewers","390","108","14","47","28","95",".277",".802","0.8","18","1013862"
"Shane Halter","Tigers","450","128","12","65","37","100",".284",".811","2.9","3","468"
"Chris Latham","Blue Jays","73","20","2","10","10","28",".274",".794","0.5","4","882"
"Jermaine Dye","- - -","599","169","26","106","57","112",".282",".813","2.0","9","911"
"John Vander Wal","- - -","452","122","14","70","68","122",".270",".806","1.0","8","853"
"Rob Ducey","- - -","73","17","3","12","16","25",".233",".771","0.3","0","1003520"
"Mark Johnson","Mets","118","30","6","23","16","31",".254",".813","0.2","0","1376"
"Mike Redmond","Marlins","141","44","4","14","13","13",".312",".801","1.2","0","538"
"Benji Gil","Angels","260","77","8","39","14","57",".296",".807","1.2","3","14"
"Brian Bohanon","Rockies","31","10","0","3","1","7",".323",".795","0.4","0","1001126"
"Ray Durham","White Sox","611","163","20","65","64","110",".267",".804","3.9","23","230"
"Raul Mondesi","Blue Jays","572","144","27","84","73","128",".252",".794","1.8","30","1314"
"Randy Velarde","- - -","342","95","9","32","34","86",".278",".780","1.9","6","942"
"Miguel Cairo","- - -","156","46","3","16","18","23",".295",".782","0.5","2","1412"
"Wiki Gonzalez","Padres","160","44","8","27","11","28",".275",".798","1.0","2","1033"
"Joe McEwing","Mets","283","80","8","30","17","57",".283",".791","1.5","8","887"
"Ron Gant","- - -","252","65","10","35","35","80",".258",".797","0.1","5","1032"
"Tony Graffanino","White Sox","145","44","2","15","16","29",".303",".777","1.3","4","235"
"Junior Spivey","Diamondbacks","163","42","5","21","23","47",".258",".778","0.6","3","74"
"Shawn Wooten","Angels","221","69","8","32","5","42",".312",".798","1.1","2","43"
"Andy Barkett","Pirates","46","14","1","3","4","7",".304",".786","0.2","1","1000544"
"Stan Javier","Mariners","281","82","4","33","36","47",".292",".766","2.6","11","1006372"
"Bubba Trammell","Padres","490","128","25","92","48","78",".261",".797","2.3","2","1057"
"Miguel Tejada","Athletics","622","166","31","113","43","89",".267",".801","3.7","11","941"
"Geoff Jenkins","Brewers","397","105","20","63","36","120",".264",".808","1.3","4","690"
"Rusty Greer","Rangers","245","67","7","29","27","32",".273",".795","0.1","1","1252"
"Gabe Kapler","Rangers","483","129","17","72","61","70",".267",".785","0.7","23","1256"
"Ben Grieve","Devil Rays","542","143","11","72","87","159",".264",".760","1.3","7","1209"
"Scott Brosius","Yankees","428","123","13","49","34","83",".287",".789","2.2","3","1001477"
"Tomas Perez","Phillies","135","41","3","19","7","22",".304",".784","1.4","0","965"
"Danny Bautista","Diamondbacks","222","67","5","26","14","31",".302",".783","1.2","3","47"
"Jeff Reboulet","Dodgers","214","57","3","22","33","48",".266",".764","0.3","0","1389"
"Benny Agbayani","Mets","296","82","6","27","36","73",".277",".763","-0.3","4","416"
"Fernando Vina","Cardinals","631","191","9","56","32","35",".303",".775","2.9","17","1189"
"Mark McGwire","Cardinals","299","56","29","64","56","118",".187",".808","0.6","0","1008559"
"Russell Branyan","Indians","315","73","20","54","38","132",".232",".802","0.5","1","370"
"Craig Paquette","Cardinals","340","96","15","64","18","67",".282",".791","1.1","3","484"
"Ronnie Belliard","Brewers","364","96","11","36","35","65",".264",".788","3.0","5","677"
"Mike Lowell","Marlins","551","156","18","100","43","79",".283",".789","3.3","1","527"
"Vernon Wells","Blue Jays","96","30","1","6","5","15",".313",".777","0.6","5","1326"
"Kelly Stinnett","Reds","187","48","9","25","17","61",".257",".793","0.5","2","356"
"Shawon Dunston","Giants","186","52","9","25","2","32",".280",".804","1.3","3","1401"
"Russ Davis","Giants","167","43","7","17","17","49",".257",".799","0.2","1","1003076"
"Paul O'Neill","Yankees","510","136","21","70","48","59",".267",".789","0.6","22","1009818"
"Carlos Lee","White Sox","558","150","24","84","38","85",".269",".789","1.9","17","243"
"Robin Ventura","Mets","456","108","21","61","88","101",".237",".778","2.7","2","854"
"Orlando Merced","Astros","137","36","6","29","14","32",".263",".786","0.1","5","1393"
"Dante Bichette","Red Sox","391","112","12","49","20","76",".286",".786","0.5","2","1000946"
"Randall Simon","Tigers","256","78","6","37","15","28",".305",".786","0.5","0","497"
"Andres Galarraga","- - -","399","102","17","69","31","117",".256",".784","0.1","1","1390"
"Doug Mirabelli","- - -","190","43","11","29","27","57",".226",".784","1.7","0","202"
"Jarrod Patterson","Tigers","41","11","2","4","0","4",".268",".790","-0.1","0","486"
"Armando Rios","- - -","319","83","14","50","36","74",".260",".796","1.6","3","1006"
"Frank Menechino","Athletics","471","114","12","60","79","97",".242",".742","3.2","2","931"
"Marcus Giles","Braves","244","64","9","31","28","37",".262",".769","1.1","2","89"
"Mark Sweeney","Brewers","89","23","3","11","12","23",".258",".762","-0.1","2","1408"
"Henry Mateo","Expos","9","3","0","0","0","1",".333",".778","0.0","0","1461"
"Tim Salmon","Angels","475","108","17","49","96","121",".227",".748","1.1","9","32"
"Garret Anderson","Angels","672","194","28","123","27","100",".289",".792","2.7","13","2"
"Lee Stevens","Expos","542","133","25","95","74","157",".245",".790","-0.5","2","796"
"Torii Hunter","Twins","564","147","27","92","29","125",".261",".784","4.2","9","731"
"Travis Lee","Phillies","555","143","20","90","71","109",".258",".775","1.2","3","958"
"Ben Petrick","Rockies","244","58","11","39","31","67",".238",".786","0.0","3","1471"
"David Ortiz","Twins","303","71","18","48","40","68",".234",".799","0.3","1","745"
"Barry Larkin","Reds","156","40","2","17","27","25",".256",".745","0.3","3","335"
"Jay Gibbons","Orioles","225","53","15","36","17","39",".236",".781","0.7","0","141"
"Terry Shumpert","Rockies","242","70","4","24","15","44",".289",".775","0.4","14","449"
"Wilton Guerrero","Reds","142","48","1","8","3","17",".338",".760","0.1","5","1378"
"Chris Richard","Orioles","483","128","15","61","45","100",".265",".770","1.8","11","163"
"Mike Lamb","Rangers","284","87","4","35","14","27",".306",".760","1.0","2","1258"
"Matt Williams","Diamondbacks","408","112","16","65","22","70",".275",".780","1.5","1","77"
"Toby Hall","Devil Rays","188","56","4","30","4","16",".298",".768","1.1","2","1210"
"Charles Johnson","Marlins","451","117","18","75","38","133",".259",".771","3.1","0","523"
"Kevin Brown","Brewers","43","9","4","12","2","18",".209",".796","0.0","0","178"
"Daryle Ward","Astros","213","56","9","39","19","48",".263",".783","-0.2","0","579"
"Jay Bell","Diamondbacks","428","106","13","46","65","79",".248",".749","0.9","0","48"
"Greg Vaughn","Devil Rays","485","113","24","82","71","130",".233",".766","1.1","11","1233"
"Chad Allen","Twins","175","46","4","20","19","37",".263",".762","-0.1","1","122"
"Raul Casanova","Brewers","192","50","11","33","12","29",".260",".787","0.5","0","680"
"Jay Buhner","Mariners","45","10","2","5","8","9",".222",".740","0.0","0","1001638"
"Vinny Castilla","- - -","538","140","25","91","35","108",".260",".775","2.2","1","84"
"Andruw Jones","Braves","625","157","34","104","56","142",".251",".772","4.9","11","96"
"Carl Everett","Red Sox","409","105","14","58","27","104",".257",".761","0.6","9","1249"
"David Justice","Yankees","381","92","18","51","54","83",".241",".763","0.6","1","923"
"Rickey Henderson","Padres","379","86","8","42","81","84",".227",".717","0.4","25","194"
"Jacque Jones","Twins","475","131","14","49","39","92",".276",".751","1.0","12","735"
"Steve Finley","Diamondbacks","495","136","14","73","47","67",".275",".767","1.6","11","54"
"Todd Zeile","Mets","531","141","10","62","73","102",".266",".732","0.9","1","457"
"Chris Singleton","White Sox","392","117","7","45","20","61",".298",".762","2.3","12","170"
"Ryan Thompson","Marlins","31","9","0","2","1","8",".290",".764","-0.2","0","713"
"Angel Echevarria","Brewers","133","34","5","13","8","29",".256",".761","-0.3","0","1498"
"Greg Myers","- - -","161","36","11","31","21","38",".224",".760","0.9","0","933"
"Scott Spiezio","Angels","457","124","13","54","34","65",".271",".764","2.1","5","37"
"J.T. Snow","Giants","285","70","8","34","55","81",".246",".750","0.6","0","1133"
"Ricky Gutierrez","Cubs","528","153","10","66","40","56",".290",".746","1.8","4","387"
"Brad Fullmer","Blue Jays","522","143","18","83","38","88",".274",".771","0.2","5","13"
"Chad Kreuter","Dodgers","191","41","6","17","41","52",".215",".732","1.5","0","661"
"Marlon Anderson","Phillies","522","153","11","61","35","74",".293",".758","2.6","8","947"
"Steve Cox","Devil Rays","342","88","12","51","24","75",".257",".750","0.5","2","1200"
"Marvin Benard","Giants","392","104","15","44","29","66",".265",".759","1.0","10","1382"
"Randy Winn","Devil Rays","429","117","6","50","38","81",".273",".740","0.3","12","1235"
"Damian Miller","Diamondbacks","380","103","13","47","35","80",".271",".761","1.9","0","65"
"A.J. Pierzynski","Twins","381","110","7","55","16","57",".289",".763","1.7","1","746"
"Dave Martinez","Braves","237","68","2","20","21","44",".287",".731","0.3","3","1008160"
"Dean Palmer","Tigers","216","48","11","40","27","59",".222",".743","0.3","4","482"
"Mike Kinkade","Orioles","160","44","4","16","14","31",".275",".726","0.0","2","660"
"Ruben Rivera","Reds","263","67","10","34","21","83",".255",".747","1.0","6","1550"
"Alex Ochoa","- - -","536","148","8","52","45","76",".276",".737","0.6","17","700"
"Mark Smith","Expos","194","47","6","18","23","38",".242",".738","0.0","0","540"
"Mark Quinn","Royals","453","122","17","60","12","69",".269",".757","0.4","9","621"
"Jose Nieves","Angels","53","13","2","3","2","20",".245",".751","0.2","0","26"
"Orlando Cabrera","Expos","626","173","14","96","43","54",".276",".752","3.1","19","766"
"Javy Lopez","Braves","438","117","17","66","28","82",".267",".747","2.1","1","103"
"Tony Eusebio","Astros","154","39","5","14","17","34",".253",".742","0.4","0","1003854"
"Josh Paul","White Sox","139","37","3","18","13","25",".266",".737","0.1","6","251"
"Herbert Perry","White Sox","285","73","7","32","23","55",".256",".736","0.6","2","1270"
"Craig Counsell","Diamondbacks","458","126","4","38","61","76",".275",".721","2.0","6","52"
"Bill Haselman","Rangers","130","37","3","25","8","27",".285",".731","0.6","0","1254"
"Terrence Long","Athletics","629","178","12","85","52","103",".283",".747","1.9","9","927"
"David Eckstein","Angels","582","166","4","41","43","60",".285",".712","2.2","29","10"
"Shane Spencer","Yankees","283","73","10","46","21","58",".258",".743","1.5","4","848"
"Jimmy Rollins","Phillies","656","180","14","54","48","108",".274",".743","2.1","46","971"
"Roger Cedeno","Tigers","523","153","6","48","36","83",".293",".733","-0.4","55","869"
"Placido Polanco","Cardinals","564","173","3","38","25","43",".307",".725","4.0","12","1176"
"Geronimo Gil","Orioles","58","17","0","6","5","7",".293",".697","0.1","0","142"
"D'Angelo Jimenez","Padres","308","85","3","33","39","68",".276",".722","0.8","2","1038"
"Chris Stynes","Red Sox","361","101","8","33","20","56",".280",".732","0.8","4","303"
"Mike Darr","Padres","289","80","2","34","39","72",".277",".712","1.3","6","1002993"
"Eric Young","Cubs","603","168","6","42","42","45",".279",".726","1.3","31","716"
"Bernard Gilkey","Braves","106","29","2","14","11","31",".274",".726","0.2","0","1004706"
"Lou Collier","Brewers","127","32","2","14","17","30",".252",".718","0.3","5","1438"
"Jason Conti","Diamondbacks","4","1","0","0","1","2",".250",".650","0.0","0","1199"
"Jeffrey Hammonds","Brewers","174","43","6","21","14","42",".247",".740","0.6","5","687"
"David McCarty","Royals","200","50","7","26","24","45",".250",".733","-0.6","0","1462"
"Dave Hansen","Dodgers","140","33","2","20","32","29",".236",".721","0.3","0","1403"
"Eli Marrero","Cardinals","203","54","6","23","15","36",".266",".751","1.1","6","1166"
"Edgardo Alfonzo","Mets","457","111","17","49","51","62",".243",".725","1.5","5","859"
"Mark Johnson","White Sox","173","43","5","18","23","31",".249",".720","1.2","2","240"
"Frank Thomas","White Sox","68","15","4","10","10","12",".221",".758","-0.1","0","255"
"Michael Tucker","- - -","436","110","12","61","46","102",".252",".738","1.1","16","635"
"Jose Offerman","Red Sox","524","140","9","49","61","97",".267",".716","1.4","5","205"
"Mike Mordecai","Expos","254","71","3","32","19","53",".280",".727","-0.5","2","1385"
