Team,WeightedBattingAverage,WeightedHomeRuns,WeightedRBIs,WeightedOPS,WeightedWAR
HOU,0.2511505303543218,9.413450688332203,45.84924396298804,0.6716962310990747,0.8962988038817422
KC,0.2727506828904893,8.000744971442762,43.76533399553018,0.7287169108517508,0.9249813757139309
TOR,0.24644408296055306,22.700284668564453,63.35034566897113,0.7677460349735663,1.835441236274909
SF,0.2566499342393688,12.995615957913197,51.6139850942569,0.727147742218325,2.5658702323542304
BOS,0.2722615413604674,16.000753721499905,57.36668550970416,0.8017083097795369,2.294648577350669
PIT,0.2503411865495822,10.236453201970443,44.60141357892482,0.6941107303491111,0.8923324052259587
TEX,0.2819233428222855,14.074827165514435,62.725498169987794,0.7748255388369256,2.4856649044326957
LAD,0.2496410426330904,10.933510050806275,50.0132538104705,0.6941327590015463,1.284647669538325
ATL,0.2602767934312878,11.106309420916162,50.90471045808125,0.7477238547968885,1.8195116681071741
COL,0.2629212374264566,13.04384133611691,51.98064148794838,0.7582034541658759,1.4961282975896752
STL,0.2671534426229508,13.403497267759564,54.6279781420765,0.7438253551912569,2.4976393442622946
LAA,0.2483698084581832,12.780011378721788,52.92091788355775,0.7043665844870092,1.3293191731462164
CLE,0.2475046511627907,7.337906976744187,36.35395348837209,0.6912988372093022,0.9083255813953492
PHI,0.26237681699590004,13.469996272828922,57.757733879985096,0.7525650391352964,2.39304882594111
CHW,0.26855441669772645,14.137905329854641,58.79388743943347,0.7530696980991429,1.5415020499440926
NYY,0.268187617969045,18.902038505096268,73.7733106832767,0.7910107587768971,3.3282370705926763
OAK,0.26016296149265583,7.7104009527590325,46.76300119094879,0.7072272727272729,2.092953552997222
MIN,0.27306406785778736,10.566143295434037,58.710341093665406,0.7613528243999277,1.8793719545208452
MIA,0.25232663316582915,12.52239458160367,48.91632073410531,0.7261188551452915,1.759733449857985
MIL,0.2620362033389608,17.251547552054028,63.29806790470831,0.7558739448508722,2.3276495966985555
WAS,0.2479615537059057,11.965319064605627,48.33491874752279,0.7077784383670233,1.4773483947681332
TB,0.24811343115124154,12.698645598194132,60.38976674191121,0.7378449962377729,3.0481000752445446
CIN,0.27222821728035,15.269413051403573,58.50856726212177,0.7739907036091869,2.7518410499453148
DET,0.2692537864794975,10.982452899889175,51.22663465090506,0.7518614702622829,2.0450129294421866
CHC,0.2555862552594671,12.197054698457222,48.59396914446002,0.7290044413277231,1.5217157550257132
Mets,0.2534615885416667,9.902560763888891,45.49848090277778,0.7076128472222224,1.9165147569444445
BAL,0.2595957573354481,10.901268834258524,44.89690721649485,0.7045295400475812,0.9817208564631248
SD,0.2468732705033085,9.503108081010627,42.73671546019651,0.6888303589332266,1.9257068377782232
ARI,0.2515728806668023,16.87131530798943,59.713966253303525,0.7446733075828419,2.2636308192722097
SEA,0.2358803367408297,5.8328322309079965,36.04309480857887,0.6259813589897777,0.8870314692323107
