date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
08/09/2017,NYM,TEX,1,5,-116,+107
08/09/2017,CLE,COL,2,3,-178,+164
08/09/2017,OAK,SEA,3,6,-111,+103
08/09/2017,LAA,BAL,5,1,+122,-132
08/09/2017,SF,CHC,3,1,-127,+117
08/09/2017,WSH,MIA,10,1,-166,+153
08/09/2017,TOR,NYY,5,11,+174,-189
08/09/2017,CIN,SD,8,3,-122,+113
08/09/2017,TB,BOS,2,8,+103,-111
08/09/2017,DET,PIT,10,0,-109,+101
08/09/2017,ATL,PHI,2,3,-156,+144
08/09/2017,MIL,MIN,0,4,-155,+143
08/09/2017,CWS,HOU,7,1,+189,-206
08/09/2017,STL,KC,8,5,-138,+127
08/09/2017,ARI,LAD,2,3,-110,+102
