date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
08/26/2017,NYY,SEA,6,3,-196,+180
08/26/2017,TOR,MIN,10,9,-119,+110
08/26/2017,WSH,NYM,9,4,-195,+179
08/26/2017,BOS,BAL,0,7,-131,+121
08/26/2017,OAK,TEX,8,3,-104,-104
08/26/2017,CIN,PIT,0,1,-113,+104
08/26/2017,PHI,CHC,2,17,+179,-195
08/26/2017,MIA,SD,2,1,-103,-105
08/26/2017,CWS,DET,3,6,+100,-108
08/26/2017,ATL,COL,6,7,-109,+101
08/26/2017,STL,TB,6,4,-127,+117
08/26/2017,CLE,KC,4,0,-154,+142
08/26/2017,ARI,SF,2,1,-119,+110
08/26/2017,LAA,HOU,7,6,-106,-102
08/26/2017,LAD,MIL,0,3,-172,+158
