date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
08/16/2017,WSH,LAA,2,3,-129,+119
08/16/2017,MIA,SF,8,1,-188,+173
08/16/2017,MIL,PIT,7,6,-130,+120
08/16/2017,OAK,KC,6,7,+114,-123
08/16/2017,SD,PHI,3,0,-142,+131
08/16/2017,SEA,BAL,7,6,-116,+107
08/16/2017,TOR,TB,3,2,-129,+119
08/16/2017,BOS,STL,5,4,-162,+149
08/16/2017,NYM,NYY,3,5,+147,-160
08/16/2017,TEX,DET,12,6,-178,+164
08/16/2017,CHC,CIN,7,6,-225,+206
08/16/2017,HOU,ARI,9,5,-163,+150
08/16/2017,COL,ATL,17,2,-186,+171
08/16/2017,LAD,CWS,5,4,-283,+256
