date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
08/04/2017,CHC,WSH,2,4,-170,+156
08/04/2017,CIN,STL,3,2,-116,+107
08/04/2017,BAL,DET,2,5,-152,+140
08/04/2017,PIT,SD,10,6,-185,+170
08/04/2017,CLE,NYY,7,2,-113,+104
08/04/2017,NYM,LAD,0,6,+106,-115
08/04/2017,TB,MIL,0,2,-152,+140
08/04/2017,BOS,CWS,3,2,-210,+192
08/04/2017,ATL,MIA,5,3,-126,+116
08/04/2017,HOU,TOR,16,7,-154,+142
08/04/2017,MIN,TEX,8,4,-107,-101
08/04/2017,KC,SEA,2,5,+140,-152
08/04/2017,COL,PHI,4,3,-150,+138
08/04/2017,LAA,OAK,8,6,-128,+118
08/04/2017,SF,ARI,1,2,-145,+134
