date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
08/27/2017,NYY,SEA,10,1,-170,+156
08/27/2017,TOR,MIN,2,7,-143,+132
08/27/2017,CLE,KC,12,0,-220,+201
08/27/2017,CIN,PIT,2,5,-111,+103
08/27/2017,MIA,SD,6,2,-147,+136
08/27/2017,BOS,BAL,1,2,-153,+141
08/27/2017,WSH,NYM,5,6,-162,+149
08/27/2017,ATL,COL,0,3,+116,-126
08/27/2017,PHI,CHC,6,3,+147,-160
08/27/2017,CWS,DET,7,1,-107,-101
08/27/2017,STL,TB,2,3,+114,-123
08/27/2017,LAA,HOU,5,7,+129,-140
08/27/2017,OAK,TEX,8,3,-120,+111
08/27/2017,ARI,SF,11,0,-194,+178
08/27/2017,LAD,MIL,2,3,-208,+190
08/27/2017,WSH,NYM,5,4,-225,+206
