date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
08/05/2017,CHC,WSH,7,4,-163,+150
08/05/2017,NYM,LAD,4,7,+190,-208
08/05/2017,TB,MIL,0,3,-158,+146
08/05/2017,BAL,DET,5,2,-156,+144
08/05/2017,PIT,SD,2,5,-155,+143
08/05/2017,CIN,STL,1,4,-140,+129
08/05/2017,MIN,TEX,1,4,+114,-123
08/05/2017,HOU,TOR,3,4,-165,+152
08/05/2017,ATL,MIA,7,2,-125,+115
08/05/2017,BOS,CWS,4,1,-345,+309
08/05/2017,CLE,NYY,1,2,-124,+115
08/05/2017,COL,PHI,8,5,-196,+180
08/05/2017,SF,ARI,5,4,+136,-147
08/05/2017,LAA,OAK,0,5,-175,+161
