date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
08/12/2017,TOR,PIT,7,2,+111,-120
08/12/2017,NYY,BOS,5,10,-166,+153
08/12/2017,TB,CLE,0,3,-155,+143
08/12/2017,DET,MIN,12,11,+108,-117
08/12/2017,PHI,NYM,3,1,-145,+134
08/12/2017,WSH,SF,3,1,-127,+117
08/12/2017,MIL,CIN,6,5,-151,+139
08/12/2017,CWS,KC,4,5,+136,-147
08/12/2017,MIA,COL,4,3,+101,-109
08/12/2017,STL,ATL,6,5,-235,+214
08/12/2017,TEX,HOU,8,3,+104,-113
08/12/2017,ARI,CHC,6,2,-113,+104
08/12/2017,OAK,BAL,5,12,-103,-105
08/12/2017,LAD,SD,6,3,-238,+217
08/12/2017,SEA,LAA,3,6,-151,+139
