date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
08/15/2017,ARI,HOU,4,9,-100,-108
08/15/2017,NYY,NYM,5,4,-145,+134
08/15/2017,WSH,LAA,3,1,-104,-104
08/15/2017,TOR,TB,4,6,-109,+101
08/15/2017,MIA,SF,4,9,-111,+103
08/15/2017,BOS,STL,10,4,-145,+134
08/15/2017,MIL,PIT,3,1,-129,+119
08/15/2017,CHC,CIN,1,2,-153,+141
08/15/2017,TEX,DET,10,4,-107,-101
08/15/2017,MIN,CLE,1,8,+145,-157
08/15/2017,COL,ATL,3,4,-187,+172
08/15/2017,OAK,KC,10,8,+115,-125
08/15/2017,SD,PHI,8,4,-170,+156
08/15/2017,LAD,CWS,6,1,-350,+314
08/15/2017,SEA,BAL,3,1,-106,-102
