date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
08/25/2017,NYY,SEA,1,2,-172,+158
08/25/2017,WSH,NYM,2,4,+118,-128
08/25/2017,PHI,CHC,7,1,+205,-224
08/25/2017,TOR,MIN,1,6,-188,+173
08/25/2017,MIA,SD,8,6,-154,+142
08/25/2017,BOS,BAL,3,16,-161,+148
08/25/2017,CIN,PIT,9,5,-110,+102
08/25/2017,CLE,KC,4,0,-142,+131
08/25/2017,ATL,COL,5,2,-130,+120
08/25/2017,CWS,DET,3,2,+155,-168
08/25/2017,STL,TB,3,7,-185,+170
08/25/2017,ARI,SF,4,3,-259,+235
08/25/2017,OAK,TEX,3,1,-149,+137
08/25/2017,LAA,HOU,1,2,-110,+102
08/25/2017,LAD,MIL,3,1,-170,+156
