date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
08/23/2017,BAL,OAK,8,7,-188,+173
08/23/2017,SF,MIL,4,2,-116,+107
08/23/2017,PIT,LAD,1,0,+140,-152
08/23/2017,PHI,MIA,8,0,+105,-114
08/23/2017,NYM,ARI,4,2,+165,-180
08/23/2017,CIN,CHC,3,9,-104,-104
08/23/2017,CLE,BOS,1,6,-145,+134
08/23/2017,TB,TOR,6,7,-120,+111
08/23/2017,DET,NYY,2,10,+236,-260
08/23/2017,ATL,SEA,6,9,-113,+104
08/23/2017,CWS,MIN,4,3,+147,-160
08/23/2017,HOU,WSH,6,1,-155,+143
08/23/2017,STL,SD,6,2,-172,+158
08/23/2017,KC,COL,6,4,-131,+121
08/23/2017,LAA,TEX,5,7,-164,+151
