date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
08/20/2017,NYM,MIA,4,6,-180,+165
08/20/2017,TB,SEA,3,0,-163,+150
08/20/2017,DET,LAD,6,1,+128,-139
08/20/2017,BOS,NYY,5,1,-113,+104
08/20/2017,ATL,CIN,8,1,-113,+104
08/20/2017,BAL,LAA,4,5,-117,+108
08/20/2017,HOU,OAK,2,3,-245,+223
08/20/2017,MIN,ARI,12,5,-104,-104
08/20/2017,KC,CLE,7,4,+150,-163
08/20/2017,CHC,TOR,6,5,-180,+165
08/20/2017,TEX,CWS,2,3,-188,+173
08/20/2017,COL,MIL,4,8,-122,+113
08/20/2017,SF,PHI,2,5,-243,+221
08/20/2017,SD,WSH,1,4,-119,+110
08/20/2017,PIT,STL,6,3,+105,-114
