date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
08/08/2017,PIT,DET,6,3,-166,+153
08/08/2017,WSH,MIA,3,7,-138,+127
08/08/2017,TOR,NYY,4,2,-137,+126
08/08/2017,CLE,COL,4,1,-260,+236
08/08/2017,CIN,SD,3,7,-131,+121
08/08/2017,NYM,TEX,5,4,-104,-104
08/08/2017,TB,BOS,0,2,+188,-205
08/08/2017,ATL,PHI,2,5,-173,+159
08/08/2017,CWS,HOU,8,5,+223,-245
08/08/2017,MIN,MIL,11,4,-142,+131
08/08/2017,KC,STL,3,10,+119,-129
08/08/2017,ARI,LAD,6,3,+108,-117
08/08/2017,OAK,SEA,6,7,+107,-116
08/08/2017,LAA,BAL,3,2,-116,+107
08/08/2017,SF,CHC,6,3,+182,-199
