date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
05/13/2017,BOS,TB,6,3,-265,+241
05/13/2017,TOR,SEA,7,2,-140,+129
05/13/2017,STL,CHC,5,3,-122,+113
05/13/2017,SF,CIN,3,1,-115,+106
05/13/2017,CLE,MIN,1,4,-154,+142
05/13/2017,WSH,PHI,6,4,-180,+165
05/13/2017,CWS,SD,5,4,+127,-138
05/13/2017,MIL,NYM,11,4,-100,-108
05/13/2017,MIA,ATL,1,3,-125,+115
05/13/2017,KC,BAL,4,3,-128,+118
05/13/2017,TEX,OAK,6,5,-102,-106
05/13/2017,COL,LAD,0,4,+113,-122
05/13/2017,ARI,PIT,3,4,-160,+147
05/13/2017,LAA,DET,3,4,-139,+128
