date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
05/19/2017,CHC,MIL,3,6,-168,+155
05/19/2017,PIT,PHI,2,7,-129,+119
05/19/2017,BAL,TOR,5,3,-121,+112
05/19/2017,DET,TEX,3,5,-150,+138
05/19/2017,TB,NYY,5,4,+111,-120
05/19/2017,NYM,LAA,3,0,-168,+155
05/19/2017,CIN,COL,6,12,-103,-105
05/19/2017,ATL,WSH,7,4,+156,-169
05/19/2017,MIN,KC,4,3,-110,+102
05/19/2017,HOU,CLE,3,5,-130,+120
05/19/2017,STL,SF,5,6,-143,+132
05/19/2017,OAK,BOS,3,2,+171,-186
05/19/2017,SD,ARI,1,10,+138,-150
05/19/2017,LAD,MIA,7,2,-227,+207
05/19/2017,SEA,CWS,1,2,-130,+120
