date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
05/26/2017,PHI,CIN,2,5,-132,+122
05/26/2017,PIT,NYM,1,8,+126,-137
05/26/2017,NYY,OAK,1,4,-157,+145
05/26/2017,WSH,SD,5,1,-243,+221
05/26/2017,TOR,TEX,7,6,-138,+127
05/26/2017,MIA,LAA,8,5,-128,+118
05/26/2017,BOS,SEA,3,0,-154,+142
05/26/2017,CLE,KC,4,6,-164,+151
05/26/2017,CWS,DET,8,2,-102,-106
05/26/2017,MIL,ARI,2,4,-110,+102
05/26/2017,HOU,BAL,2,0,-139,+128
05/26/2017,MIN,TB,2,5,+125,-135
05/26/2017,COL,STL,10,0,-102,-106
05/26/2017,LAD,CHC,4,0,-129,+119
05/26/2017,SF,ATL,0,2,+103,-111
