date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
05/14/2017,TOR,SEA,3,2,-136,+126
05/14/2017,CLE,MIN,8,3,-165,+152
05/14/2017,MIA,ATL,3,1,-131,+121
05/14/2017,BOS,TB,2,11,-161,+148
05/14/2017,WSH,PHI,3,4,-184,+169
05/14/2017,NYY,HOU,11,6,-145,+134
05/14/2017,CWS,SD,9,3,-200,+183
05/14/2017,MIL,NYM,11,9,+132,-143
05/14/2017,KC,BAL,9,8,+116,-126
05/14/2017,STL,CHC,5,0,+109,-118
05/14/2017,TEX,OAK,6,4,-133,+123
05/14/2017,COL,LAD,9,6,+122,-132
05/14/2017,LAA,DET,4,1,+108,-117
05/14/2017,SF,CIN,8,3,-141,+130
05/14/2017,ARI,PIT,4,6,-160,+147
05/14/2017,WSH,PHI,6,5,-211,+193
05/14/2017,NYY,HOU,7,10,-123,+114
