date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
05/24/2017,BAL,MIN,3,4,-108,-100
05/24/2017,MIL,TOR,4,8,+111,-120
05/24/2017,OAK,MIA,4,1,-141,+130
05/24/2017,ARI,CWS,8,6,-115,+106
05/24/2017,CLE,CIN,3,4,-188,+173
05/24/2017,NYY,KC,3,0,-205,+188
05/24/2017,PHI,COL,2,7,+114,-123
05/24/2017,WSH,SEA,5,1,-152,+140
05/24/2017,BOS,TEX,9,4,-289,+261
05/24/2017,NYM,SD,5,6,-164,+151
05/24/2017,TB,LAA,5,2,-128,+118
05/24/2017,ATL,PIT,5,12,-141,+130
05/24/2017,CHC,SF,5,4,-177,+163
05/24/2017,HOU,DET,3,6,-163,+150
05/24/2017,LAD,STL,1,6,-127,+117
