date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
05/17/2017,CLE,TB,4,7,-165,+152
05/17/2017,MIA,HOU,0,3,+140,-152
05/17/2017,ARI,NYM,5,4,-123,+114
05/17/2017,SF,LAD,1,6,+165,-180
05/17/2017,PIT,WSH,6,1,-122,+113
05/17/2017,DET,BAL,5,4,-142,+131
05/17/2017,ATL,TOR,8,4,-113,+104
05/17/2017,CHC,CIN,7,5,-191,+175
05/17/2017,TEX,PHI,9,3,-135,+125
05/17/2017,STL,BOS,4,5,+102,-110
05/17/2017,KC,NYY,7,11,+122,-132
05/17/2017,LAA,CWS,12,8,-174,+160
05/17/2017,SD,MIL,1,3,-128,+118
05/17/2017,SEA,OAK,4,0,-105,-103
