date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
05/12/2017,NYY,HOU,1,5,+111,-120
05/12/2017,TOR,SEA,4,0,-142,+131
05/12/2017,CLE,MIN,0,1,-150,+138
05/12/2017,BOS,TB,4,5,-154,+142
05/12/2017,MIA,ATL,4,8,-122,+113
05/12/2017,TEX,OAK,5,2,-110,+102
05/12/2017,CWS,SD,3,6,-113,+104
05/12/2017,MIL,NYM,7,4,+108,-117
05/12/2017,STL,CHC,2,3,-142,+131
05/12/2017,KC,BAL,3,2,+100,-108
05/12/2017,COL,LAD,2,6,+182,-198
05/12/2017,ARI,PIT,11,4,-145,+134
05/12/2017,LAA,DET,7,0,-146,+135
05/12/2017,SF,CIN,3,2,-153,+141
