date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
05/28/2017,NYY,OAK,9,5,-176,+162
05/28/2017,TOR,TEX,1,3,-178,+164
05/28/2017,CLE,KC,10,1,-124,+115
05/28/2017,MIA,LAA,9,2,+102,-110
05/28/2017,PHI,CIN,4,8,+110,-119
05/28/2017,WSH,SD,3,5,-145,+134
05/28/2017,BOS,SEA,0,5,-188,+173
05/28/2017,HOU,BAL,8,4,-220,+201
05/28/2017,MIN,TB,6,8,-108,-100
05/28/2017,MIL,ARI,9,5,-124,+115
05/28/2017,CWS,DET,7,3,+104,-113
05/28/2017,COL,STL,8,4,-130,+120
05/28/2017,SF,ATL,7,1,-198,+182
05/28/2017,LAD,CHC,9,4,-157,+145
05/28/2017,PIT,NYM,2,7,-117,+108
