date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
05/06/2017,MIN,BOS,1,11,+127,-138
05/06/2017,TB,TOR,6,1,-141,+130
05/06/2017,KC,CLE,1,3,-110,+102
05/06/2017,BAL,CWS,6,5,-209,+191
05/06/2017,PIT,MIL,2,1,-163,+150
05/06/2017,PHI,WSH,2,6,-126,+116
05/06/2017,CIN,SF,14,2,-130,+120
05/06/2017,NYM,MIA,11,3,-139,+128
05/06/2017,ATL,STL,3,5,-120,+111
05/06/2017,CHC,NYY,6,11,-130,+120
05/06/2017,COL,ARI,9,1,-128,+118
05/06/2017,SD,LAD,2,10,+206,-225
05/06/2017,OAK,DET,6,5,-122,+113
05/06/2017,LAA,HOU,2,1,+101,-109
05/06/2017,SEA,TEX,8,2,-115,+106
