date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
05/03/2017,NYY,TOR,8,6,+109,-118
05/03/2017,WSH,ARI,2,1,-148,+136
05/03/2017,TB,MIA,6,10,-120,+111
05/03/2017,DET,CLE,2,3,+137,-149
05/03/2017,CIN,PIT,7,2,-107,-101
05/03/2017,BOS,BAL,4,2,-130,+120
05/03/2017,ATL,NYM,5,16,+126,-137
05/03/2017,CHC,PHI,5,4,-237,+216
05/03/2017,HOU,TEX,10,1,-175,+161
05/03/2017,MIN,OAK,7,4,-125,+115
05/03/2017,KC,CWS,6,1,-159,+146
05/03/2017,SD,COL,3,11,+105,-114
05/03/2017,LAD,SF,1,4,-159,+146
05/03/2017,SEA,LAA,8,7,-121,+112
