date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
05/29/2017,BAL,NYY,3,2,-106,-102
05/29/2017,CWS,BOS,5,4,+147,-160
05/29/2017,MIN,HOU,8,16,+108,-117
05/29/2017,STL,LAD,1,5,-106,-102
05/29/2017,COL,SEA,5,6,-142,+131
05/29/2017,SF,WSH,0,3,-100,-108
05/29/2017,PIT,ARI,4,3,+104,-113
05/29/2017,NYM,MIL,4,2,-131,+121
05/29/2017,CLE,OAK,5,3,-260,+236
05/29/2017,SD,CHC,5,2,+197,-215
05/29/2017,TOR,CIN,17,2,-210,+192
05/29/2017,MIA,PHI,4,1,-159,+146
05/29/2017,KC,DET,7,10,-104,-104
05/29/2017,TEX,TB,8,10,-125,+115
05/29/2017,LAA,ATL,3,6,-124,+115
