date,homeTeam,awayTeam,homeScore,awayScore,homeLine,awayLine
05/07/2017,NYM,MIA,0,7,-118,+109
05/07/2017,TB,TOR,1,2,-122,+113
05/07/2017,PIT,MIL,2,6,+101,-109
05/07/2017,BAL,CWS,4,0,-116,+107
05/07/2017,ATL,STL,4,6,-103,-105
05/07/2017,MIN,BOS,6,17,+163,-177
05/07/2017,KC,CLE,0,1,+100,-108
05/07/2017,PHI,WSH,6,5,+102,-110
05/07/2017,COL,ARI,5,2,-114,+105
05/07/2017,LAA,HOU,3,5,+108,-117
05/07/2017,OAK,DET,8,6,-129,+119
05/07/2017,CIN,SF,4,0,+109,-118
05/07/2017,SEA,TEX,4,3,-159,+146
05/07/2017,CHC,NYY,4,5,-130,+120
